"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
5.1,3.5,1.4,0.26,"Iris_setosa","iris","petalwidth",0.1
4.9,3,1.4,0.13,"Iris_setosa","iris","petalwidth",0.1
4.7,3.2,1.3,0.27,"Iris_setosa","iris","petalwidth",0.1
4.6,3.1,1.5,0.13,"Iris_setosa","iris","petalwidth",0.1
5,3.6,1.4,0.24,"Iris_setosa","iris","petalwidth",0.1
5.4,3.9,1.7,0.39,"Iris_setosa","iris","petalwidth",0.1
4.6,3.4,1.4,0.37,"Iris_setosa","iris","petalwidth",0.1
5,3.4,1.5,0.3,"Iris_setosa","iris","petalwidth",0.1
4.4,2.9,1.4,0.19,"Iris_setosa","iris","petalwidth",0.1
4.9,3.1,1.5,0.15,"Iris_setosa","iris","petalwidth",0.1
5.4,3.7,1.5,0.06,"Iris_setosa","iris","petalwidth",0.1
4.8,3.4,1.6,0.18,"Iris_setosa","iris","petalwidth",0.1
4.8,3,1.4,0.01,"Iris_setosa","iris","petalwidth",0.1
4.3,3,1.1,0.12,"Iris_setosa","iris","petalwidth",0.1
5.8,4,1.2,0.2,"Iris_setosa","iris","petalwidth",0.1
5.7,4.4,1.5,0.38,"Iris_setosa","iris","petalwidth",0.1
5.4,3.9,1.3,0.39,"Iris_setosa","iris","petalwidth",0.1
5.1,3.5,1.4,0.37,"Iris_setosa","iris","petalwidth",0.1
5.7,3.8,1.7,0.29,"Iris_setosa","iris","petalwidth",0.1
5.1,3.8,1.5,0.44,"Iris_setosa","iris","petalwidth",0.1
5.4,3.4,1.7,0.05,"Iris_setosa","iris","petalwidth",0.1
5.1,3.7,1.5,0.43,"Iris_setosa","iris","petalwidth",0.1
4.6,3.6,1,0.36,"Iris_setosa","iris","petalwidth",0.1
5.1,3.3,1.7,0.41,"Iris_setosa","iris","petalwidth",0.1
4.8,3.4,1.9,0.14,"Iris_setosa","iris","petalwidth",0.1
5,3,1.6,0.17,"Iris_setosa","iris","petalwidth",0.1
5,3.4,1.6,0.41,"Iris_setosa","iris","petalwidth",0.1
5.2,3.5,1.5,0.18,"Iris_setosa","iris","petalwidth",0.1
5.2,3.4,1.4,0.16,"Iris_setosa","iris","petalwidth",0.1
4.7,3.2,1.6,0.35,"Iris_setosa","iris","petalwidth",0.1
4.8,3.1,1.6,0.21,"Iris_setosa","iris","petalwidth",0.1
5.4,3.4,1.5,0.48,"Iris_setosa","iris","petalwidth",0.1
5.2,4.1,1.5,-0.13,"Iris_setosa","iris","petalwidth",0.1
5.5,4.2,1.4,0.29,"Iris_setosa","iris","petalwidth",0.1
4.9,3.1,1.5,0.2,"Iris_setosa","iris","petalwidth",0.1
5,3.2,1.2,0.16,"Iris_setosa","iris","petalwidth",0.1
5.5,3.5,1.3,0.18,"Iris_setosa","iris","petalwidth",0.1
4.9,3.1,1.5,0.23,"Iris_setosa","iris","petalwidth",0.1
4.4,3,1.3,0.2,"Iris_setosa","iris","petalwidth",0.1
5.1,3.4,1.5,0.28,"Iris_setosa","iris","petalwidth",0.1
5,3.5,1.3,0.34,"Iris_setosa","iris","petalwidth",0.1
4.5,2.3,1.3,0.29,"Iris_setosa","iris","petalwidth",0.1
4.4,3.2,1.3,0.18,"Iris_setosa","iris","petalwidth",0.1
5,3.5,1.6,0.49,"Iris_setosa","iris","petalwidth",0.1
5.1,3.8,1.9,0.24,"Iris_setosa","iris","petalwidth",0.1
4.8,3,1.4,0.3,"Iris_setosa","iris","petalwidth",0.1
5.1,3.8,1.6,0.22,"Iris_setosa","iris","petalwidth",0.1
4.6,3.2,1.4,0.16,"Iris_setosa","iris","petalwidth",0.1
5.3,3.7,1.5,0.25,"Iris_setosa","iris","petalwidth",0.1
5,3.3,1.4,0.24,"Iris_setosa","iris","petalwidth",0.1
7,3.2,4.7,1.37,"Iris_versicolor","iris","petalwidth",0.1
6.4,3.2,4.5,1.5,"Iris_versicolor","iris","petalwidth",0.1
6.9,3.1,4.9,1.6,"Iris_versicolor","iris","petalwidth",0.1
5.5,2.3,4,1.32,"Iris_versicolor","iris","petalwidth",0.1
6.5,2.8,4.6,1.56,"Iris_versicolor","iris","petalwidth",0.1
5.7,2.8,4.5,1.34,"Iris_versicolor","iris","petalwidth",0.1
6.3,3.3,4.7,1.73,"Iris_versicolor","iris","petalwidth",0.1
4.9,2.4,3.3,1.01,"Iris_versicolor","iris","petalwidth",0.1
6.6,2.9,4.6,1.22,"Iris_versicolor","iris","petalwidth",0.1
5.2,2.7,3.9,1.36,"Iris_versicolor","iris","petalwidth",0.1
5,2,3.5,1.02,"Iris_versicolor","iris","petalwidth",0.1
5.9,3,4.2,1.48,"Iris_versicolor","iris","petalwidth",0.1
6,2.2,4,0.99,"Iris_versicolor","iris","petalwidth",0.1
6.1,2.9,4.7,1.45,"Iris_versicolor","iris","petalwidth",0.1
