"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1,1,1,2,1.97,"monks-problems-2","attr6",0.1
0,1,1,1,1,4,1.01,"monks-problems-2","attr6",0.1
0,1,1,1,2,1,0.96,"monks-problems-2","attr6",0.1
0,1,1,1,2,1,2.08,"monks-problems-2","attr6",0.1
0,1,1,1,2,2,1.02,"monks-problems-2","attr6",0.1
0,1,1,1,2,3,0.96,"monks-problems-2","attr6",0.1
0,1,1,1,2,4,1.02,"monks-problems-2","attr6",0.1
0,1,1,1,3,2,1.04,"monks-problems-2","attr6",0.1
0,1,1,1,3,4,1.03,"monks-problems-2","attr6",0.1
0,1,1,2,1,1,0.98,"monks-problems-2","attr6",0.1
0,1,1,2,1,1,2.08,"monks-problems-2","attr6",0.1
0,1,1,2,2,3,1.02,"monks-problems-2","attr6",0.1
0,1,1,2,2,4,0.97,"monks-problems-2","attr6",0.1
1,1,1,2,2,4,1.89,"monks-problems-2","attr6",0.1
0,1,1,2,3,1,2.06,"monks-problems-2","attr6",0.1
1,1,1,2,3,2,2,"monks-problems-2","attr6",0.1
0,1,2,1,1,1,2,"monks-problems-2","attr6",0.1
0,1,2,1,2,1,2.05,"monks-problems-2","attr6",0.1
1,1,2,1,2,2,2.04,"monks-problems-2","attr6",0.1
0,1,2,1,2,3,1.03,"monks-problems-2","attr6",0.1
1,1,2,1,2,3,2.05,"monks-problems-2","attr6",0.1
0,1,2,1,2,4,1.04,"monks-problems-2","attr6",0.1
0,1,2,1,3,1,1,"monks-problems-2","attr6",0.1
0,1,2,1,3,1,1.9,"monks-problems-2","attr6",0.1
1,1,2,1,3,2,2.03,"monks-problems-2","attr6",0.1
0,1,2,1,3,3,1,"monks-problems-2","attr6",0.1
1,1,2,1,3,3,1.99,"monks-problems-2","attr6",0.1
0,1,2,1,3,4,0.93,"monks-problems-2","attr6",0.1
1,1,2,1,3,4,1.98,"monks-problems-2","attr6",0.1
0,1,2,2,1,2,1.02,"monks-problems-2","attr6",0.1
0,1,2,2,1,4,1.07,"monks-problems-2","attr6",0.1
1,1,2,2,2,3,0.99,"monks-problems-2","attr6",0.1
1,1,2,2,2,4,1.02,"monks-problems-2","attr6",0.1
0,1,2,2,3,1,1,"monks-problems-2","attr6",0.1
1,1,2,2,3,1,1.93,"monks-problems-2","attr6",0.1
1,1,2,2,3,3,0.98,"monks-problems-2","attr6",0.1
0,1,2,2,3,3,1.98,"monks-problems-2","attr6",0.1
1,1,2,2,3,4,1,"monks-problems-2","attr6",0.1
0,1,2,2,3,4,2.06,"monks-problems-2","attr6",0.1
0,1,3,1,1,1,2.04,"monks-problems-2","attr6",0.1
0,1,3,1,1,2,1.99,"monks-problems-2","attr6",0.1
0,1,3,1,1,3,0.99,"monks-problems-2","attr6",0.1
0,1,3,1,1,3,2.03,"monks-problems-2","attr6",0.1
0,1,3,1,2,2,1.03,"monks-problems-2","attr6",0.1
1,1,3,1,2,2,1.97,"monks-problems-2","attr6",0.1
1,1,3,1,2,3,1.96,"monks-problems-2","attr6",0.1
0,1,3,1,2,4,1.02,"monks-problems-2","attr6",0.1
1,1,3,1,3,2,2.04,"monks-problems-2","attr6",0.1
0,1,3,1,3,3,0.99,"monks-problems-2","attr6",0.1
1,1,3,1,3,4,2.04,"monks-problems-2","attr6",0.1
0,1,3,2,1,3,1.02,"monks-problems-2","attr6",0.1
1,1,3,2,1,3,1.97,"monks-problems-2","attr6",0.1
0,1,3,2,1,4,1.02,"monks-problems-2","attr6",0.1
1,1,3,2,2,1,1.94,"monks-problems-2","attr6",0.1
0,1,3,2,2,3,2.07,"monks-problems-2","attr6",0.1
0,1,3,2,2,4,2.1,"monks-problems-2","attr6",0.1
1,1,3,2,3,2,0.98,"monks-problems-2","attr6",0.1
0,2,1,1,1,1,0.95,"monks-problems-2","attr6",0.1
0,2,1,1,1,2,2.03,"monks-problems-2","attr6",0.1
0,2,1,1,1,3,0.99,"monks-problems-2","attr6",0.1
1,2,1,1,2,2,2.12,"monks-problems-2","attr6",0.1
0,2,1,1,3,1,2,"monks-problems-2","attr6",0.1
1,2,1,1,3,2,2.03,"monks-problems-2","attr6",0.1
1,2,1,1,3,3,2,"monks-problems-2","attr6",0.1
0,2,1,1,3,4,0.96,"monks-problems-2","attr6",0.1
0,2,1,2,1,1,1.01,"monks-problems-2","attr6",0.1
1,2,1,2,1,2,1.91,"monks-problems-2","attr6",0.1
0,2,1,2,1,4,1.07,"monks-problems-2","attr6",0.1
1,2,1,2,2,2,1.01,"monks-problems-2","attr6",0.1
0,2,1,2,2,4,2.11,"monks-problems-2","attr6",0.1
0,2,1,2,3,1,1.02,"monks-problems-2","attr6",0.1
1,2,1,2,3,1,1.96,"monks-problems-2","attr6",0.1
0,2,1,2,3,2,2.03,"monks-problems-2","attr6",0.1
0,2,1,2,3,3,1.95,"monks-problems-2","attr6",0.1
0,2,1,2,3,4,1.94,"monks-problems-2","attr6",0.1
0,2,2,1,1,3,1.01,"monks-problems-2","attr6",0.1
1,2,2,1,1,4,1.98,"monks-problems-2","attr6",0.1
0,2,2,1,2,1,1,"monks-problems-2","attr6",0.1
1,2,2,1,2,3,1,"monks-problems-2","attr6",0.1
1,2,2,1,3,3,0.97,"monks-problems-2","attr6",0.1
0,2,2,1,3,3,1.97,"monks-problems-2","attr6",0.1
1,2,2,1,3,4,0.99,"monks-problems-2","attr6",0.1
0,2,2,2,1,1,1.06,"monks-problems-2","attr6",0.1
0,2,2,2,1,2,1.92,"monks-problems-2","attr6",0.1
0,2,2,2,1,3,2.03,"monks-problems-2","attr6",0.1
1,2,2,2,1,4,1.02,"monks-problems-2","attr6",0.1
