"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1.21,1,1,2,2,"monks-problems-2","attr2",0.7
0,1,0.49,1,1,4,1,"monks-problems-2","attr2",0.7
0,1,0.87,1,2,1,1,"monks-problems-2","attr2",0.7
0,1,1.89,1,2,1,2,"monks-problems-2","attr2",0.7
0,1,0.16,1,2,2,1,"monks-problems-2","attr2",0.7
0,1,1.67,1,2,3,1,"monks-problems-2","attr2",0.7
0,1,1.09,1,2,4,1,"monks-problems-2","attr2",0.7
0,1,1.37,1,3,2,1,"monks-problems-2","attr2",0.7
0,1,0.3,1,3,4,1,"monks-problems-2","attr2",0.7
0,1,0.75,2,1,1,1,"monks-problems-2","attr2",0.7
0,1,0.9,2,1,1,2,"monks-problems-2","attr2",0.7
0,1,1.26,2,2,3,1,"monks-problems-2","attr2",0.7
0,1,1.58,2,2,4,1,"monks-problems-2","attr2",0.7
1,1,1.25,2,2,4,2,"monks-problems-2","attr2",0.7
0,1,1.77,2,3,1,2,"monks-problems-2","attr2",0.7
1,1,1.09,2,3,2,2,"monks-problems-2","attr2",0.7
0,1,1.52,1,1,1,2,"monks-problems-2","attr2",0.7
0,1,3.15,1,2,1,2,"monks-problems-2","attr2",0.7
1,1,1.88,1,2,2,2,"monks-problems-2","attr2",0.7
0,1,2.14,1,2,3,1,"monks-problems-2","attr2",0.7
1,1,0.75,1,2,3,2,"monks-problems-2","attr2",0.7
0,1,1.65,1,2,4,1,"monks-problems-2","attr2",0.7
0,1,2.05,1,3,1,1,"monks-problems-2","attr2",0.7
0,1,1.96,1,3,1,2,"monks-problems-2","attr2",0.7
1,1,2.19,1,3,2,2,"monks-problems-2","attr2",0.7
0,1,1.49,1,3,3,1,"monks-problems-2","attr2",0.7
1,1,1.55,1,3,3,2,"monks-problems-2","attr2",0.7
0,1,2.79,1,3,4,1,"monks-problems-2","attr2",0.7
1,1,1.88,1,3,4,2,"monks-problems-2","attr2",0.7
0,1,1.9,2,1,2,1,"monks-problems-2","attr2",0.7
0,1,2.6,2,1,4,1,"monks-problems-2","attr2",0.7
1,1,2.45,2,2,3,1,"monks-problems-2","attr2",0.7
1,1,1.91,2,2,4,1,"monks-problems-2","attr2",0.7
0,1,2.65,2,3,1,1,"monks-problems-2","attr2",0.7
1,1,3.26,2,3,1,2,"monks-problems-2","attr2",0.7
1,1,1.89,2,3,3,1,"monks-problems-2","attr2",0.7
0,1,1.77,2,3,3,2,"monks-problems-2","attr2",0.7
1,1,1.51,2,3,4,1,"monks-problems-2","attr2",0.7
0,1,1.82,2,3,4,2,"monks-problems-2","attr2",0.7
0,1,4.09,1,1,1,2,"monks-problems-2","attr2",0.7
0,1,2.3,1,1,2,2,"monks-problems-2","attr2",0.7
0,1,2.67,1,1,3,1,"monks-problems-2","attr2",0.7
0,1,3.16,1,1,3,2,"monks-problems-2","attr2",0.7
0,1,3.22,1,2,2,1,"monks-problems-2","attr2",0.7
1,1,2.99,1,2,2,2,"monks-problems-2","attr2",0.7
1,1,3.29,1,2,3,2,"monks-problems-2","attr2",0.7
0,1,3.48,1,2,4,1,"monks-problems-2","attr2",0.7
1,1,2.23,1,3,2,2,"monks-problems-2","attr2",0.7
0,1,3.13,1,3,3,1,"monks-problems-2","attr2",0.7
1,1,2.28,1,3,4,2,"monks-problems-2","attr2",0.7
0,1,4.53,2,1,3,1,"monks-problems-2","attr2",0.7
1,1,2.32,2,1,3,2,"monks-problems-2","attr2",0.7
0,1,2.48,2,1,4,1,"monks-problems-2","attr2",0.7
1,1,1.97,2,2,1,2,"monks-problems-2","attr2",0.7
0,1,2.96,2,2,3,2,"monks-problems-2","attr2",0.7
0,1,4.06,2,2,4,2,"monks-problems-2","attr2",0.7
1,1,2.76,2,3,2,1,"monks-problems-2","attr2",0.7
0,2,0.78,1,1,1,1,"monks-problems-2","attr2",0.7
0,2,1.04,1,1,2,2,"monks-problems-2","attr2",0.7
0,2,1.54,1,1,3,1,"monks-problems-2","attr2",0.7
1,2,1.61,1,2,2,2,"monks-problems-2","attr2",0.7
0,2,1.22,1,3,1,2,"monks-problems-2","attr2",0.7
1,2,1.01,1,3,2,2,"monks-problems-2","attr2",0.7
1,2,1.29,1,3,3,2,"monks-problems-2","attr2",0.7
0,2,0.11,1,3,4,1,"monks-problems-2","attr2",0.7
0,2,1.39,2,1,1,1,"monks-problems-2","attr2",0.7
1,2,1.57,2,1,2,2,"monks-problems-2","attr2",0.7
0,2,1.1,2,1,4,1,"monks-problems-2","attr2",0.7
1,2,1.58,2,2,2,1,"monks-problems-2","attr2",0.7
0,2,1.06,2,2,4,2,"monks-problems-2","attr2",0.7
0,2,1.09,2,3,1,1,"monks-problems-2","attr2",0.7
1,2,0.85,2,3,1,2,"monks-problems-2","attr2",0.7
0,2,0.78,2,3,2,2,"monks-problems-2","attr2",0.7
0,2,0.86,2,3,3,2,"monks-problems-2","attr2",0.7
0,2,0.61,2,3,4,2,"monks-problems-2","attr2",0.7
0,2,2.27,1,1,3,1,"monks-problems-2","attr2",0.7
1,2,2.63,1,1,4,2,"monks-problems-2","attr2",0.7
0,2,2.07,1,2,1,1,"monks-problems-2","attr2",0.7
1,2,2.75,1,2,3,1,"monks-problems-2","attr2",0.7
1,2,1.94,1,3,3,1,"monks-problems-2","attr2",0.7
