"variance","skewness","curtosis","entropy","class","dataset_name","altered_attribute","noise_level"
3.6216,6.09,-2.8073,-0.44699,"0","banknote","skewness",0.3
4.5459,8.65,-2.4586,-1.4621,"0","banknote","skewness",0.3
3.866,-2.13,1.9242,0.10645,"0","banknote","skewness",0.3
3.4566,7.81,-4.0112,-3.5944,"0","banknote","skewness",0.3
0.32924,-2.84,4.5718,-0.9888,"0","banknote","skewness",0.3
4.3684,8.18,-3.9606,-3.1625,"0","banknote","skewness",0.3
3.5912,3.94,0.72888,0.56421,"0","banknote","skewness",0.3
2.0922,-7.33,8.4636,-0.60216,"0","banknote","skewness",0.3
3.2032,4.37,-0.75345,-0.61251,"0","banknote","skewness",0.3
1.5356,10.4,-2.2718,-0.73535,"0","banknote","skewness",0.3
1.2247,8.01,-2.2135,-0.80647,"0","banknote","skewness",0.3
3.9899,-3.84,2.3946,0.86291,"0","banknote","skewness",0.3
1.8993,6.85,0.15394,-3.1108,"0","banknote","skewness",0.3
-1.5768,9.51,2.5462,-2.9362,"0","banknote","skewness",0.3
3.404,8.95,-2.9915,-0.57242,"0","banknote","skewness",0.3
4.6765,-2.8,3.4896,1.4771,"0","banknote","skewness",0.3
2.6719,3.71,0.37158,0.58619,"0","banknote","skewness",0.3
0.80355,6.56,4.3439,0.6017,"0","banknote","skewness",0.3
1.4479,-6.21,8.3428,-2.1086,"0","banknote","skewness",0.3
5.2423,5.83,-4.353,-4.1013,"0","banknote","skewness",0.3
5.7867,7.02,-2.6196,-0.48708,"0","banknote","skewness",0.3
0.3292,-2.59,4.5718,-0.9888,"0","banknote","skewness",0.3
3.9362,7.83,-3.8235,-4.0172,"0","banknote","skewness",0.3
0.93584,8.97,-1.6831,-1.6599,"0","banknote","skewness",0.3
4.4338,10.28,-4.6795,-3.7483,"0","banknote","skewness",0.3
0.7057,-5.38,8.3368,-2.8715,"0","banknote","skewness",0.3
1.1432,-8.96,5.5777,-0.63578,"0","banknote","skewness",0.3
-0.38214,7.05,2.1624,-3.7405,"0","banknote","skewness",0.3
6.5633,9.04,-4.4113,-3.2258,"0","banknote","skewness",0.3
4.8906,-4.31,3.4202,1.0905,"0","banknote","skewness",0.3
-0.24811,-0.41,4.9068,0.15429,"0","banknote","skewness",0.3
1.4884,2.77,3.308,0.48921,"0","banknote","skewness",0.3
4.2969,5.23,-2.3874,-0.96164,"0","banknote","skewness",0.3
-0.96511,11.31,1.7305,-4.8629,"0","banknote","skewness",0.3
-1.6162,4.28,8.1628,0.60817,"0","banknote","skewness",0.3
2.4391,6.68,-0.80743,-0.69139,"0","banknote","skewness",0.3
2.6881,4.75,-0.46641,-0.69268,"0","banknote","skewness",0.3
3.6289,-2.96,1.6277,0.77627,"0","banknote","skewness",0.3
4.5679,-0.75,-2.1055,0.29653,"0","banknote","skewness",0.3
3.4805,11.45,-3.7541,-3.4379,"0","banknote","skewness",0.3
4.1711,10.23,-3.0224,-0.59699,"0","banknote","skewness",0.3
-0.2062,10.08,-3.7044,-6.8103,"0","banknote","skewness",0.3
-0.00689189999999999,6.86,-0.41243,-1.9638,"0","banknote","skewness",0.3
0.96441,4.01,2.3235,0.066365,"0","banknote","skewness",0.3
2.8561,3.1,-0.79372,0.48403,"0","banknote","skewness",0.3
-0.7869,11.08,-3.7867,-7.5034,"0","banknote","skewness",0.3
2.0843,6.18,0.48382,-2.2134,"0","banknote","skewness",0.3
-0.7869,10.42,-3.7867,-7.5034,"0","banknote","skewness",0.3
3.9102,7.3,-2.4534,-0.68234,"0","banknote","skewness",0.3
1.6349,3.73,2.8753,0.087054,"0","banknote","skewness",0.3
4.3239,-6.41,3.4356,-0.5776,"0","banknote","skewness",0.3
5.262,3.61,-1.5572,1.0103,"0","banknote","skewness",0.3
3.1452,5.26,-0.51439,-1.4944,"0","banknote","skewness",0.3
2.549,4.94,-1.1605,-1.2371,"0","banknote","skewness",0.3
4.9264,7.24,-2.4774,-0.50648,"0","banknote","skewness",0.3
4.8265,-1.09,1.6371,1.1875,"0","banknote","skewness",0.3
2.5635,6.07,-0.61979,0.38576,"0","banknote","skewness",0.3
5.807,7.07,-2.2384,0.43878,"0","banknote","skewness",0.3
3.1377,-4.37,4.5701,0.98963,"0","banknote","skewness",0.3
-0.78289,11.29,-0.37644,-7.0495,"0","banknote","skewness",0.3
2.888,1.1,4.5907,-0.24398,"0","banknote","skewness",0.3
0.49665,7.02,1.7785,-0.47156,"0","banknote","skewness",0.3
4.2586,12.09,-4.0943,-4.3457,"0","banknote","skewness",0.3
1.7939,-3.13,1.5454,-0.26079,"0","banknote","skewness",0.3
5.4021,0.46,-1.1536,1.5651,"0","banknote","skewness",0.3
2.5367,3.09,2.0938,0.20085,"0","banknote","skewness",0.3
4.6054,-2.78,2.7587,0.31981,"0","banknote","skewness",0.3
2.4235,6.76,-3.0789,-2.7746,"0","banknote","skewness",0.3
1.0009,7.86,-0.28219,-2.6608,"0","banknote","skewness",0.3
0.12326,9.76,-0.9351,-2.4332,"0","banknote","skewness",0.3
3.9529,-1.44,2.3792,0.48274,"0","banknote","skewness",0.3
4.1373,1.82,1.093,1.8276,"0","banknote","skewness",0.3
4.7181,8.98,-3.9486,-3.8582,"0","banknote","skewness",0.3
4.1654,-4.11,3.643,1.0879,"0","banknote","skewness",0.3
4.4069,10.11,-4.5775,-4.4271,"0","banknote","skewness",0.3
2.3066,4.08,0.57551,0.41938,"0","banknote","skewness",0.3
3.7935,5.06,-2.5477,-1.872,"0","banknote","skewness",0.3
0.049175,3.67,1.7828,-0.72113,"0","banknote","skewness",0.3
0.24835,8.02,0.9885,-0.87371,"0","banknote","skewness",0.3
1.1317,3.48,3.3979,0.84351,"0","banknote","skewness",0.3
