"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
2,50,12500,93.76,"2","blood-transfusion-service-center","V4",0.6
0,13,3250,32.35,"2","blood-transfusion-service-center","V4",0.6
1,16,4000,42.07,"2","blood-transfusion-service-center","V4",0.6
2,20,5000,52.98,"2","blood-transfusion-service-center","V4",0.6
1,24,6000,66.95,"1","blood-transfusion-service-center","V4",0.6
4,4,1000,24.83,"1","blood-transfusion-service-center","V4",0.6
2,7,1750,42.86,"2","blood-transfusion-service-center","V4",0.6
1,12,3000,26.92,"1","blood-transfusion-service-center","V4",0.6
2,9,2250,11.67,"2","blood-transfusion-service-center","V4",0.6
5,46,11500,66.55,"2","blood-transfusion-service-center","V4",0.6
4,23,5750,33.45,"1","blood-transfusion-service-center","V4",0.6
0,3,750,10.61,"1","blood-transfusion-service-center","V4",0.6
2,10,2500,24.18,"2","blood-transfusion-service-center","V4",0.6
1,13,3250,45.74,"1","blood-transfusion-service-center","V4",0.6
2,6,1500,10.53,"2","blood-transfusion-service-center","V4",0.6
2,5,1250,-1.57,"2","blood-transfusion-service-center","V4",0.6
2,14,3500,57.88,"2","blood-transfusion-service-center","V4",0.6
2,15,3750,62.47,"2","blood-transfusion-service-center","V4",0.6
2,6,1500,29.71,"2","blood-transfusion-service-center","V4",0.6
2,3,750,-9.48,"2","blood-transfusion-service-center","V4",0.6
2,3,750,8.85,"2","blood-transfusion-service-center","V4",0.6
4,11,2750,44.61,"1","blood-transfusion-service-center","V4",0.6
2,6,1500,7.96,"2","blood-transfusion-service-center","V4",0.6
2,6,1500,32.97,"2","blood-transfusion-service-center","V4",0.6
9,9,2250,28.55,"1","blood-transfusion-service-center","V4",0.6
4,14,3500,68.97,"1","blood-transfusion-service-center","V4",0.6
4,6,1500,20.18,"1","blood-transfusion-service-center","V4",0.6
4,12,3000,24.78,"2","blood-transfusion-service-center","V4",0.6
4,5,1250,29.62,"2","blood-transfusion-service-center","V4",0.6
4,8,2000,10.67,"1","blood-transfusion-service-center","V4",0.6
1,14,3500,48.71,"1","blood-transfusion-service-center","V4",0.6
4,10,2500,22.55,"2","blood-transfusion-service-center","V4",0.6
4,10,2500,21.98,"2","blood-transfusion-service-center","V4",0.6
4,9,2250,23.74,"2","blood-transfusion-service-center","V4",0.6
2,16,4000,63.1,"1","blood-transfusion-service-center","V4",0.6
2,8,2000,28.07,"2","blood-transfusion-service-center","V4",0.6
2,12,3000,51.81,"2","blood-transfusion-service-center","V4",0.6
4,6,1500,6.9,"2","blood-transfusion-service-center","V4",0.6
2,14,3500,52.71,"2","blood-transfusion-service-center","V4",0.6
4,7,1750,32.34,"2","blood-transfusion-service-center","V4",0.6
2,13,3250,42.68,"2","blood-transfusion-service-center","V4",0.6
2,5,1250,13.71,"1","blood-transfusion-service-center","V4",0.6
2,5,1250,19.42,"2","blood-transfusion-service-center","V4",0.6
2,5,1250,32.86,"1","blood-transfusion-service-center","V4",0.6
4,20,5000,52.09,"2","blood-transfusion-service-center","V4",0.6
4,9,2250,27.22,"2","blood-transfusion-service-center","V4",0.6
2,9,2250,31.8,"1","blood-transfusion-service-center","V4",0.6
2,2,500,4.84,"1","blood-transfusion-service-center","V4",0.6
2,2,500,-9.51,"1","blood-transfusion-service-center","V4",0.6
2,2,500,-10.67,"1","blood-transfusion-service-center","V4",0.6
2,11,2750,65.62,"1","blood-transfusion-service-center","V4",0.6
2,11,2750,30.06,"2","blood-transfusion-service-center","V4",0.6
2,6,1500,26.54,"1","blood-transfusion-service-center","V4",0.6
2,12,3000,58.89,"1","blood-transfusion-service-center","V4",0.6
4,5,1250,22.36,"2","blood-transfusion-service-center","V4",0.6
4,19,4750,75.58,"2","blood-transfusion-service-center","V4",0.6
4,8,2000,29,"2","blood-transfusion-service-center","V4",0.6
2,7,1750,34.72,"2","blood-transfusion-service-center","V4",0.6
2,16,4000,94.3,"1","blood-transfusion-service-center","V4",0.6
3,6,1500,4.76,"1","blood-transfusion-service-center","V4",0.6
2,7,1750,38.31,"1","blood-transfusion-service-center","V4",0.6
2,8,2000,40.67,"2","blood-transfusion-service-center","V4",0.6
2,10,2500,45.98,"1","blood-transfusion-service-center","V4",0.6
4,5,1250,22.35,"2","blood-transfusion-service-center","V4",0.6
2,3,750,8.22,"2","blood-transfusion-service-center","V4",0.6
3,16,4000,91.15,"1","blood-transfusion-service-center","V4",0.6
2,4,1000,23,"2","blood-transfusion-service-center","V4",0.6
0,2,500,-9.99,"1","blood-transfusion-service-center","V4",0.6
4,7,1750,67.06,"1","blood-transfusion-service-center","V4",0.6
1,9,2250,69.22,"1","blood-transfusion-service-center","V4",0.6
2,4,1000,51.23,"1","blood-transfusion-service-center","V4",0.6
2,4,1000,23.39,"1","blood-transfusion-service-center","V4",0.6
4,17,4250,82,"2","blood-transfusion-service-center","V4",0.6
2,2,500,16.18,"1","blood-transfusion-service-center","V4",0.6
2,2,500,-5.15,"2","blood-transfusion-service-center","V4",0.6
2,2,500,16.17,"2","blood-transfusion-service-center","V4",0.6
2,4,1000,28.55,"2","blood-transfusion-service-center","V4",0.6
2,2,500,8.59,"1","blood-transfusion-service-center","V4",0.6
2,2,500,-13.14,"1","blood-transfusion-service-center","V4",0.6
2,2,500,8.08,"1","blood-transfusion-service-center","V4",0.6
4,6,1500,8.89,"2","blood-transfusion-service-center","V4",0.6
2,4,1000,17.62,"1","blood-transfusion-service-center","V4",0.6
2,4,1000,14.04,"1","blood-transfusion-service-center","V4",0.6
2,4,1000,27.33,"1","blood-transfusion-service-center","V4",0.6
