"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
5.1,3.5,-0.5,0.2,"Iris_setosa","iris","petallength",0.7
4.9,3,1.64,0.2,"Iris_setosa","iris","petallength",0.7
4.7,3.2,1.63,0.2,"Iris_setosa","iris","petallength",0.7
4.6,3.1,0.12,0.2,"Iris_setosa","iris","petallength",0.7
5,3.6,2.2,0.2,"Iris_setosa","iris","petallength",0.7
5.4,3.9,0.42,0.4,"Iris_setosa","iris","petallength",0.7
4.6,3.4,2.21,0.3,"Iris_setosa","iris","petallength",0.7
5,3.4,1.79,0.2,"Iris_setosa","iris","petallength",0.7
4.4,2.9,2.28,0.2,"Iris_setosa","iris","petallength",0.7
4.9,3.1,0.34,0.1,"Iris_setosa","iris","petallength",0.7
5.4,3.7,1.62,0.2,"Iris_setosa","iris","petallength",0.7
4.8,3.4,1.03,0.2,"Iris_setosa","iris","petallength",0.7
4.8,3,-0.41,0.1,"Iris_setosa","iris","petallength",0.7
4.3,3,1.29,0.1,"Iris_setosa","iris","petallength",0.7
5.8,4,3.39,0.2,"Iris_setosa","iris","petallength",0.7
5.7,4.4,0.7,0.4,"Iris_setosa","iris","petallength",0.7
5.4,3.9,1.05,0.4,"Iris_setosa","iris","petallength",0.7
5.1,3.5,2.25,0.3,"Iris_setosa","iris","petallength",0.7
5.7,3.8,1.74,0.3,"Iris_setosa","iris","petallength",0.7
5.1,3.8,3.9,0.3,"Iris_setosa","iris","petallength",0.7
5.4,3.4,2.61,0.2,"Iris_setosa","iris","petallength",0.7
5.1,3.7,4.37,0.4,"Iris_setosa","iris","petallength",0.7
4.6,3.6,1.43,0.2,"Iris_setosa","iris","petallength",0.7
5.1,3.3,0.3,0.5,"Iris_setosa","iris","petallength",0.7
4.8,3.4,2.42,0.2,"Iris_setosa","iris","petallength",0.7
5,3,0.46,0.2,"Iris_setosa","iris","petallength",0.7
5,3.4,0.36,0.4,"Iris_setosa","iris","petallength",0.7
5.2,3.5,1.27,0.2,"Iris_setosa","iris","petallength",0.7
5.2,3.4,2.55,0.2,"Iris_setosa","iris","petallength",0.7
4.7,3.2,2.02,0.2,"Iris_setosa","iris","petallength",0.7
4.8,3.1,2.61,0.2,"Iris_setosa","iris","petallength",0.7
5.4,3.4,2.63,0.4,"Iris_setosa","iris","petallength",0.7
5.2,4.1,1.29,0.1,"Iris_setosa","iris","petallength",0.7
5.5,4.2,-1.57,0.2,"Iris_setosa","iris","petallength",0.7
4.9,3.1,2.48,0.1,"Iris_setosa","iris","petallength",0.7
5,3.2,3.88,0.2,"Iris_setosa","iris","petallength",0.7
