"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
2,47.73,12500,98,"2","blood-transfusion-service-center","V2",1
0,17.35,3250,28,"2","blood-transfusion-service-center","V2",1
1,14.75,4000,35,"2","blood-transfusion-service-center","V2",1
2,27.89,5000,45,"2","blood-transfusion-service-center","V2",1
1,22.71,6000,77,"1","blood-transfusion-service-center","V2",1
4,1.85,1000,4,"1","blood-transfusion-service-center","V2",1
2,2.87,1750,14,"2","blood-transfusion-service-center","V2",1
1,8.31,3000,35,"1","blood-transfusion-service-center","V2",1
2,22.15,2250,22,"2","blood-transfusion-service-center","V2",1
5,48.58,11500,98,"2","blood-transfusion-service-center","V2",1
4,15.86,5750,58,"1","blood-transfusion-service-center","V2",1
0,-4.2,750,4,"1","blood-transfusion-service-center","V2",1
2,3.78,2500,28,"2","blood-transfusion-service-center","V2",1
1,2.11,3250,47,"1","blood-transfusion-service-center","V2",1
2,-4.73,1500,15,"2","blood-transfusion-service-center","V2",1
2,9.47,1250,11,"2","blood-transfusion-service-center","V2",1
2,18.36,3500,48,"2","blood-transfusion-service-center","V2",1
2,20.29,3750,49,"2","blood-transfusion-service-center","V2",1
2,6.78,1500,15,"2","blood-transfusion-service-center","V2",1
2,1.52,750,4,"2","blood-transfusion-service-center","V2",1
2,7.63,750,4,"2","blood-transfusion-service-center","V2",1
4,15.51,2750,28,"1","blood-transfusion-service-center","V2",1
2,4.31,1500,16,"2","blood-transfusion-service-center","V2",1
2,11.74,1500,16,"2","blood-transfusion-service-center","V2",1
9,9.85,2250,16,"1","blood-transfusion-service-center","V2",1
4,14.94,3500,40,"1","blood-transfusion-service-center","V2",1
4,14.14,1500,14,"1","blood-transfusion-service-center","V2",1
4,15.42,3000,34,"2","blood-transfusion-service-center","V2",1
4,17.64,1250,11,"2","blood-transfusion-service-center","V2",1
4,8.82,2000,21,"1","blood-transfusion-service-center","V2",1
1,6.46,3500,58,"1","blood-transfusion-service-center","V2",1
4,-2.75,2500,28,"2","blood-transfusion-service-center","V2",1
4,8.16,2500,28,"2","blood-transfusion-service-center","V2",1
4,2.6,2250,26,"2","blood-transfusion-service-center","V2",1
2,17.27,4000,64,"1","blood-transfusion-service-center","V2",1
2,2.8,2000,28,"2","blood-transfusion-service-center","V2",1
2,16.36,3000,47,"2","blood-transfusion-service-center","V2",1
4,6.08,1500,16,"2","blood-transfusion-service-center","V2",1
2,20.34,3500,57,"2","blood-transfusion-service-center","V2",1
4,11.5,1750,22,"2","blood-transfusion-service-center","V2",1
2,10.55,3250,53,"2","blood-transfusion-service-center","V2",1
2,12.3,1250,16,"1","blood-transfusion-service-center","V2",1
2,8.3,1250,16,"2","blood-transfusion-service-center","V2",1
2,10.79,1250,16,"1","blood-transfusion-service-center","V2",1
4,14.99,5000,69,"2","blood-transfusion-service-center","V2",1
4,6.68,2250,28,"2","blood-transfusion-service-center","V2",1
2,12.07,2250,36,"1","blood-transfusion-service-center","V2",1
2,-1.3,500,2,"1","blood-transfusion-service-center","V2",1
2,3.72,500,2,"1","blood-transfusion-service-center","V2",1
2,7.1,500,2,"1","blood-transfusion-service-center","V2",1
2,5.37,2750,46,"1","blood-transfusion-service-center","V2",1
2,4.21,2750,46,"2","blood-transfusion-service-center","V2",1
2,0.36,1500,22,"1","blood-transfusion-service-center","V2",1
2,7.41,3000,52,"1","blood-transfusion-service-center","V2",1
4,-7.35,1250,14,"2","blood-transfusion-service-center","V2",1
4,11.55,4750,69,"2","blood-transfusion-service-center","V2",1
4,-5.54,2000,26,"2","blood-transfusion-service-center","V2",1
2,7.88,1750,28,"2","blood-transfusion-service-center","V2",1
2,27.4,4000,81,"1","blood-transfusion-service-center","V2",1
3,3.76,1500,21,"1","blood-transfusion-service-center","V2",1
2,14.48,1750,29,"1","blood-transfusion-service-center","V2",1
2,17.58,2000,35,"2","blood-transfusion-service-center","V2",1
2,13.97,2500,49,"1","blood-transfusion-service-center","V2",1
4,5.26,1250,16,"2","blood-transfusion-service-center","V2",1
2,7.34,750,9,"2","blood-transfusion-service-center","V2",1
3,20.84,4000,74,"1","blood-transfusion-service-center","V2",1
2,6.32,1000,14,"2","blood-transfusion-service-center","V2",1
0,3.14,500,4,"1","blood-transfusion-service-center","V2",1
4,7.88,1750,25,"1","blood-transfusion-service-center","V2",1
1,12.5,2250,51,"1","blood-transfusion-service-center","V2",1
2,-1.42,1000,16,"1","blood-transfusion-service-center","V2",1
2,2.22,1000,16,"1","blood-transfusion-service-center","V2",1
4,12.52,4250,71,"2","blood-transfusion-service-center","V2",1
2,-8.14,500,4,"1","blood-transfusion-service-center","V2",1
2,3.5,500,4,"2","blood-transfusion-service-center","V2",1
2,-3.5,500,4,"2","blood-transfusion-service-center","V2",1
2,13.51,1000,16,"2","blood-transfusion-service-center","V2",1
2,0.59,500,4,"1","blood-transfusion-service-center","V2",1
2,-1.72,500,4,"1","blood-transfusion-service-center","V2",1
2,5.66,500,4,"1","blood-transfusion-service-center","V2",1
4,1.85,1500,23,"2","blood-transfusion-service-center","V2",1
2,2.67,1000,16,"1","blood-transfusion-service-center","V2",1
2,-6.26,1000,16,"1","blood-transfusion-service-center","V2",1
2,1.83,1000,16,"1","blood-transfusion-service-center","V2",1
2,12.25,1500,28,"2","blood-transfusion-service-center","V2",1
2,15.86,1500,28,"1","blood-transfusion-service-center","V2",1
4,-0.05,500,4,"1","blood-transfusion-service-center","V2",1
4,6.53,500,4,"1","blood-transfusion-service-center","V2",1
4,4.16,500,4,"1","blood-transfusion-service-center","V2",1
2,10.62,1750,35,"2","blood-transfusion-service-center","V2",1
4,10.1,500,4,"2","blood-transfusion-service-center","V2",1
4,5.83,500,4,"1","blood-transfusion-service-center","V2",1
4,-2.43,500,4,"1","blood-transfusion-service-center","V2",1
4,-0.66,500,4,"1","blood-transfusion-service-center","V2",1
12,13.13,2750,23,"1","blood-transfusion-service-center","V2",1
4,9.89,1750,28,"1","blood-transfusion-service-center","V2",1
3,8.84,4250,86,"1","blood-transfusion-service-center","V2",1
4,0.28,2250,38,"2","blood-transfusion-service-center","V2",1
4,3.62,1000,14,"2","blood-transfusion-service-center","V2",1
5,13.07,1750,26,"2","blood-transfusion-service-center","V2",1
4,9.97,2000,34,"2","blood-transfusion-service-center","V2",1
2,5.58,3250,76,"2","blood-transfusion-service-center","V2",1
4,4.59,2250,40,"1","blood-transfusion-service-center","V2",1
2,-7.01,1250,26,"1","blood-transfusion-service-center","V2",1
2,-2.91,1250,26,"1","blood-transfusion-service-center","V2",1
6,18.26,4250,70,"1","blood-transfusion-service-center","V2",1
0,11.36,2000,59,"1","blood-transfusion-service-center","V2",1
3,11.3,1250,26,"1","blood-transfusion-service-center","V2",1
2,-10.09,750,14,"1","blood-transfusion-service-center","V2",1
2,11.17,2500,64,"1","blood-transfusion-service-center","V2",1
4,1.02,1250,23,"2","blood-transfusion-service-center","V2",1
4,11.17,2250,46,"1","blood-transfusion-service-center","V2",1
4,6.61,1250,23,"1","blood-transfusion-service-center","V2",1
4,6.41,2000,40,"2","blood-transfusion-service-center","V2",1
2,7.52,3000,82,"1","blood-transfusion-service-center","V2",1
11,21.25,6000,64,"1","blood-transfusion-service-center","V2",1
2,-6.4,1750,46,"2","blood-transfusion-service-center","V2",1
4,11.56,2750,61,"1","blood-transfusion-service-center","V2",1
1,-5.81,1750,57,"1","blood-transfusion-service-center","V2",1
2,24.92,2750,79,"2","blood-transfusion-service-center","V2",1
2,3.4,750,16,"2","blood-transfusion-service-center","V2",1
4,3.96,1250,26,"2","blood-transfusion-service-center","V2",1
2,-7.1,1500,41,"2","blood-transfusion-service-center","V2",1
2,-2.78,1250,33,"2","blood-transfusion-service-center","V2",1
2,-5.73,1000,26,"1","blood-transfusion-service-center","V2",1
2,-7.91,1250,34,"1","blood-transfusion-service-center","V2",1
4,16.13,2000,46,"2","blood-transfusion-service-center","V2",1
2,3.28,1000,26,"1","blood-transfusion-service-center","V2",1
4,9.76,2000,48,"2","blood-transfusion-service-center","V2",1
2,7.52,500,10,"2","blood-transfusion-service-center","V2",1
4,9.17,1250,28,"1","blood-transfusion-service-center","V2",1
2,4.52,3000,95,"1","blood-transfusion-service-center","V2",1
2,5.81,500,10,"1","blood-transfusion-service-center","V2",1
4,9.75,1500,35,"1","blood-transfusion-service-center","V2",1
2,17.08,2750,88,"1","blood-transfusion-service-center","V2",1
2,-0.78,750,19,"1","blood-transfusion-service-center","V2",1
2,8.73,1250,37,"1","blood-transfusion-service-center","V2",1
2,-1.07,3000,98,"1","blood-transfusion-service-center","V2",1
9,-6.17,1250,19,"1","blood-transfusion-service-center","V2",1
2,4.38,500,11,"1","blood-transfusion-service-center","V2",1
2,-0.85,2250,74,"1","blood-transfusion-service-center","V2",1
5,9.1,3500,86,"1","blood-transfusion-service-center","V2",1
4,2.01,750,16,"1","blood-transfusion-service-center","V2",1
4,7.93,750,16,"1","blood-transfusion-service-center","V2",1
4,-3.68,500,9,"2","blood-transfusion-service-center","V2",1
4,11.29,750,16,"2","blood-transfusion-service-center","V2",1
6,7.18,750,14,"1","blood-transfusion-service-center","V2",1
2,-3.56,500,11,"1","blood-transfusion-service-center","V2",1
2,6.92,500,11,"2","blood-transfusion-service-center","V2",1
2,0.32,500,11,"1","blood-transfusion-service-center","V2",1
2,14.76,1750,58,"2","blood-transfusion-service-center","V2",1
4,0.04,1500,39,"1","blood-transfusion-service-center","V2",1
4,16.05,2750,78,"1","blood-transfusion-service-center","V2",1
2,7.77,250,2,"2","blood-transfusion-service-center","V2",1
2,-12.34,250,2,"1","blood-transfusion-service-center","V2",1
2,1.67,250,2,"1","blood-transfusion-service-center","V2",1
2,8.8,250,2,"1","blood-transfusion-service-center","V2",1
2,-9.31,250,2,"1","blood-transfusion-service-center","V2",1
2,1.1,250,2,"1","blood-transfusion-service-center","V2",1
2,7.32,250,2,"1","blood-transfusion-service-center","V2",1
2,3.15,250,2,"1","blood-transfusion-service-center","V2",1
2,4.06,250,2,"1","blood-transfusion-service-center","V2",1
2,-1.53,250,2,"1","blood-transfusion-service-center","V2",1
2,0.29,250,2,"2","blood-transfusion-service-center","V2",1
2,8.3,250,2,"2","blood-transfusion-service-center","V2",1
2,-2.58,250,2,"2","blood-transfusion-service-center","V2",1
2,0.85,250,2,"1","blood-transfusion-service-center","V2",1
2,2.89,250,2,"1","blood-transfusion-service-center","V2",1
2,5.77,250,2,"1","blood-transfusion-service-center","V2",1
2,2.06,250,2,"1","blood-transfusion-service-center","V2",1
2,8.32,250,2,"1","blood-transfusion-service-center","V2",1
2,4.54,250,2,"1","blood-transfusion-service-center","V2",1
2,2.65,250,2,"1","blood-transfusion-service-center","V2",1
2,-0.8,250,2,"1","blood-transfusion-service-center","V2",1
2,0.91,250,2,"1","blood-transfusion-service-center","V2",1
11,18.69,2500,35,"1","blood-transfusion-service-center","V2",1
11,3.89,1000,16,"2","blood-transfusion-service-center","V2",1
4,11.9,1250,33,"2","blood-transfusion-service-center","V2",1
4,1.93,1500,41,"2","blood-transfusion-service-center","V2",1
2,9.7,750,22,"1","blood-transfusion-service-center","V2",1
4,6.2,1000,26,"2","blood-transfusion-service-center","V2",1
10,11.6,1000,16,"1","blood-transfusion-service-center","V2",1
2,-9.37,1000,35,"1","blood-transfusion-service-center","V2",1
4,9.95,3000,88,"1","blood-transfusion-service-center","V2",1
13,7.93,2000,26,"1","blood-transfusion-service-center","V2",1
11,0.95,2250,33,"1","blood-transfusion-service-center","V2",1
4,2.97,1250,34,"1","blood-transfusion-service-center","V2",1
4,7.47,1000,26,"1","blood-transfusion-service-center","V2",1
8,17.01,3750,77,"1","blood-transfusion-service-center","V2",1
4,-4.71,1250,35,"2","blood-transfusion-service-center","V2",1
4,13.12,1750,52,"1","blood-transfusion-service-center","V2",1
4,0.97,1750,52,"1","blood-transfusion-service-center","V2",1
2,-2.78,1000,35,"1","blood-transfusion-service-center","V2",1
11,13.59,2750,42,"1","blood-transfusion-service-center","V2",1
2,-13.35,500,14,"1","blood-transfusion-service-center","V2",1
2,-2.62,1250,47,"2","blood-transfusion-service-center","V2",1
9,11.49,2000,38,"2","blood-transfusion-service-center","V2",1
4,7.07,1500,47,"1","blood-transfusion-service-center","V2",1
11,7.9,1750,29,"1","blood-transfusion-service-center","V2",1
9,6.1,2250,45,"1","blood-transfusion-service-center","V2",1
4,8.47,1500,52,"1","blood-transfusion-service-center","V2",1
4,9.63,1750,58,"1","blood-transfusion-service-center","V2",1
6,3.21,500,11,"2","blood-transfusion-service-center","V2",1
4,8.74,1750,58,"1","blood-transfusion-service-center","V2",1
11,-3.55,2250,38,"1","blood-transfusion-service-center","V2",1
11,8.75,1500,26,"1","blood-transfusion-service-center","V2",1
2,4.67,500,16,"1","blood-transfusion-service-center","V2",1
2,6.32,1750,76,"1","blood-transfusion-service-center","V2",1
11,10.5,1500,27,"1","blood-transfusion-service-center","V2",1
11,0.16,750,14,"1","blood-transfusion-service-center","V2",1
4,1.98,250,4,"1","blood-transfusion-service-center","V2",1
4,0.05,250,4,"1","blood-transfusion-service-center","V2",1
4,5.73,250,4,"1","blood-transfusion-service-center","V2",1
4,4.81,250,4,"1","blood-transfusion-service-center","V2",1
4,9.06,250,4,"1","blood-transfusion-service-center","V2",1
4,2.57,250,4,"2","blood-transfusion-service-center","V2",1
4,-4.76,250,4,"1","blood-transfusion-service-center","V2",1
4,-2.88,250,4,"1","blood-transfusion-service-center","V2",1
4,-14.03,250,4,"1","blood-transfusion-service-center","V2",1
4,-7.23,250,4,"1","blood-transfusion-service-center","V2",1
4,10.38,250,4,"1","blood-transfusion-service-center","V2",1
4,4.16,250,4,"2","blood-transfusion-service-center","V2",1
4,-7.21,250,4,"2","blood-transfusion-service-center","V2",1
4,1.54,250,4,"1","blood-transfusion-service-center","V2",1
4,1.14,250,4,"2","blood-transfusion-service-center","V2",1
4,-3.06,250,4,"2","blood-transfusion-service-center","V2",1
4,4.15,250,4,"1","blood-transfusion-service-center","V2",1
4,-2.02,750,24,"1","blood-transfusion-service-center","V2",1
4,13.1,250,4,"1","blood-transfusion-service-center","V2",1
4,-0.74,250,4,"1","blood-transfusion-service-center","V2",1
4,1.48,250,4,"1","blood-transfusion-service-center","V2",1
4,2.1,250,4,"2","blood-transfusion-service-center","V2",1
4,-3.81,250,4,"1","blood-transfusion-service-center","V2",1
10,-0.17,2000,39,"1","blood-transfusion-service-center","V2",1
14,-0.55,1750,26,"1","blood-transfusion-service-center","V2",1
8,12.59,2500,63,"1","blood-transfusion-service-center","V2",1
11,2.88,750,15,"1","blood-transfusion-service-center","V2",1
4,-2.24,500,14,"1","blood-transfusion-service-center","V2",1
2,5.63,1000,43,"1","blood-transfusion-service-center","V2",1
8,2.69,2250,58,"1","blood-transfusion-service-center","V2",1
8,1.47,2000,52,"2","blood-transfusion-service-center","V2",1
11,16,5500,98,"1","blood-transfusion-service-center","V2",1
4,-0.81,750,25,"2","blood-transfusion-service-center","V2",1
11,17.02,4250,79,"2","blood-transfusion-service-center","V2",1
9,-1.72,500,11,"1","blood-transfusion-service-center","V2",1
4,2.79,1250,46,"1","blood-transfusion-service-center","V2",1
11,20.63,3000,58,"1","blood-transfusion-service-center","V2",1
7,14.97,3000,86,"1","blood-transfusion-service-center","V2",1
11,-7.99,500,11,"1","blood-transfusion-service-center","V2",1
11,-1.94,500,11,"1","blood-transfusion-service-center","V2",1
11,10.21,500,11,"1","blood-transfusion-service-center","V2",1
2,0.34,1500,75,"1","blood-transfusion-service-center","V2",1
11,4.38,2000,41,"2","blood-transfusion-service-center","V2",1
11,10.91,750,16,"2","blood-transfusion-service-center","V2",1
12,3.81,3250,59,"1","blood-transfusion-service-center","V2",1
2,2.42,750,35,"1","blood-transfusion-service-center","V2",1
16,6.82,2000,28,"1","blood-transfusion-service-center","V2",1
11,-1.91,1750,37,"1","blood-transfusion-service-center","V2",1
4,0.72,750,28,"1","blood-transfusion-service-center","V2",1
12,13.27,3000,58,"1","blood-transfusion-service-center","V2",1
4,7.38,1000,41,"1","blood-transfusion-service-center","V2",1
11,10.69,3500,73,"2","blood-transfusion-service-center","V2",1
2,7.48,500,23,"1","blood-transfusion-service-center","V2",1
