"Wifes_age","Wifes_education","Husbands_education","Number_of_children_ever_born","Wifes_religion","Wifes_now_working","Husbands_occupation","Standard_of_living_index","Media_exposure","class","dataset_name","altered_attribute","noise_level"
24,"2","3",3.34,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.3
45,"1","3",8.98,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.3
43,"2","3",6.25,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.3
42,"3","2",10.34,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.3
36,"3","3",8.02,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.3
19,"4","4",0.05,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.3
38,"2","3",4.18,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.3
21,"3","3",1.86,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.3
27,"2","3",2.91,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.3
45,"1","1",8.32,"1","1","2","2","1","P","cmc","Number_of_children_ever_born",0.3
38,"1","3",2.26,"1","0","3","3","1","P","cmc","Number_of_children_ever_born",0.3
42,"1","4",4.28,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.3
44,"4","4",0.72,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.3
42,"2","4",2.33,"1","0","3","3","0","P","cmc","Number_of_children_ever_born",0.3
38,"3","4",2.1,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.3
26,"2","4",-0.12,"1","1","4","1","0","P","cmc","Number_of_children_ever_born",0.3
48,"1","1",8.15,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.3
39,"2","2",5.74,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.3
37,"2","2",7.05,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.3
39,"2","1",3.52,"1","1","2","1","1","P","cmc","Number_of_children_ever_born",0.3
26,"3","4",0.93,"1","0","4","1","0","P","cmc","Number_of_children_ever_born",0.3
24,"3","4",-0.42,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.3
46,"4","4",0.85,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.3
39,"4","4",1.05,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.3
48,"4","4",6.53,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.3
