"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,0.47,1,1,1,2,2,"monks-problems-2","attr1",0.6
0,0.29,1,1,1,4,1,"monks-problems-2","attr1",0.6
0,0.6,1,1,2,1,1,"monks-problems-2","attr1",0.6
0,0.45,1,1,2,1,2,"monks-problems-2","attr1",0.6
0,0.08,1,1,2,2,1,"monks-problems-2","attr1",0.6
0,0.2,1,1,2,3,1,"monks-problems-2","attr1",0.6
0,1.25,1,1,2,4,1,"monks-problems-2","attr1",0.6
0,0.54,1,1,3,2,1,"monks-problems-2","attr1",0.6
0,1.46,1,1,3,4,1,"monks-problems-2","attr1",0.6
0,0.44,1,2,1,1,1,"monks-problems-2","attr1",0.6
0,1.25,1,2,1,1,2,"monks-problems-2","attr1",0.6
0,0.57,1,2,2,3,1,"monks-problems-2","attr1",0.6
0,1.19,1,2,2,4,1,"monks-problems-2","attr1",0.6
1,0.69,1,2,2,4,2,"monks-problems-2","attr1",0.6
0,0.85,1,2,3,1,2,"monks-problems-2","attr1",0.6
1,0.24,1,2,3,2,2,"monks-problems-2","attr1",0.6
0,0.7,2,1,1,1,2,"monks-problems-2","attr1",0.6
0,1.26,2,1,2,1,2,"monks-problems-2","attr1",0.6
1,0.94,2,1,2,2,2,"monks-problems-2","attr1",0.6
0,1.03,2,1,2,3,1,"monks-problems-2","attr1",0.6
1,1.12,2,1,2,3,2,"monks-problems-2","attr1",0.6
0,0.49,2,1,2,4,1,"monks-problems-2","attr1",0.6
0,1.29,2,1,3,1,1,"monks-problems-2","attr1",0.6
0,0.84,2,1,3,1,2,"monks-problems-2","attr1",0.6
1,0.66,2,1,3,2,2,"monks-problems-2","attr1",0.6
0,1.32,2,1,3,3,1,"monks-problems-2","attr1",0.6
1,0.02,2,1,3,3,2,"monks-problems-2","attr1",0.6
0,0.64,2,1,3,4,1,"monks-problems-2","attr1",0.6
1,1.26,2,1,3,4,2,"monks-problems-2","attr1",0.6
0,1.39,2,2,1,2,1,"monks-problems-2","attr1",0.6
0,1.66,2,2,1,4,1,"monks-problems-2","attr1",0.6
1,0.97,2,2,2,3,1,"monks-problems-2","attr1",0.6
1,1.56,2,2,2,4,1,"monks-problems-2","attr1",0.6
0,1.71,2,2,3,1,1,"monks-problems-2","attr1",0.6
1,1.49,2,2,3,1,2,"monks-problems-2","attr1",0.6
1,1.43,2,2,3,3,1,"monks-problems-2","attr1",0.6
0,0.33,2,2,3,3,2,"monks-problems-2","attr1",0.6
1,1.46,2,2,3,4,1,"monks-problems-2","attr1",0.6
0,0.65,2,2,3,4,2,"monks-problems-2","attr1",0.6
0,1.3,3,1,1,1,2,"monks-problems-2","attr1",0.6
0,0.63,3,1,1,2,2,"monks-problems-2","attr1",0.6
0,1.85,3,1,1,3,1,"monks-problems-2","attr1",0.6
0,1.58,3,1,1,3,2,"monks-problems-2","attr1",0.6
0,1.73,3,1,2,2,1,"monks-problems-2","attr1",0.6
1,0.64,3,1,2,2,2,"monks-problems-2","attr1",0.6
1,1.05,3,1,2,3,2,"monks-problems-2","attr1",0.6
0,0.64,3,1,2,4,1,"monks-problems-2","attr1",0.6
1,0.97,3,1,3,2,2,"monks-problems-2","attr1",0.6
0,1.22,3,1,3,3,1,"monks-problems-2","attr1",0.6
1,0.47,3,1,3,4,2,"monks-problems-2","attr1",0.6
0,0.51,3,2,1,3,1,"monks-problems-2","attr1",0.6
1,1.47,3,2,1,3,2,"monks-problems-2","attr1",0.6
0,1.29,3,2,1,4,1,"monks-problems-2","attr1",0.6
1,0.75,3,2,2,1,2,"monks-problems-2","attr1",0.6
0,1.8,3,2,2,3,2,"monks-problems-2","attr1",0.6
0,1.22,3,2,2,4,2,"monks-problems-2","attr1",0.6
1,1.18,3,2,3,2,1,"monks-problems-2","attr1",0.6
0,1.65,1,1,1,1,1,"monks-problems-2","attr1",0.6
0,1.71,1,1,1,2,2,"monks-problems-2","attr1",0.6
0,2.1,1,1,1,3,1,"monks-problems-2","attr1",0.6
1,2.05,1,1,2,2,2,"monks-problems-2","attr1",0.6
