"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,-0.46,1,1,1,2,2,"monks-problems-2","attr1",0.7
0,1.33,1,1,1,4,1,"monks-problems-2","attr1",0.7
0,1.34,1,1,2,1,1,"monks-problems-2","attr1",0.7
0,1.04,1,1,2,1,2,"monks-problems-2","attr1",0.7
0,0.92,1,1,2,2,1,"monks-problems-2","attr1",0.7
0,1.5,1,1,2,3,1,"monks-problems-2","attr1",0.7
0,0.3,1,1,2,4,1,"monks-problems-2","attr1",0.7
0,0.18,1,1,3,2,1,"monks-problems-2","attr1",0.7
0,0.28,1,1,3,4,1,"monks-problems-2","attr1",0.7
0,0.41,1,2,1,1,1,"monks-problems-2","attr1",0.7
0,0.99,1,2,1,1,2,"monks-problems-2","attr1",0.7
0,0.56,1,2,2,3,1,"monks-problems-2","attr1",0.7
0,0.6,1,2,2,4,1,"monks-problems-2","attr1",0.7
1,0.99,1,2,2,4,2,"monks-problems-2","attr1",0.7
0,1.58,1,2,3,1,2,"monks-problems-2","attr1",0.7
1,0.5,1,2,3,2,2,"monks-problems-2","attr1",0.7
0,0.24,2,1,1,1,2,"monks-problems-2","attr1",0.7
0,0.83,2,1,2,1,2,"monks-problems-2","attr1",0.7
1,1.09,2,1,2,2,2,"monks-problems-2","attr1",0.7
0,0.85,2,1,2,3,1,"monks-problems-2","attr1",0.7
1,0.75,2,1,2,3,2,"monks-problems-2","attr1",0.7
0,0.68,2,1,2,4,1,"monks-problems-2","attr1",0.7
0,1.64,2,1,3,1,1,"monks-problems-2","attr1",0.7
0,0.39,2,1,3,1,2,"monks-problems-2","attr1",0.7
1,-0.3,2,1,3,2,2,"monks-problems-2","attr1",0.7
0,1.38,2,1,3,3,1,"monks-problems-2","attr1",0.7
1,0.94,2,1,3,3,2,"monks-problems-2","attr1",0.7
0,0.75,2,1,3,4,1,"monks-problems-2","attr1",0.7
1,1.97,2,1,3,4,2,"monks-problems-2","attr1",0.7
0,0.11,2,2,1,2,1,"monks-problems-2","attr1",0.7
0,1.55,2,2,1,4,1,"monks-problems-2","attr1",0.7
1,0.91,2,2,2,3,1,"monks-problems-2","attr1",0.7
1,0.91,2,2,2,4,1,"monks-problems-2","attr1",0.7
0,0.43,2,2,3,1,1,"monks-problems-2","attr1",0.7
1,1.09,2,2,3,1,2,"monks-problems-2","attr1",0.7
1,0.18,2,2,3,3,1,"monks-problems-2","attr1",0.7
0,0.94,2,2,3,3,2,"monks-problems-2","attr1",0.7
1,1.92,2,2,3,4,1,"monks-problems-2","attr1",0.7
0,0.2,2,2,3,4,2,"monks-problems-2","attr1",0.7
0,0.84,3,1,1,1,2,"monks-problems-2","attr1",0.7
0,0.31,3,1,1,2,2,"monks-problems-2","attr1",0.7
0,1.69,3,1,1,3,1,"monks-problems-2","attr1",0.7
0,1.4,3,1,1,3,2,"monks-problems-2","attr1",0.7
0,2.12,3,1,2,2,1,"monks-problems-2","attr1",0.7
1,-0.04,3,1,2,2,2,"monks-problems-2","attr1",0.7
1,0.69,3,1,2,3,2,"monks-problems-2","attr1",0.7
0,1.39,3,1,2,4,1,"monks-problems-2","attr1",0.7
1,1.8,3,1,3,2,2,"monks-problems-2","attr1",0.7
0,0.91,3,1,3,3,1,"monks-problems-2","attr1",0.7
1,0.35,3,1,3,4,2,"monks-problems-2","attr1",0.7
0,-0.03,3,2,1,3,1,"monks-problems-2","attr1",0.7
1,1.48,3,2,1,3,2,"monks-problems-2","attr1",0.7
0,2.52,3,2,1,4,1,"monks-problems-2","attr1",0.7
1,1.59,3,2,2,1,2,"monks-problems-2","attr1",0.7
0,1.44,3,2,2,3,2,"monks-problems-2","attr1",0.7
0,1.49,3,2,2,4,2,"monks-problems-2","attr1",0.7
1,0.9,3,2,3,2,1,"monks-problems-2","attr1",0.7
0,1.88,1,1,1,1,1,"monks-problems-2","attr1",0.7
0,1.93,1,1,1,2,2,"monks-problems-2","attr1",0.7
0,1.56,1,1,1,3,1,"monks-problems-2","attr1",0.7
1,1.69,1,1,2,2,2,"monks-problems-2","attr1",0.7
0,2.21,1,1,3,1,2,"monks-problems-2","attr1",0.7
1,1.35,1,1,3,2,2,"monks-problems-2","attr1",0.7
1,1.8,1,1,3,3,2,"monks-problems-2","attr1",0.7
0,2.23,1,1,3,4,1,"monks-problems-2","attr1",0.7
0,1.34,1,2,1,1,1,"monks-problems-2","attr1",0.7
1,2.05,1,2,1,2,2,"monks-problems-2","attr1",0.7
0,2.51,1,2,1,4,1,"monks-problems-2","attr1",0.7
1,1.53,1,2,2,2,1,"monks-problems-2","attr1",0.7
0,3.27,1,2,2,4,2,"monks-problems-2","attr1",0.7
0,1.93,1,2,3,1,1,"monks-problems-2","attr1",0.7
1,2.41,1,2,3,1,2,"monks-problems-2","attr1",0.7
0,1.98,1,2,3,2,2,"monks-problems-2","attr1",0.7
0,2.32,1,2,3,3,2,"monks-problems-2","attr1",0.7
0,0.56,1,2,3,4,2,"monks-problems-2","attr1",0.7
0,2.05,2,1,1,3,1,"monks-problems-2","attr1",0.7
1,2.22,2,1,1,4,2,"monks-problems-2","attr1",0.7
0,1.91,2,1,2,1,1,"monks-problems-2","attr1",0.7
1,2.06,2,1,2,3,1,"monks-problems-2","attr1",0.7
1,2.12,2,1,3,3,1,"monks-problems-2","attr1",0.7
0,2.86,2,1,3,3,2,"monks-problems-2","attr1",0.7
1,1.68,2,1,3,4,1,"monks-problems-2","attr1",0.7
0,2.08,2,2,1,1,1,"monks-problems-2","attr1",0.7
0,1.92,2,2,1,2,2,"monks-problems-2","attr1",0.7
0,1.95,2,2,1,3,2,"monks-problems-2","attr1",0.7
1,1.79,2,2,1,4,1,"monks-problems-2","attr1",0.7
0,1.67,2,2,1,4,2,"monks-problems-2","attr1",0.7
1,2.69,2,2,2,1,1,"monks-problems-2","attr1",0.7
0,2.25,2,2,2,2,2,"monks-problems-2","attr1",0.7
0,2.18,2,2,2,3,1,"monks-problems-2","attr1",0.7
1,2.08,2,2,3,1,1,"monks-problems-2","attr1",0.7
0,2.95,2,2,3,2,1,"monks-problems-2","attr1",0.7
0,1.23,2,2,3,2,2,"monks-problems-2","attr1",0.7
0,1.27,2,2,3,4,2,"monks-problems-2","attr1",0.7
0,2.75,3,1,1,1,1,"monks-problems-2","attr1",0.7
0,1.7,3,1,1,1,2,"monks-problems-2","attr1",0.7
1,2.19,3,1,1,3,2,"monks-problems-2","attr1",0.7
0,2.4,3,1,2,1,1,"monks-problems-2","attr1",0.7
1,1.81,3,1,2,3,1,"monks-problems-2","attr1",0.7
