"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1.33,1,1,2,2,"monks-problems-2","attr2",0.6
0,1,1.43,1,1,4,1,"monks-problems-2","attr2",0.6
0,1,0.72,1,2,1,1,"monks-problems-2","attr2",0.6
0,1,0.72,1,2,1,2,"monks-problems-2","attr2",0.6
0,1,0.75,1,2,2,1,"monks-problems-2","attr2",0.6
0,1,0.73,1,2,3,1,"monks-problems-2","attr2",0.6
0,1,0.61,1,2,4,1,"monks-problems-2","attr2",0.6
0,1,1.47,1,3,2,1,"monks-problems-2","attr2",0.6
0,1,0.48,1,3,4,1,"monks-problems-2","attr2",0.6
0,1,1.39,2,1,1,1,"monks-problems-2","attr2",0.6
0,1,0.17,2,1,1,2,"monks-problems-2","attr2",0.6
0,1,1.56,2,2,3,1,"monks-problems-2","attr2",0.6
0,1,1.09,2,2,4,1,"monks-problems-2","attr2",0.6
1,1,0.99,2,2,4,2,"monks-problems-2","attr2",0.6
0,1,1.85,2,3,1,2,"monks-problems-2","attr2",0.6
1,1,1.17,2,3,2,2,"monks-problems-2","attr2",0.6
0,1,1.34,1,1,1,2,"monks-problems-2","attr2",0.6
0,1,2.89,1,2,1,2,"monks-problems-2","attr2",0.6
1,1,1.03,1,2,2,2,"monks-problems-2","attr2",0.6
0,1,1.81,1,2,3,1,"monks-problems-2","attr2",0.6
1,1,1.03,1,2,3,2,"monks-problems-2","attr2",0.6
0,1,1.85,1,2,4,1,"monks-problems-2","attr2",0.6
0,1,2.48,1,3,1,1,"monks-problems-2","attr2",0.6
0,1,3.01,1,3,1,2,"monks-problems-2","attr2",0.6
1,1,2.02,1,3,2,2,"monks-problems-2","attr2",0.6
0,1,1.47,1,3,3,1,"monks-problems-2","attr2",0.6
1,1,1.39,1,3,3,2,"monks-problems-2","attr2",0.6
0,1,1.38,1,3,4,1,"monks-problems-2","attr2",0.6
1,1,2.11,1,3,4,2,"monks-problems-2","attr2",0.6
0,1,2.18,2,1,2,1,"monks-problems-2","attr2",0.6
0,1,1.95,2,1,4,1,"monks-problems-2","attr2",0.6
1,1,2.14,2,2,3,1,"monks-problems-2","attr2",0.6
1,1,1.84,2,2,4,1,"monks-problems-2","attr2",0.6
0,1,1.52,2,3,1,1,"monks-problems-2","attr2",0.6
1,1,2.12,2,3,1,2,"monks-problems-2","attr2",0.6
1,1,1.5,2,3,3,1,"monks-problems-2","attr2",0.6
0,1,2.17,2,3,3,2,"monks-problems-2","attr2",0.6
1,1,1.91,2,3,4,1,"monks-problems-2","attr2",0.6
0,1,2.14,2,3,4,2,"monks-problems-2","attr2",0.6
0,1,2.74,1,1,1,2,"monks-problems-2","attr2",0.6
0,1,2.78,1,1,2,2,"monks-problems-2","attr2",0.6
0,1,3.26,1,1,3,1,"monks-problems-2","attr2",0.6
0,1,2.98,1,1,3,2,"monks-problems-2","attr2",0.6
0,1,3.42,1,2,2,1,"monks-problems-2","attr2",0.6
1,1,2.76,1,2,2,2,"monks-problems-2","attr2",0.6
1,1,3.04,1,2,3,2,"monks-problems-2","attr2",0.6
0,1,2.72,1,2,4,1,"monks-problems-2","attr2",0.6
1,1,3.38,1,3,2,2,"monks-problems-2","attr2",0.6
0,1,2.77,1,3,3,1,"monks-problems-2","attr2",0.6
1,1,3.56,1,3,4,2,"monks-problems-2","attr2",0.6
0,1,2.33,2,1,3,1,"monks-problems-2","attr2",0.6
1,1,1.75,2,1,3,2,"monks-problems-2","attr2",0.6
0,1,3.16,2,1,4,1,"monks-problems-2","attr2",0.6
1,1,2.53,2,2,1,2,"monks-problems-2","attr2",0.6
