"Wifes_age","Wifes_education","Husbands_education","Number_of_children_ever_born","Wifes_religion","Wifes_now_working","Husbands_occupation","Standard_of_living_index","Media_exposure","class","dataset_name","altered_attribute","noise_level"
27.88,"2","3",3,"1","1","2","3","0","P","cmc","Wifes_age",0.3
46.44,"1","3",10,"1","1","3","4","0","P","cmc","Wifes_age",0.3
45.3,"2","3",7,"1","1","3","4","0","P","cmc","Wifes_age",0.3
38.64,"3","2",9,"1","1","3","3","0","P","cmc","Wifes_age",0.3
36.25,"3","3",8,"1","1","3","2","0","P","cmc","Wifes_age",0.3
17.89,"4","4",0,"1","1","3","3","0","P","cmc","Wifes_age",0.3
39.95,"2","3",6,"1","1","3","2","0","P","cmc","Wifes_age",0.3
21.35,"3","3",1,"1","0","3","2","0","P","cmc","Wifes_age",0.3
29.25,"2","3",3,"1","1","3","4","0","P","cmc","Wifes_age",0.3
46.26,"1","1",8,"1","1","2","2","1","P","cmc","Wifes_age",0.3
36.2,"1","3",2,"1","0","3","3","1","P","cmc","Wifes_age",0.3
42.31,"1","4",4,"1","1","1","3","0","P","cmc","Wifes_age",0.3
47.27,"4","4",1,"1","0","1","4","0","P","cmc","Wifes_age",0.3
41.47,"2","4",1,"1","0","3","3","0","P","cmc","Wifes_age",0.3
36.26,"3","4",2,"1","1","2","3","0","P","cmc","Wifes_age",0.3
27.36,"2","4",0,"1","1","4","1","0","P","cmc","Wifes_age",0.3
46.16,"1","1",7,"1","1","2","4","0","P","cmc","Wifes_age",0.3
39.72,"2","2",6,"1","1","2","4","0","P","cmc","Wifes_age",0.3
31.14,"2","2",8,"1","1","2","3","0","P","cmc","Wifes_age",0.3
41.98,"2","1",5,"1","1","2","1","1","P","cmc","Wifes_age",0.3
26.36,"3","4",1,"1","0","4","1","0","P","cmc","Wifes_age",0.3
22.76,"3","4",0,"1","0","3","1","0","P","cmc","Wifes_age",0.3
46.76,"4","4",1,"0","1","1","4","0","P","cmc","Wifes_age",0.3
40.03,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.3
48.56,"4","4",5,"1","1","1","4","0","P","cmc","Wifes_age",0.3
