"GLCM_Pan","Mean_G","Mean_R","Mean_NIR","SD_Plan","class","dataset_name","altered_attribute","noise_level"
120.362774,205.5,112.84,416.581395,20.676318,"2","wilt","Mean_R",1
124.739583,202.8,159.17,354.333333,16.707151,"2","wilt","Mean_R",1
134.691964,199.285714,138.79,477.857143,22.496712,"2","wilt","Mean_R",1
127.946309,178.368421,125.37,278.473684,14.977453,"2","wilt","Mean_R",1
135.431548,197,51.43,532.952381,17.604193,"2","wilt","Mean_R",1
118.347962,226.15,10.4,608.9,29.072797,"2","wilt","Mean_R",1
135.436282,184.5,84.7,309.190476,13.055264,"2","wilt","Mean_R",1
121.169643,226,149.02,595.571429,22.808542,"2","wilt","Mean_R",1
131.127161,232.784314,245.22,563.843137,11.948563,"2","wilt","Mean_R",1
134.498092,210.212121,134.98,594.848485,27.937685,"2","wilt","Mean_R",1
131.164773,206.681818,79.66,483.045455,22.903544,"2","wilt","Mean_R",1
136.09596,201.4,148.9,444.6,16.553622,"2","wilt","Mean_R",1
122.631902,230.560976,214.19,473.707317,24.521889,"2","wilt","Mean_R",1
113.65618,213.107143,183.39,480.857143,29.237766,"2","wilt","Mean_R",1
133.894198,191.621622,106.73,419.513514,17.489139,"2","wilt","Mean_R",1
131.111498,213.666667,59.54,537.888889,19.434819,"2","wilt","Mean_R",1
127.835697,201.358491,158.98,372.132076,23.929111,"2","wilt","Mean_R",1
121.61126,199.744681,186.85,338.12766,15.019107,"2","wilt","Mean_R",1
106.242105,221.75,69.68,381.166667,18.903263,"2","wilt","Mean_R",1
147.771127,220.111111,124.56,479.166667,23.337037,"2","wilt","Mean_R",1
135.823938,192.232877,23.7,332.424658,12.805692,"2","wilt","Mean_R",1
134.958974,226.673469,148.44,435.959184,17.606107,"2","wilt","Mean_R",1
128.531408,188.984,51.43,296.616,16.932495,"2","wilt","Mean_R",1
143.528736,170.363636,64.08,400,10.832306,"2","wilt","Mean_R",1
141.109375,164.625,125.54,242.5,6.753471,"2","wilt","Mean_R",1
140.02603,189.896552,144.06,561.310345,23.83759,"2","wilt","Mean_R",1
132.58773,222.392157,217.9,579.215686,19.832652,"2","wilt","Mean_R",1
121.757895,174,165.84,217.777778,14.055446,"2","wilt","Mean_R",1
135.677165,199.75,95.92,453.333333,16.185073,"2","wilt","Mean_R",1
119.457404,180.741936,154.07,227.774194,12.293254,"2","wilt","Mean_R",1
124.591944,179.416667,134.9,208.083333,20.352602,"2","wilt","Mean_R",1
126.527972,178.777778,165.46,359.777778,11.080513,"2","wilt","Mean_R",1
135.024485,190.877551,145.43,270.653061,14.329932,"2","wilt","Mean_R",1
142.56579,183.416667,129.21,240.263889,11.29866,"2","wilt","Mean_R",1
124.611009,180.826087,89.47,242.608696,9.803702,"2","wilt","Mean_R",1
130.84965,175.333333,-6.77,342.277778,21.171678,"2","wilt","Mean_R",1
133.854167,166.407407,111.2,254.37037,14.175076,"2","wilt","Mean_R",1
119.714558,231.833333,148.1,591.015152,25.385987,"2","wilt","Mean_R",1
123.278545,218.26,115.14,600.22,29.894943,"2","wilt","Mean_R",1
117.639292,215.564103,203.61,504.076923,22.19423,"2","wilt","Mean_R",1
138.512724,202.044776,130,445.925373,20.084939,"2","wilt","Mean_R",1
118.578324,198.567568,155.27,429.135135,33.420971,"2","wilt","Mean_R",1
134.064037,183.463636,146.8,236.681818,18.00373,"2","wilt","Mean_R",1
117.650655,236.486111,143.87,541.541667,18.511821,"2","wilt","Mean_R",1
135.284257,234.651163,142.54,587,22.066888,"2","wilt","Mean_R",1
123.302428,207.754386,10.33,436.087719,18.284456,"2","wilt","Mean_R",1
128.096093,199.2,101.43,403.333333,21.405892,"2","wilt","Mean_R",1
119.635551,200.651786,211.59,312.517857,21.871778,"2","wilt","Mean_R",1
119.506522,224.241379,141.03,592.241379,27.410822,"2","wilt","Mean_R",1
132.279558,213.508772,123.3,503.631579,26.666932,"2","wilt","Mean_R",1
123.752283,222.018182,67.92,510.036364,21.587217,"2","wilt","Mean_R",1
123.997297,221.671429,141.76,493.414286,24.439196,"2","wilt","Mean_R",1
130.010502,184.87037,88.5,319.777778,21.732253,"2","wilt","Mean_R",1
122.797834,202.342857,-25.23,322.285714,15.835378,"2","wilt","Mean_R",1
132.404776,201.305556,193.46,373.805556,23.220295,"2","wilt","Mean_R",1
127.80718,202.711957,203.2,415.804348,27.258971,"2","wilt","Mean_R",1
122.15942,195.15,153.5,323.975,28.948097,"2","wilt","Mean_R",1
126.432185,206.422908,210.16,403.061674,23.368589,"2","wilt","Mean_R",1
128.368754,211.354497,193.15,411.301587,24.842135,"2","wilt","Mean_R",1
126.739726,203.391304,130.64,390.817391,20.635785,"2","wilt","Mean_R",1
128.581136,200.870968,94.59,436.556452,24.033568,"2","wilt","Mean_R",1
136.359435,210.30581,99.66,462.568807,21.609575,"2","wilt","Mean_R",1
128.97306,202.625,109.42,427.49537,21.303533,"2","wilt","Mean_R",1
131.599825,209.560185,78.86,566.009259,36.442122,"2","wilt","Mean_R",1
122.665428,218.267717,129.54,498.633858,26.649676,"2","wilt","Mean_R",1
132.455492,198.865672,111.03,323.059702,18.657719,"2","wilt","Mean_R",1
129.20801,188.688679,96.35,327.716981,19.005395,"2","wilt","Mean_R",1
124.590466,197.325203,125.12,398.853659,18.675637,"2","wilt","Mean_R",1
129.360137,207.261905,93.85,464.72449,26.64041,"2","wilt","Mean_R",1
141.57423,199.244444,190.11,364.177778,15.219286,"2","wilt","Mean_R",1
127.218812,190.314961,-47.08,383.393701,19.666454,"2","wilt","Mean_R",1
118.122585,217.894118,35.9,443.111765,18.376031,"2","wilt","Mean_R",1
138.614314,213.603175,86.19,421,18.304925,"2","wilt","Mean_R",1
134.301502,210.6,52.91,436.190476,21.034099,"2","wilt","Mean_R",1
142.867713,228.678571,105.01,674.964286,32.399531,"1","wilt","Mean_R",1
143.497283,211.608696,115.54,612.347826,29.530094,"1","wilt","Mean_R",1
135.725,238.916667,129.34,741.270833,20.841071,"1","wilt","Mean_R",1
112.824561,236.92,-29.28,705.84,22.670651,"1","wilt","Mean_R",1
111.207547,233.1,174.38,729.775,23.673812,"1","wilt","Mean_R",1
124.955163,226.695652,99.45,686.434783,27.8711,"1","wilt","Mean_R",1
115.849866,235.893617,206.1,757.212766,19.601577,"1","wilt","Mean_R",1
124.970238,218.095238,72.52,595.857143,40.781037,"1","wilt","Mean_R",1
130.711775,169.526738,135.28,187.684492,8.875741,"1","wilt","Mean_R",1
113.465116,244.259259,61.72,735.518519,34.575418,"1","wilt","Mean_R",1
130.118358,230.230769,134.62,689.346154,16.023282,"1","wilt","Mean_R",1
120.413907,216.31579,92.45,617.31579,29.403865,"1","wilt","Mean_R",1
127.223214,219.428571,197.82,588.857143,17.274495,"1","wilt","Mean_R",1
128.945313,196,86.68,437,27.335874,"1","wilt","Mean_R",1
133.359375,166,155.89,247,14.101751,"1","wilt","Mean_R",1
127.395833,200.333333,118.71,486.166667,26.023494,"1","wilt","Mean_R",1
137.922594,231.333333,42.77,641.866667,40.490932,"1","wilt","Mean_R",1
105.1,206.8,76.1,564.2,21.303521,"1","wilt","Mean_R",1
132.386555,203.733333,178.3,531.866667,53.596849,"1","wilt","Mean_R",1
107.576923,213.307692,79.21,514.153846,45.348225,"1","wilt","Mean_R",1
127.765766,187,126.86,310.142857,15.443941,"1","wilt","Mean_R",1
124.018476,170.927273,68.19,217.836364,13.337253,"1","wilt","Mean_R",1
