"Wifes_age","Wifes_education","Husbands_education","Number_of_children_ever_born","Wifes_religion","Wifes_now_working","Husbands_occupation","Standard_of_living_index","Media_exposure","class","dataset_name","altered_attribute","noise_level"
37.65,"2","3",3,"1","1","2","3","0","P","cmc","Wifes_age",0.7
39.3,"1","3",10,"1","1","3","4","0","P","cmc","Wifes_age",0.7
45.94,"2","3",7,"1","1","3","4","0","P","cmc","Wifes_age",0.7
43.04,"3","2",9,"1","1","3","3","0","P","cmc","Wifes_age",0.7
43.01,"3","3",8,"1","1","3","2","0","P","cmc","Wifes_age",0.7
16.43,"4","4",0,"1","1","3","3","0","P","cmc","Wifes_age",0.7
29.67,"2","3",6,"1","1","3","2","0","P","cmc","Wifes_age",0.7
31.52,"3","3",1,"1","0","3","2","0","P","cmc","Wifes_age",0.7
31.39,"2","3",3,"1","1","3","4","0","P","cmc","Wifes_age",0.7
39.89,"1","1",8,"1","1","2","2","1","P","cmc","Wifes_age",0.7
41.25,"1","3",2,"1","0","3","3","1","P","cmc","Wifes_age",0.7
38.3,"1","4",4,"1","1","1","3","0","P","cmc","Wifes_age",0.7
50.22,"4","4",1,"1","0","1","4","0","P","cmc","Wifes_age",0.7
39.16,"2","4",1,"1","0","3","3","0","P","cmc","Wifes_age",0.7
32.26,"3","4",2,"1","1","2","3","0","P","cmc","Wifes_age",0.7
30.72,"2","4",0,"1","1","4","1","0","P","cmc","Wifes_age",0.7
44.83,"1","1",7,"1","1","2","4","0","P","cmc","Wifes_age",0.7
45.51,"2","2",6,"1","1","2","4","0","P","cmc","Wifes_age",0.7
39.58,"2","2",8,"1","1","2","3","0","P","cmc","Wifes_age",0.7
45.73,"2","1",5,"1","1","2","1","1","P","cmc","Wifes_age",0.7
24.91,"3","4",1,"1","0","4","1","0","P","cmc","Wifes_age",0.7
18.48,"3","4",0,"1","0","3","1","0","P","cmc","Wifes_age",0.7
41.91,"4","4",1,"0","1","1","4","0","P","cmc","Wifes_age",0.7
35.88,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.7
36.56,"4","4",5,"1","1","1","4","0","P","cmc","Wifes_age",0.7
37.46,"2","4",8,"1","1","3","3","0","P","cmc","Wifes_age",0.7
37.44,"4","4",1,"1","0","1","4","0","P","cmc","Wifes_age",0.7
30.08,"4","4",0,"1","0","1","4","0","P","cmc","Wifes_age",0.7
21.73,"4","4",0,"1","0","2","2","0","P","cmc","Wifes_age",0.7
43.4,"1","2",8,"1","1","2","4","0","P","cmc","Wifes_age",0.7
28.19,"3","4",2,"1","1","1","4","0","P","cmc","Wifes_age",0.7
38.57,"4","4",2,"1","1","3","2","0","P","cmc","Wifes_age",0.7
34.39,"2","4",0,"1","0","1","2","0","P","cmc","Wifes_age",0.7
27.87,"2","2",2,"1","1","3","1","0","P","cmc","Wifes_age",0.7
19.83,"2","3",1,"1","1","3","3","0","P","cmc","Wifes_age",0.7
44.11,"1","3",9,"1","1","3","2","1","P","cmc","Wifes_age",0.7
44.76,"1","2",8,"1","0","3","1","0","P","cmc","Wifes_age",0.7
23.99,"3","3",4,"1","1","3","2","0","P","cmc","Wifes_age",0.7
46.4,"2","2",3,"1","1","3","4","0","P","cmc","Wifes_age",0.7
31.51,"2","2",1,"1","1","2","4","0","P","cmc","Wifes_age",0.7
23.07,"1","1",3,"1","1","3","1","0","P","cmc","Wifes_age",0.7
50.33,"2","3",0,"1","0","1","3","0","P","cmc","Wifes_age",0.7
45.37,"2","4",2,"1","1","1","3","0","P","cmc","Wifes_age",0.7
47.06,"4","4",2,"0","1","1","4","0","P","cmc","Wifes_age",0.7
12.36,"2","2",1,"1","1","3","2","0","P","cmc","Wifes_age",0.7
19.26,"1","4",1,"1","1","2","1","0","P","cmc","Wifes_age",0.7
33.38,"4","4",2,"1","1","2","3","0","P","cmc","Wifes_age",0.7
35.81,"4","4",0,"1","1","2","4","0","P","cmc","Wifes_age",0.7
20.73,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.7
33.72,"4","4",0,"1","0","1","4","0","P","cmc","Wifes_age",0.7
32.26,"4","4",0,"1","0","1","4","0","P","cmc","Wifes_age",0.7
40.31,"4","4",7,"0","1","2","4","0","P","cmc","Wifes_age",0.7
50.64,"3","4",8,"1","1","3","3","0","P","cmc","Wifes_age",0.7
39.46,"4","4",1,"0","0","2","3","0","P","cmc","Wifes_age",0.7
27.01,"2","4",5,"1","1","2","3","0","P","cmc","Wifes_age",0.7
18.62,"2","2",2,"1","1","2","2","1","P","cmc","Wifes_age",0.7
41.85,"4","4",5,"1","0","1","4","0","P","cmc","Wifes_age",0.7
39.4,"3","4",7,"1","1","2","1","0","P","cmc","Wifes_age",0.7
25.22,"2","3",0,"1","1","3","4","0","P","cmc","Wifes_age",0.7
63.85,"4","4",6,"1","1","1","2","0","P","cmc","Wifes_age",0.7
33.18,"3","3",10,"1","1","3","3","0","P","cmc","Wifes_age",0.7
18.88,"2","3",1,"1","1","2","3","0","P","cmc","Wifes_age",0.7
46.98,"1","2",2,"1","0","1","3","0","P","cmc","Wifes_age",0.7
18.53,"2","3",1,"1","1","2","1","0","P","cmc","Wifes_age",0.7
32.66,"2","4",1,"1","0","1","3","0","P","cmc","Wifes_age",0.7
28.15,"2","4",1,"1","1","3","1","0","P","cmc","Wifes_age",0.7
41.44,"4","2",8,"1","1","3","3","0","P","cmc","Wifes_age",0.7
29.82,"2","3",3,"1","1","3","1","0","P","cmc","Wifes_age",0.7
21.03,"3","4",2,"1","1","3","4","0","P","cmc","Wifes_age",0.7
15.5,"4","4",1,"1","0","3","3","0","P","cmc","Wifes_age",0.7
50.88,"2","3",4,"1","1","2","3","0","P","cmc","Wifes_age",0.7
51.45,"2","3",8,"1","1","1","4","0","P","cmc","Wifes_age",0.7
31.75,"2","3",1,"1","1","1","1","0","P","cmc","Wifes_age",0.7
29.97,"2","3",1,"1","1","1","2","0","P","cmc","Wifes_age",0.7
16.25,"3","4",0,"1","1","2","3","0","P","cmc","Wifes_age",0.7
2.47,"3","4",1,"1","1","2","3","0","P","cmc","Wifes_age",0.7
23.5,"4","4",0,"1","0","2","4","0","P","cmc","Wifes_age",0.7
44.42,"3","4",3,"1","1","1","4","0","P","cmc","Wifes_age",0.7
27.08,"2","3",2,"1","1","3","2","0","P","cmc","Wifes_age",0.7
46.14,"4","4",1,"1","0","1","4","0","P","cmc","Wifes_age",0.7
22.33,"4","4",0,"0","1","1","4","0","P","cmc","Wifes_age",0.7
49.56,"4","4",6,"0","0","1","4","0","P","cmc","Wifes_age",0.7
27.66,"2","4",1,"1","0","4","4","0","P","cmc","Wifes_age",0.7
36.07,"4","4",0,"0","0","1","4","0","P","cmc","Wifes_age",0.7
34.79,"4","4",2,"1","1","1","4","0","P","cmc","Wifes_age",0.7
14.91,"4","4",2,"1","1","1","4","0","P","cmc","Wifes_age",0.7
26.73,"4","4",1,"1","1","1","3","0","P","cmc","Wifes_age",0.7
36.1,"4","4",3,"0","1","1","4","0","P","cmc","Wifes_age",0.7
24.75,"2","4",4,"1","1","1","4","0","P","cmc","Wifes_age",0.7
22.6,"2","2",3,"1","0","2","1","0","P","cmc","Wifes_age",0.7
25.73,"2","3",0,"1","1","2","1","0","P","cmc","Wifes_age",0.7
45.78,"2","4",6,"1","1","1","4","0","P","cmc","Wifes_age",0.7
19.23,"2","2",3,"1","1","2","1","0","P","cmc","Wifes_age",0.7
42.7,"2","2",1,"1","0","3","2","0","P","cmc","Wifes_age",0.7
50.09,"1","2",3,"1","1","1","3","0","P","cmc","Wifes_age",0.7
34.18,"1","3",10,"1","1","2","3","1","P","cmc","Wifes_age",0.7
40.81,"2","3",1,"1","0","2","3","0","P","cmc","Wifes_age",0.7
29.03,"4","4",5,"1","1","2","1","0","P","cmc","Wifes_age",0.7
10.15,"2","2",3,"1","1","3","1","0","P","cmc","Wifes_age",0.7
26.01,"2","3",5,"1","1","2","1","0","P","cmc","Wifes_age",0.7
18.4,"1","2",4,"1","1","3","1","1","P","cmc","Wifes_age",0.7
15.74,"2","3",0,"1","0","2","2","0","P","cmc","Wifes_age",0.7
29.83,"2","4",3,"1","0","3","2","0","P","cmc","Wifes_age",0.7
23.41,"4","3",4,"1","1","2","3","0","P","cmc","Wifes_age",0.7
26.8,"2","4",2,"1","1","3","3","0","P","cmc","Wifes_age",0.7
51.18,"3","3",3,"1","1","3","2","0","P","cmc","Wifes_age",0.7
28.62,"4","4",0,"1","1","1","1","0","P","cmc","Wifes_age",0.7
37.89,"3","4",4,"1","0","1","3","0","P","cmc","Wifes_age",0.7
22.78,"2","3",2,"1","1","3","1","0","P","cmc","Wifes_age",0.7
29.07,"2","3",3,"1","1","3","1","0","P","cmc","Wifes_age",0.7
52.91,"4","4",1,"1","0","3","3","0","P","cmc","Wifes_age",0.7
30.86,"3","3",7,"1","0","2","3","0","P","cmc","Wifes_age",0.7
31.44,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.7
34.51,"2","2",4,"1","1","3","3","0","P","cmc","Wifes_age",0.7
6.59,"3","4",0,"1","1","1","3","0","P","cmc","Wifes_age",0.7
27.03,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.7
37.73,"4","4",3,"0","0","3","3","0","P","cmc","Wifes_age",0.7
48.96,"3","4",1,"1","1","1","3","0","P","cmc","Wifes_age",0.7
58.13,"4","3",5,"1","1","2","3","0","P","cmc","Wifes_age",0.7
27.37,"2","3",2,"1","1","3","3","0","P","cmc","Wifes_age",0.7
31.7,"1","2",1,"1","1","2","4","1","P","cmc","Wifes_age",0.7
41.04,"2","3",5,"1","1","2","3","0","P","cmc","Wifes_age",0.7
25.43,"3","4",2,"1","1","3","3","0","P","cmc","Wifes_age",0.7
20.04,"2","3",1,"0","1","3","2","0","P","cmc","Wifes_age",0.7
45.81,"2","1",3,"1","0","3","2","0","P","cmc","Wifes_age",0.7
29.35,"3","4",2,"1","1","1","2","1","P","cmc","Wifes_age",0.7
42.26,"4","4",1,"1","1","1","3","0","P","cmc","Wifes_age",0.7
37.16,"2","3",2,"1","1","3","2","1","P","cmc","Wifes_age",0.7
46.59,"1","3",2,"1","0","2","2","1","P","cmc","Wifes_age",0.7
25.48,"3","4",0,"1","1","1","3","0","P","cmc","Wifes_age",0.7
52.21,"3","4",3,"1","1","3","1","0","P","cmc","Wifes_age",0.7
35.54,"4","4",0,"0","0","1","3","0","P","cmc","Wifes_age",0.7
45.2,"1","2",8,"1","1","3","1","0","P","cmc","Wifes_age",0.7
23.14,"3","4",1,"1","1","3","1","1","P","cmc","Wifes_age",0.7
26.75,"4","4",1,"1","1","1","3","0","P","cmc","Wifes_age",0.7
32.33,"3","3",3,"1","0","2","4","0","P","cmc","Wifes_age",0.7
21.47,"4","4",2,"1","1","3","3","0","P","cmc","Wifes_age",0.7
24.38,"3","3",2,"1","1","2","2","0","P","cmc","Wifes_age",0.7
24.76,"4","4",2,"0","1","3","1","0","P","cmc","Wifes_age",0.7
18.26,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.7
26.52,"4","4",2,"1","1","1","3","0","P","cmc","Wifes_age",0.7
34.19,"4","4",0,"0","0","3","3","0","P","cmc","Wifes_age",0.7
56.55,"4","4",1,"1","0","1","3","0","P","cmc","Wifes_age",0.7
34.33,"4","4",2,"0","1","3","3","0","P","cmc","Wifes_age",0.7
17.77,"2","4",2,"1","1","3","4","0","P","cmc","Wifes_age",0.7
32.41,"4","4",3,"1","1","1","4","0","P","cmc","Wifes_age",0.7
47.34,"4","4",4,"1","1","2","3","0","P","cmc","Wifes_age",0.7
42.88,"4","4",2,"1","1","1","4","0","P","cmc","Wifes_age",0.7
25.27,"4","4",1,"1","0","1","3","0","P","cmc","Wifes_age",0.7
44.32,"4","4",5,"1","1","1","4","0","P","cmc","Wifes_age",0.7
41.6,"4","4",3,"1","1","2","4","0","P","cmc","Wifes_age",0.7
21.47,"1","3",4,"1","1","3","2","0","P","cmc","Wifes_age",0.7
49.12,"3","4",2,"1","1","1","4","1","P","cmc","Wifes_age",0.7
24.52,"4","4",2,"1","1","2","4","0","P","cmc","Wifes_age",0.7
