"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1,1.23,1,2,2,"monks-problems-2","attr3",0.2
0,1,1,1.07,1,4,1,"monks-problems-2","attr3",0.2
0,1,1,1,2,1,1,"monks-problems-2","attr3",0.2
0,1,1,0.88,2,1,2,"monks-problems-2","attr3",0.2
0,1,1,1.02,2,2,1,"monks-problems-2","attr3",0.2
0,1,1,1.06,2,3,1,"monks-problems-2","attr3",0.2
0,1,1,0.93,2,4,1,"monks-problems-2","attr3",0.2
0,1,1,0.92,3,2,1,"monks-problems-2","attr3",0.2
0,1,1,1.02,3,4,1,"monks-problems-2","attr3",0.2
0,1,1,1.94,1,1,1,"monks-problems-2","attr3",0.2
0,1,1,2.05,1,1,2,"monks-problems-2","attr3",0.2
0,1,1,1.91,2,3,1,"monks-problems-2","attr3",0.2
0,1,1,2.11,2,4,1,"monks-problems-2","attr3",0.2
1,1,1,1.98,2,4,2,"monks-problems-2","attr3",0.2
0,1,1,1.96,3,1,2,"monks-problems-2","attr3",0.2
1,1,1,1.82,3,2,2,"monks-problems-2","attr3",0.2
0,1,2,1.02,1,1,2,"monks-problems-2","attr3",0.2
0,1,2,1.2,2,1,2,"monks-problems-2","attr3",0.2
1,1,2,1,2,2,2,"monks-problems-2","attr3",0.2
0,1,2,0.99,2,3,1,"monks-problems-2","attr3",0.2
1,1,2,0.83,2,3,2,"monks-problems-2","attr3",0.2
0,1,2,1.02,2,4,1,"monks-problems-2","attr3",0.2
0,1,2,1.11,3,1,1,"monks-problems-2","attr3",0.2
0,1,2,1.11,3,1,2,"monks-problems-2","attr3",0.2
1,1,2,1.02,3,2,2,"monks-problems-2","attr3",0.2
0,1,2,1.05,3,3,1,"monks-problems-2","attr3",0.2
1,1,2,0.9,3,3,2,"monks-problems-2","attr3",0.2
0,1,2,1.16,3,4,1,"monks-problems-2","attr3",0.2
1,1,2,1.01,3,4,2,"monks-problems-2","attr3",0.2
0,1,2,2.2,1,2,1,"monks-problems-2","attr3",0.2
0,1,2,2.21,1,4,1,"monks-problems-2","attr3",0.2
1,1,2,1.96,2,3,1,"monks-problems-2","attr3",0.2
1,1,2,2.06,2,4,1,"monks-problems-2","attr3",0.2
0,1,2,2.01,3,1,1,"monks-problems-2","attr3",0.2
1,1,2,2.05,3,1,2,"monks-problems-2","attr3",0.2
1,1,2,2.09,3,3,1,"monks-problems-2","attr3",0.2
0,1,2,1.88,3,3,2,"monks-problems-2","attr3",0.2
1,1,2,2.09,3,4,1,"monks-problems-2","attr3",0.2
0,1,2,2.1,3,4,2,"monks-problems-2","attr3",0.2
0,1,3,0.97,1,1,2,"monks-problems-2","attr3",0.2
0,1,3,1.14,1,2,2,"monks-problems-2","attr3",0.2
0,1,3,0.97,1,3,1,"monks-problems-2","attr3",0.2
0,1,3,1.17,1,3,2,"monks-problems-2","attr3",0.2
0,1,3,1.03,2,2,1,"monks-problems-2","attr3",0.2
1,1,3,0.82,2,2,2,"monks-problems-2","attr3",0.2
1,1,3,1.11,2,3,2,"monks-problems-2","attr3",0.2
0,1,3,1.05,2,4,1,"monks-problems-2","attr3",0.2
1,1,3,0.92,3,2,2,"monks-problems-2","attr3",0.2
0,1,3,1.04,3,3,1,"monks-problems-2","attr3",0.2
1,1,3,0.94,3,4,2,"monks-problems-2","attr3",0.2
0,1,3,2,1,3,1,"monks-problems-2","attr3",0.2
1,1,3,1.92,1,3,2,"monks-problems-2","attr3",0.2
0,1,3,2.05,1,4,1,"monks-problems-2","attr3",0.2
1,1,3,1.99,2,1,2,"monks-problems-2","attr3",0.2
0,1,3,2,2,3,2,"monks-problems-2","attr3",0.2
0,1,3,1.98,2,4,2,"monks-problems-2","attr3",0.2
1,1,3,2.13,3,2,1,"monks-problems-2","attr3",0.2
0,2,1,1,1,1,1,"monks-problems-2","attr3",0.2
0,2,1,1.03,1,2,2,"monks-problems-2","attr3",0.2
0,2,1,1.07,1,3,1,"monks-problems-2","attr3",0.2
1,2,1,1.1,2,2,2,"monks-problems-2","attr3",0.2
0,2,1,0.95,3,1,2,"monks-problems-2","attr3",0.2
1,2,1,0.93,3,2,2,"monks-problems-2","attr3",0.2
1,2,1,1.1,3,3,2,"monks-problems-2","attr3",0.2
0,2,1,1.01,3,4,1,"monks-problems-2","attr3",0.2
0,2,1,2.16,1,1,1,"monks-problems-2","attr3",0.2
1,2,1,1.93,1,2,2,"monks-problems-2","attr3",0.2
0,2,1,1.92,1,4,1,"monks-problems-2","attr3",0.2
1,2,1,1.99,2,2,1,"monks-problems-2","attr3",0.2
0,2,1,1.96,2,4,2,"monks-problems-2","attr3",0.2
0,2,1,2.15,3,1,1,"monks-problems-2","attr3",0.2
1,2,1,1.87,3,1,2,"monks-problems-2","attr3",0.2
0,2,1,1.89,3,2,2,"monks-problems-2","attr3",0.2
0,2,1,2.03,3,3,2,"monks-problems-2","attr3",0.2
0,2,1,2.06,3,4,2,"monks-problems-2","attr3",0.2
