"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1,1,1,2,1.72,"monks-problems-2","attr6",0.3
0,1,1,1,1,4,0.68,"monks-problems-2","attr6",0.3
0,1,1,1,2,1,1.1,"monks-problems-2","attr6",0.3
0,1,1,1,2,1,2.14,"monks-problems-2","attr6",0.3
0,1,1,1,2,2,0.97,"monks-problems-2","attr6",0.3
0,1,1,1,2,3,0.97,"monks-problems-2","attr6",0.3
0,1,1,1,2,4,1.11,"monks-problems-2","attr6",0.3
0,1,1,1,3,2,1.21,"monks-problems-2","attr6",0.3
0,1,1,1,3,4,0.76,"monks-problems-2","attr6",0.3
0,1,1,2,1,1,1.2,"monks-problems-2","attr6",0.3
0,1,1,2,1,1,2.03,"monks-problems-2","attr6",0.3
0,1,1,2,2,3,0.95,"monks-problems-2","attr6",0.3
0,1,1,2,2,4,1.19,"monks-problems-2","attr6",0.3
1,1,1,2,2,4,2.14,"monks-problems-2","attr6",0.3
0,1,1,2,3,1,2.19,"monks-problems-2","attr6",0.3
1,1,1,2,3,2,1.96,"monks-problems-2","attr6",0.3
0,1,2,1,1,1,2.12,"monks-problems-2","attr6",0.3
0,1,2,1,2,1,2.04,"monks-problems-2","attr6",0.3
1,1,2,1,2,2,1.92,"monks-problems-2","attr6",0.3
0,1,2,1,2,3,1.26,"monks-problems-2","attr6",0.3
1,1,2,1,2,3,2.02,"monks-problems-2","attr6",0.3
0,1,2,1,2,4,0.99,"monks-problems-2","attr6",0.3
0,1,2,1,3,1,1.08,"monks-problems-2","attr6",0.3
0,1,2,1,3,1,2.06,"monks-problems-2","attr6",0.3
1,1,2,1,3,2,1.89,"monks-problems-2","attr6",0.3
0,1,2,1,3,3,0.99,"monks-problems-2","attr6",0.3
1,1,2,1,3,3,2.39,"monks-problems-2","attr6",0.3
0,1,2,1,3,4,0.99,"monks-problems-2","attr6",0.3
1,1,2,1,3,4,1.96,"monks-problems-2","attr6",0.3
0,1,2,2,1,2,1.11,"monks-problems-2","attr6",0.3
0,1,2,2,1,4,1.06,"monks-problems-2","attr6",0.3
1,1,2,2,2,3,0.92,"monks-problems-2","attr6",0.3
1,1,2,2,2,4,0.84,"monks-problems-2","attr6",0.3
0,1,2,2,3,1,1.13,"monks-problems-2","attr6",0.3
1,1,2,2,3,1,2.02,"monks-problems-2","attr6",0.3
1,1,2,2,3,3,1.07,"monks-problems-2","attr6",0.3
0,1,2,2,3,3,1.96,"monks-problems-2","attr6",0.3
1,1,2,2,3,4,0.75,"monks-problems-2","attr6",0.3
0,1,2,2,3,4,2.01,"monks-problems-2","attr6",0.3
0,1,3,1,1,1,2.36,"monks-problems-2","attr6",0.3
0,1,3,1,1,2,1.78,"monks-problems-2","attr6",0.3
0,1,3,1,1,3,0.85,"monks-problems-2","attr6",0.3
0,1,3,1,1,3,1.8,"monks-problems-2","attr6",0.3
0,1,3,1,2,2,0.95,"monks-problems-2","attr6",0.3
1,1,3,1,2,2,2.21,"monks-problems-2","attr6",0.3
1,1,3,1,2,3,1.98,"monks-problems-2","attr6",0.3
0,1,3,1,2,4,0.96,"monks-problems-2","attr6",0.3
1,1,3,1,3,2,1.81,"monks-problems-2","attr6",0.3
0,1,3,1,3,3,1.01,"monks-problems-2","attr6",0.3
1,1,3,1,3,4,2.16,"monks-problems-2","attr6",0.3
0,1,3,2,1,3,1.34,"monks-problems-2","attr6",0.3
1,1,3,2,1,3,2.2,"monks-problems-2","attr6",0.3
0,1,3,2,1,4,0.87,"monks-problems-2","attr6",0.3
1,1,3,2,2,1,1.92,"monks-problems-2","attr6",0.3
0,1,3,2,2,3,2.09,"monks-problems-2","attr6",0.3
0,1,3,2,2,4,2,"monks-problems-2","attr6",0.3
1,1,3,2,3,2,1.04,"monks-problems-2","attr6",0.3
0,2,1,1,1,1,0.8,"monks-problems-2","attr6",0.3
0,2,1,1,1,2,1.94,"monks-problems-2","attr6",0.3
0,2,1,1,1,3,0.86,"monks-problems-2","attr6",0.3
1,2,1,1,2,2,1.86,"monks-problems-2","attr6",0.3
0,2,1,1,3,1,1.89,"monks-problems-2","attr6",0.3
