"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
5.1,3.5,-0.14,0.2,"Iris_setosa","iris","petallength",0.6
4.9,3,0.5,0.2,"Iris_setosa","iris","petallength",0.6
4.7,3.2,-0.02,0.2,"Iris_setosa","iris","petallength",0.6
4.6,3.1,2.21,0.2,"Iris_setosa","iris","petallength",0.6
5,3.6,0.03,0.2,"Iris_setosa","iris","petallength",0.6
5.4,3.9,-0.45,0.4,"Iris_setosa","iris","petallength",0.6
4.6,3.4,3.54,0.3,"Iris_setosa","iris","petallength",0.6
5,3.4,2.56,0.2,"Iris_setosa","iris","petallength",0.6
4.4,2.9,2.27,0.2,"Iris_setosa","iris","petallength",0.6
4.9,3.1,0.8,0.1,"Iris_setosa","iris","petallength",0.6
5.4,3.7,1.49,0.2,"Iris_setosa","iris","petallength",0.6
4.8,3.4,2.26,0.2,"Iris_setosa","iris","petallength",0.6
4.8,3,0.04,0.1,"Iris_setosa","iris","petallength",0.6
4.3,3,0.97,0.1,"Iris_setosa","iris","petallength",0.6
5.8,4,1.39,0.2,"Iris_setosa","iris","petallength",0.6
5.7,4.4,3.29,0.4,"Iris_setosa","iris","petallength",0.6
5.4,3.9,1.98,0.4,"Iris_setosa","iris","petallength",0.6
5.1,3.5,2.76,0.3,"Iris_setosa","iris","petallength",0.6
5.7,3.8,1.85,0.3,"Iris_setosa","iris","petallength",0.6
5.1,3.8,0.32,0.3,"Iris_setosa","iris","petallength",0.6
5.4,3.4,1.34,0.2,"Iris_setosa","iris","petallength",0.6
5.1,3.7,-0.26,0.4,"Iris_setosa","iris","petallength",0.6
4.6,3.6,1.98,0.2,"Iris_setosa","iris","petallength",0.6
5.1,3.3,3.2,0.5,"Iris_setosa","iris","petallength",0.6
4.8,3.4,1.83,0.2,"Iris_setosa","iris","petallength",0.6
5,3,0.56,0.2,"Iris_setosa","iris","petallength",0.6
5,3.4,2.75,0.4,"Iris_setosa","iris","petallength",0.6
5.2,3.5,1.65,0.2,"Iris_setosa","iris","petallength",0.6
5.2,3.4,0.99,0.2,"Iris_setosa","iris","petallength",0.6
4.7,3.2,2.79,0.2,"Iris_setosa","iris","petallength",0.6
4.8,3.1,0.8,0.2,"Iris_setosa","iris","petallength",0.6
5.4,3.4,2.72,0.4,"Iris_setosa","iris","petallength",0.6
5.2,4.1,0.61,0.1,"Iris_setosa","iris","petallength",0.6
5.5,4.2,1.81,0.2,"Iris_setosa","iris","petallength",0.6
4.9,3.1,2.44,0.1,"Iris_setosa","iris","petallength",0.6
5,3.2,-0.21,0.2,"Iris_setosa","iris","petallength",0.6
5.5,3.5,1.72,0.2,"Iris_setosa","iris","petallength",0.6
4.9,3.1,1.38,0.1,"Iris_setosa","iris","petallength",0.6
4.4,3,2.02,0.2,"Iris_setosa","iris","petallength",0.6
5.1,3.4,0.67,0.2,"Iris_setosa","iris","petallength",0.6
5,3.5,1.21,0.3,"Iris_setosa","iris","petallength",0.6
4.5,2.3,2.76,0.3,"Iris_setosa","iris","petallength",0.6
4.4,3.2,1.48,0.2,"Iris_setosa","iris","petallength",0.6
5,3.5,2.47,0.6,"Iris_setosa","iris","petallength",0.6
5.1,3.8,1.67,0.4,"Iris_setosa","iris","petallength",0.6
4.8,3,0.31,0.3,"Iris_setosa","iris","petallength",0.6
5.1,3.8,1.59,0.2,"Iris_setosa","iris","petallength",0.6
4.6,3.2,0.1,0.2,"Iris_setosa","iris","petallength",0.6
5.3,3.7,-1.25,0.2,"Iris_setosa","iris","petallength",0.6
5,3.3,2.64,0.2,"Iris_setosa","iris","petallength",0.6
7,3.2,3.55,1.4,"Iris_versicolor","iris","petallength",0.6
6.4,3.2,2.57,1.5,"Iris_versicolor","iris","petallength",0.6
6.9,3.1,5.95,1.5,"Iris_versicolor","iris","petallength",0.6
5.5,2.3,3.99,1.3,"Iris_versicolor","iris","petallength",0.6
6.5,2.8,3.97,1.5,"Iris_versicolor","iris","petallength",0.6
5.7,2.8,4.31,1.3,"Iris_versicolor","iris","petallength",0.6
6.3,3.3,4.25,1.6,"Iris_versicolor","iris","petallength",0.6
4.9,2.4,4.36,1,"Iris_versicolor","iris","petallength",0.6
