"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
5.1,3.5,1.56,0.2,"Iris_setosa","iris","petallength",0.2
4.9,3,1.39,0.2,"Iris_setosa","iris","petallength",0.2
4.7,3.2,1.19,0.2,"Iris_setosa","iris","petallength",0.2
4.6,3.1,1.17,0.2,"Iris_setosa","iris","petallength",0.2
5,3.6,0.88,0.2,"Iris_setosa","iris","petallength",0.2
5.4,3.9,1.32,0.4,"Iris_setosa","iris","petallength",0.2
4.6,3.4,1.75,0.3,"Iris_setosa","iris","petallength",0.2
5,3.4,1.28,0.2,"Iris_setosa","iris","petallength",0.2
4.4,2.9,0.91,0.2,"Iris_setosa","iris","petallength",0.2
4.9,3.1,2.16,0.1,"Iris_setosa","iris","petallength",0.2
5.4,3.7,1.65,0.2,"Iris_setosa","iris","petallength",0.2
4.8,3.4,1.52,0.2,"Iris_setosa","iris","petallength",0.2
4.8,3,1.77,0.1,"Iris_setosa","iris","petallength",0.2
4.3,3,1.41,0.1,"Iris_setosa","iris","petallength",0.2
5.8,4,0.98,0.2,"Iris_setosa","iris","petallength",0.2
5.7,4.4,2.28,0.4,"Iris_setosa","iris","petallength",0.2
5.4,3.9,1.21,0.4,"Iris_setosa","iris","petallength",0.2
5.1,3.5,0.9,0.3,"Iris_setosa","iris","petallength",0.2
5.7,3.8,1.65,0.3,"Iris_setosa","iris","petallength",0.2
5.1,3.8,1.57,0.3,"Iris_setosa","iris","petallength",0.2
5.4,3.4,2.51,0.2,"Iris_setosa","iris","petallength",0.2
5.1,3.7,1.54,0.4,"Iris_setosa","iris","petallength",0.2
4.6,3.6,1.16,0.2,"Iris_setosa","iris","petallength",0.2
5.1,3.3,1.67,0.5,"Iris_setosa","iris","petallength",0.2
4.8,3.4,1.78,0.2,"Iris_setosa","iris","petallength",0.2
5,3,1.59,0.2,"Iris_setosa","iris","petallength",0.2
5,3.4,1.88,0.4,"Iris_setosa","iris","petallength",0.2
5.2,3.5,2.23,0.2,"Iris_setosa","iris","petallength",0.2
5.2,3.4,1.76,0.2,"Iris_setosa","iris","petallength",0.2
4.7,3.2,2.03,0.2,"Iris_setosa","iris","petallength",0.2
4.8,3.1,1.17,0.2,"Iris_setosa","iris","petallength",0.2
5.4,3.4,1.85,0.4,"Iris_setosa","iris","petallength",0.2
5.2,4.1,1.58,0.1,"Iris_setosa","iris","petallength",0.2
5.5,4.2,0.88,0.2,"Iris_setosa","iris","petallength",0.2
4.9,3.1,1.68,0.1,"Iris_setosa","iris","petallength",0.2
5,3.2,1.14,0.2,"Iris_setosa","iris","petallength",0.2
5.5,3.5,1.82,0.2,"Iris_setosa","iris","petallength",0.2
4.9,3.1,1.23,0.1,"Iris_setosa","iris","petallength",0.2
4.4,3,1.15,0.2,"Iris_setosa","iris","petallength",0.2
5.1,3.4,1.17,0.2,"Iris_setosa","iris","petallength",0.2
5,3.5,1.24,0.3,"Iris_setosa","iris","petallength",0.2
4.5,2.3,1.44,0.3,"Iris_setosa","iris","petallength",0.2
4.4,3.2,1.04,0.2,"Iris_setosa","iris","petallength",0.2
5,3.5,1.89,0.6,"Iris_setosa","iris","petallength",0.2
5.1,3.8,1.47,0.4,"Iris_setosa","iris","petallength",0.2
4.8,3,1.03,0.3,"Iris_setosa","iris","petallength",0.2
5.1,3.8,2.11,0.2,"Iris_setosa","iris","petallength",0.2
4.6,3.2,1.04,0.2,"Iris_setosa","iris","petallength",0.2
5.3,3.7,1.65,0.2,"Iris_setosa","iris","petallength",0.2
5,3.3,1.27,0.2,"Iris_setosa","iris","petallength",0.2
7,3.2,4.84,1.4,"Iris_versicolor","iris","petallength",0.2
6.4,3.2,5.1,1.5,"Iris_versicolor","iris","petallength",0.2
6.9,3.1,5.46,1.5,"Iris_versicolor","iris","petallength",0.2
5.5,2.3,3.88,1.3,"Iris_versicolor","iris","petallength",0.2
6.5,2.8,3.79,1.5,"Iris_versicolor","iris","petallength",0.2
5.7,2.8,5.38,1.3,"Iris_versicolor","iris","petallength",0.2
6.3,3.3,4.94,1.6,"Iris_versicolor","iris","petallength",0.2
4.9,2.4,3.49,1,"Iris_versicolor","iris","petallength",0.2
6.6,2.9,4.6,1.3,"Iris_versicolor","iris","petallength",0.2
5.2,2.7,4.08,1.4,"Iris_versicolor","iris","petallength",0.2
5,2,3.44,1,"Iris_versicolor","iris","petallength",0.2
5.9,3,4.35,1.5,"Iris_versicolor","iris","petallength",0.2
6,2.2,3.86,1,"Iris_versicolor","iris","petallength",0.2
6.1,2.9,4.22,1.4,"Iris_versicolor","iris","petallength",0.2
5.6,2.9,3.95,1.3,"Iris_versicolor","iris","petallength",0.2
6.7,3.1,4.94,1.4,"Iris_versicolor","iris","petallength",0.2
5.6,3,4.39,1.5,"Iris_versicolor","iris","petallength",0.2
5.8,2.7,3.66,1,"Iris_versicolor","iris","petallength",0.2
6.2,2.2,4.73,1.5,"Iris_versicolor","iris","petallength",0.2
5.6,2.5,3.88,1.1,"Iris_versicolor","iris","petallength",0.2
5.9,3.2,4.19,1.8,"Iris_versicolor","iris","petallength",0.2
6.1,2.8,4,1.3,"Iris_versicolor","iris","petallength",0.2
6.3,2.5,4.68,1.5,"Iris_versicolor","iris","petallength",0.2
6.1,2.8,4.58,1.2,"Iris_versicolor","iris","petallength",0.2
6.4,2.9,3.89,1.3,"Iris_versicolor","iris","petallength",0.2
6.6,3,5.04,1.4,"Iris_versicolor","iris","petallength",0.2
6.8,2.8,4.68,1.4,"Iris_versicolor","iris","petallength",0.2
6.7,3,4.43,1.7,"Iris_versicolor","iris","petallength",0.2
6,2.9,4.57,1.5,"Iris_versicolor","iris","petallength",0.2
5.7,2.6,3.59,1,"Iris_versicolor","iris","petallength",0.2
5.5,2.4,3.45,1.1,"Iris_versicolor","iris","petallength",0.2
5.5,2.4,2.68,1,"Iris_versicolor","iris","petallength",0.2
5.8,2.7,3.67,1.2,"Iris_versicolor","iris","petallength",0.2
6,2.7,5.3,1.6,"Iris_versicolor","iris","petallength",0.2
5.4,3,4.48,1.5,"Iris_versicolor","iris","petallength",0.2
6,3.4,4.47,1.6,"Iris_versicolor","iris","petallength",0.2
6.7,3.1,4.9,1.5,"Iris_versicolor","iris","petallength",0.2
6.3,2.3,3.98,1.3,"Iris_versicolor","iris","petallength",0.2
5.6,3,4.49,1.3,"Iris_versicolor","iris","petallength",0.2
5.5,2.5,4,1.3,"Iris_versicolor","iris","petallength",0.2
5.5,2.6,4.65,1.2,"Iris_versicolor","iris","petallength",0.2
6.1,3,4.96,1.4,"Iris_versicolor","iris","petallength",0.2
5.8,2.6,4.08,1.2,"Iris_versicolor","iris","petallength",0.2
5,2.3,2.99,1,"Iris_versicolor","iris","petallength",0.2
5.6,2.7,4.61,1.3,"Iris_versicolor","iris","petallength",0.2
5.7,3,3.49,1.2,"Iris_versicolor","iris","petallength",0.2
5.7,2.9,4.01,1.3,"Iris_versicolor","iris","petallength",0.2
6.2,2.9,4.21,1.3,"Iris_versicolor","iris","petallength",0.2
5.1,2.5,2.94,1.1,"Iris_versicolor","iris","petallength",0.2
5.7,2.8,4.46,1.3,"Iris_versicolor","iris","petallength",0.2
6.3,3.3,6.05,2.5,"Iris_virginica","iris","petallength",0.2
5.8,2.7,5.24,1.9,"Iris_virginica","iris","petallength",0.2
7.1,3,5.88,2.1,"Iris_virginica","iris","petallength",0.2
6.3,2.9,5.51,1.8,"Iris_virginica","iris","petallength",0.2
6.5,3,6.05,2.2,"Iris_virginica","iris","petallength",0.2
7.6,3,7,2.1,"Iris_virginica","iris","petallength",0.2
4.9,2.5,3.65,1.7,"Iris_virginica","iris","petallength",0.2
7.3,2.9,6.5,1.8,"Iris_virginica","iris","petallength",0.2
6.7,2.5,5.93,1.8,"Iris_virginica","iris","petallength",0.2
7.2,3.6,5.95,2.5,"Iris_virginica","iris","petallength",0.2
6.5,3.2,5.44,2,"Iris_virginica","iris","petallength",0.2
6.4,2.7,5.16,1.9,"Iris_virginica","iris","petallength",0.2
6.8,3,5.4,2.1,"Iris_virginica","iris","petallength",0.2
5.7,2.5,5.3,2,"Iris_virginica","iris","petallength",0.2
5.8,2.8,5.71,2.4,"Iris_virginica","iris","petallength",0.2
6.4,3.2,5.4,2.3,"Iris_virginica","iris","petallength",0.2
6.5,3,5.35,1.8,"Iris_virginica","iris","petallength",0.2
7.7,3.8,6.28,2.2,"Iris_virginica","iris","petallength",0.2
7.7,2.6,6.78,2.3,"Iris_virginica","iris","petallength",0.2
6,2.2,4.67,1.5,"Iris_virginica","iris","petallength",0.2
6.9,3.2,5.61,2.3,"Iris_virginica","iris","petallength",0.2
5.6,2.8,5.04,2,"Iris_virginica","iris","petallength",0.2
7.7,2.8,6.4,2,"Iris_virginica","iris","petallength",0.2
6.3,2.7,5.83,1.8,"Iris_virginica","iris","petallength",0.2
6.7,3.3,5.76,2.1,"Iris_virginica","iris","petallength",0.2
7.2,3.2,6.4,1.8,"Iris_virginica","iris","petallength",0.2
6.2,2.8,3.99,1.8,"Iris_virginica","iris","petallength",0.2
6.1,3,5.16,1.8,"Iris_virginica","iris","petallength",0.2
6.4,2.8,5.14,2.1,"Iris_virginica","iris","petallength",0.2
7.2,3,6.12,1.6,"Iris_virginica","iris","petallength",0.2
7.4,2.8,6.24,1.9,"Iris_virginica","iris","petallength",0.2
7.9,3.8,6.26,2,"Iris_virginica","iris","petallength",0.2
6.4,2.8,6.07,2.2,"Iris_virginica","iris","petallength",0.2
6.3,2.8,4.85,1.5,"Iris_virginica","iris","petallength",0.2
6.1,2.6,5.4,1.4,"Iris_virginica","iris","petallength",0.2
7.7,3,5.75,2.3,"Iris_virginica","iris","petallength",0.2
6.3,3.4,5.36,2.4,"Iris_virginica","iris","petallength",0.2
6.4,3.1,5.83,1.8,"Iris_virginica","iris","petallength",0.2
6,3,4.95,1.8,"Iris_virginica","iris","petallength",0.2
6.9,3.1,5.75,2.1,"Iris_virginica","iris","petallength",0.2
6.7,3.1,5.46,2.4,"Iris_virginica","iris","petallength",0.2
6.9,3.1,5.23,2.3,"Iris_virginica","iris","petallength",0.2
5.8,2.7,5.19,1.9,"Iris_virginica","iris","petallength",0.2
6.8,3.2,5.4,2.3,"Iris_virginica","iris","petallength",0.2
6.7,3.3,6.33,2.5,"Iris_virginica","iris","petallength",0.2
6.7,3,5.25,2.3,"Iris_virginica","iris","petallength",0.2
