"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
2,49.31,12500,98,"2","blood-transfusion-service-center","V2",0.3
0,15.89,3250,28,"2","blood-transfusion-service-center","V2",0.3
1,13.82,4000,35,"2","blood-transfusion-service-center","V2",0.3
2,18.4,5000,45,"2","blood-transfusion-service-center","V2",0.3
1,25.49,6000,77,"1","blood-transfusion-service-center","V2",0.3
4,2.38,1000,4,"1","blood-transfusion-service-center","V2",0.3
2,8.57,1750,14,"2","blood-transfusion-service-center","V2",0.3
1,10.35,3000,35,"1","blood-transfusion-service-center","V2",0.3
2,9.94,2250,22,"2","blood-transfusion-service-center","V2",0.3
5,45.68,11500,98,"2","blood-transfusion-service-center","V2",0.3
4,24.56,5750,58,"1","blood-transfusion-service-center","V2",0.3
0,5.33,750,4,"1","blood-transfusion-service-center","V2",0.3
2,9.82,2500,28,"2","blood-transfusion-service-center","V2",0.3
1,14.08,3250,47,"1","blood-transfusion-service-center","V2",0.3
2,2.85,1500,15,"2","blood-transfusion-service-center","V2",0.3
2,4.54,1250,11,"2","blood-transfusion-service-center","V2",0.3
2,11.88,3500,48,"2","blood-transfusion-service-center","V2",0.3
2,15.36,3750,49,"2","blood-transfusion-service-center","V2",0.3
2,5.98,1500,15,"2","blood-transfusion-service-center","V2",0.3
2,2.59,750,4,"2","blood-transfusion-service-center","V2",0.3
2,2.67,750,4,"2","blood-transfusion-service-center","V2",0.3
4,12.67,2750,28,"1","blood-transfusion-service-center","V2",0.3
2,5.73,1500,16,"2","blood-transfusion-service-center","V2",0.3
2,9.25,1500,16,"2","blood-transfusion-service-center","V2",0.3
9,5.66,2250,16,"1","blood-transfusion-service-center","V2",0.3
4,14.63,3500,40,"1","blood-transfusion-service-center","V2",0.3
4,9.7,1500,14,"1","blood-transfusion-service-center","V2",0.3
4,10.01,3000,34,"2","blood-transfusion-service-center","V2",0.3
4,3.61,1250,11,"2","blood-transfusion-service-center","V2",0.3
4,7.3,2000,21,"1","blood-transfusion-service-center","V2",0.3
1,14.16,3500,58,"1","blood-transfusion-service-center","V2",0.3
4,9.58,2500,28,"2","blood-transfusion-service-center","V2",0.3
4,9.19,2500,28,"2","blood-transfusion-service-center","V2",0.3
4,12.37,2250,26,"2","blood-transfusion-service-center","V2",0.3
2,16.21,4000,64,"1","blood-transfusion-service-center","V2",0.3
2,9.91,2000,28,"2","blood-transfusion-service-center","V2",0.3
2,6.79,3000,47,"2","blood-transfusion-service-center","V2",0.3
4,7.98,1500,16,"2","blood-transfusion-service-center","V2",0.3
2,16.3,3500,57,"2","blood-transfusion-service-center","V2",0.3
4,6.15,1750,22,"2","blood-transfusion-service-center","V2",0.3
2,12.61,3250,53,"2","blood-transfusion-service-center","V2",0.3
2,7.92,1250,16,"1","blood-transfusion-service-center","V2",0.3
2,5.07,1250,16,"2","blood-transfusion-service-center","V2",0.3
2,6.82,1250,16,"1","blood-transfusion-service-center","V2",0.3
4,21.03,5000,69,"2","blood-transfusion-service-center","V2",0.3
4,8.72,2250,28,"2","blood-transfusion-service-center","V2",0.3
2,8.49,2250,36,"1","blood-transfusion-service-center","V2",0.3
2,-0.49,500,2,"1","blood-transfusion-service-center","V2",0.3
2,-1.75,500,2,"1","blood-transfusion-service-center","V2",0.3
2,1.96,500,2,"1","blood-transfusion-service-center","V2",0.3
2,11.47,2750,46,"1","blood-transfusion-service-center","V2",0.3
2,10.12,2750,46,"2","blood-transfusion-service-center","V2",0.3
2,7.11,1500,22,"1","blood-transfusion-service-center","V2",0.3
2,12.83,3000,52,"1","blood-transfusion-service-center","V2",0.3
4,4.4,1250,14,"2","blood-transfusion-service-center","V2",0.3
4,19.09,4750,69,"2","blood-transfusion-service-center","V2",0.3
4,10.27,2000,26,"2","blood-transfusion-service-center","V2",0.3
2,7.55,1750,28,"2","blood-transfusion-service-center","V2",0.3
2,17.4,4000,81,"1","blood-transfusion-service-center","V2",0.3
3,6.85,1500,21,"1","blood-transfusion-service-center","V2",0.3
2,10.02,1750,29,"1","blood-transfusion-service-center","V2",0.3
2,8.18,2000,35,"2","blood-transfusion-service-center","V2",0.3
2,8.27,2500,49,"1","blood-transfusion-service-center","V2",0.3
4,4.19,1250,16,"2","blood-transfusion-service-center","V2",0.3
2,3.42,750,9,"2","blood-transfusion-service-center","V2",0.3
3,15.53,4000,74,"1","blood-transfusion-service-center","V2",0.3
2,3.7,1000,14,"2","blood-transfusion-service-center","V2",0.3
0,3.16,500,4,"1","blood-transfusion-service-center","V2",0.3
4,5.64,1750,25,"1","blood-transfusion-service-center","V2",0.3
