"GLCM_Pan","Mean_G","Mean_R","Mean_NIR","SD_Plan","class","dataset_name","altered_attribute","noise_level"
120.362774,229.87,119.395349,416.581395,20.676318,"2","wilt","Mean_G",1
124.739583,217.03,115.333333,354.333333,16.707151,"2","wilt","Mean_G",1
134.691964,177.1,116.857143,477.857143,22.496712,"2","wilt","Mean_G",1
127.946309,243.56,92.368421,278.473684,14.977453,"2","wilt","Mean_G",1
135.431548,236.76,112.690476,532.952381,17.604193,"2","wilt","Mean_G",1
118.347962,141.13,138.85,608.9,29.072797,"2","wilt","Mean_G",1
135.436282,180.19,95.142857,309.190476,13.055264,"2","wilt","Mean_G",1
121.169643,217.1,146.214286,595.571429,22.808542,"2","wilt","Mean_G",1
131.127161,251.82,144.588235,563.843137,11.948563,"2","wilt","Mean_G",1
134.498092,178.46,116.909091,594.848485,27.937685,"2","wilt","Mean_G",1
131.164773,218.76,114.727273,483.045455,22.903544,"2","wilt","Mean_G",1
136.09596,194.56,111.4,444.6,16.553622,"2","wilt","Mean_G",1
122.631902,106.64,142.195122,473.707317,24.521889,"2","wilt","Mean_G",1
113.65618,149.7,129.785714,480.857143,29.237766,"2","wilt","Mean_G",1
133.894198,172.16,115.513514,419.513514,17.489139,"2","wilt","Mean_G",1
131.111498,229.85,125.444444,537.888889,19.434819,"2","wilt","Mean_G",1
127.835697,209.84,116.509434,372.132076,23.929111,"2","wilt","Mean_G",1
121.61126,8.26,121.06383,338.12766,15.019107,"2","wilt","Mean_G",1
106.242105,181,140,381.166667,18.903263,"2","wilt","Mean_G",1
147.771127,218.48,123.722222,479.166667,23.337037,"2","wilt","Mean_G",1
135.823938,219.05,115.09589,332.424658,12.805692,"2","wilt","Mean_G",1
134.958974,215.12,141.469388,435.959184,17.606107,"2","wilt","Mean_G",1
128.531408,120.89,93.312,296.616,16.932495,"2","wilt","Mean_G",1
143.528736,159.11,78.454545,400,10.832306,"2","wilt","Mean_G",1
141.109375,157.63,68,242.5,6.753471,"2","wilt","Mean_G",1
140.02603,153.21,89.241379,561.310345,23.83759,"2","wilt","Mean_G",1
132.58773,183.27,133.058823,579.215686,19.832652,"2","wilt","Mean_G",1
121.757895,243.45,92.666667,217.777778,14.055446,"2","wilt","Mean_G",1
135.677165,282.61,105.208333,453.333333,16.185073,"2","wilt","Mean_G",1
119.457404,229.51,93.145161,227.774194,12.293254,"2","wilt","Mean_G",1
124.591944,264.28,89.083333,208.083333,20.352602,"2","wilt","Mean_G",1
126.527972,144.66,85.111111,359.777778,11.080513,"2","wilt","Mean_G",1
135.024485,228.38,104.55102,270.653061,14.329932,"2","wilt","Mean_G",1
142.56579,180.31,89.763889,240.263889,11.29866,"2","wilt","Mean_G",1
124.611009,197.45,93.434783,242.608696,9.803702,"2","wilt","Mean_G",1
130.84965,118.78,83.402778,342.277778,21.171678,"2","wilt","Mean_G",1
133.854167,122.23,78.740741,254.37037,14.175076,"2","wilt","Mean_G",1
119.714558,162.65,153.515152,591.015152,25.385987,"2","wilt","Mean_G",1
123.278545,195.96,129.68,600.22,29.894943,"2","wilt","Mean_G",1
117.639292,222.53,131.205128,504.076923,22.19423,"2","wilt","Mean_G",1
138.512724,288.73,118.537313,445.925373,20.084939,"2","wilt","Mean_G",1
118.578324,238.79,117.067568,429.135135,33.420971,"2","wilt","Mean_G",1
134.064037,167.46,95.590909,236.681818,18.00373,"2","wilt","Mean_G",1
117.650655,208.54,155.458333,541.541667,18.511821,"2","wilt","Mean_G",1
135.284257,185.96,149.837209,587,22.066888,"2","wilt","Mean_G",1
123.302428,201.68,120.666667,436.087719,18.284456,"2","wilt","Mean_G",1
128.096093,147.9,118.4,403.333333,21.405892,"2","wilt","Mean_G",1
119.635551,281.31,118.821429,312.517857,21.871778,"2","wilt","Mean_G",1
119.506522,278.33,131.586207,592.241379,27.410822,"2","wilt","Mean_G",1
132.279558,224.17,126.210526,503.631579,26.666932,"2","wilt","Mean_G",1
123.752283,254.17,134.672727,510.036364,21.587217,"2","wilt","Mean_G",1
123.997297,108.71,156.242857,493.414286,24.439196,"2","wilt","Mean_G",1
130.010502,132.31,103.166667,319.777778,21.732253,"2","wilt","Mean_G",1
122.797834,246.58,132.485714,322.285714,15.835378,"2","wilt","Mean_G",1
132.404776,231.25,125.407407,373.805556,23.220295,"2","wilt","Mean_G",1
127.80718,167.61,120.722826,415.804348,27.258971,"2","wilt","Mean_G",1
122.15942,238.95,128.825,323.975,28.948097,"2","wilt","Mean_G",1
126.432185,189.97,128.599119,403.061674,23.368589,"2","wilt","Mean_G",1
128.368754,230.08,140.650794,411.301587,24.842135,"2","wilt","Mean_G",1
126.739726,189.49,129.904348,390.817391,20.635785,"2","wilt","Mean_G",1
128.581136,70.9,119.322581,436.556452,24.033568,"2","wilt","Mean_G",1
136.359435,193.54,118.422018,462.568807,21.609575,"2","wilt","Mean_G",1
128.97306,199.82,118.759259,427.49537,21.303533,"2","wilt","Mean_G",1
131.599825,196.79,117.236111,566.009259,36.442122,"2","wilt","Mean_G",1
122.665428,162.3,136.586614,498.633858,26.649676,"2","wilt","Mean_G",1
132.455492,252.67,113.80597,323.059702,18.657719,"2","wilt","Mean_G",1
129.20801,202.13,110.650943,327.716981,19.005395,"2","wilt","Mean_G",1
124.590466,30.94,120.642276,398.853659,18.675637,"2","wilt","Mean_G",1
129.360137,312.08,123.945578,464.72449,26.64041,"2","wilt","Mean_G",1
141.57423,279.62,127.333333,364.177778,15.219286,"2","wilt","Mean_G",1
127.218812,155.58,110.102362,383.393701,19.666454,"2","wilt","Mean_G",1
118.122585,237.65,134.235294,443.111765,18.376031,"2","wilt","Mean_G",1
138.614314,312.31,126.111111,421,18.304925,"2","wilt","Mean_G",1
134.301502,171.75,125.671429,436.190476,21.034099,"2","wilt","Mean_G",1
142.867713,212.76,104.392857,674.964286,32.399531,"1","wilt","Mean_G",1
143.497283,199.41,95.73913,612.347826,29.530094,"1","wilt","Mean_G",1
135.725,242.16,107.583333,741.270833,20.841071,"1","wilt","Mean_G",1
