"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
5.1,3.5,1.87,0.2,"Iris_setosa","iris","petallength",0.3
4.9,3,0.85,0.2,"Iris_setosa","iris","petallength",0.3
4.7,3.2,2.34,0.2,"Iris_setosa","iris","petallength",0.3
4.6,3.1,1.3,0.2,"Iris_setosa","iris","petallength",0.3
5,3.6,2.28,0.2,"Iris_setosa","iris","petallength",0.3
5.4,3.9,2.5,0.4,"Iris_setosa","iris","petallength",0.3
4.6,3.4,1.44,0.3,"Iris_setosa","iris","petallength",0.3
5,3.4,1.8,0.2,"Iris_setosa","iris","petallength",0.3
4.4,2.9,0.86,0.2,"Iris_setosa","iris","petallength",0.3
4.9,3.1,1.67,0.1,"Iris_setosa","iris","petallength",0.3
5.4,3.7,2.05,0.2,"Iris_setosa","iris","petallength",0.3
4.8,3.4,1.65,0.2,"Iris_setosa","iris","petallength",0.3
4.8,3,1.16,0.1,"Iris_setosa","iris","petallength",0.3
4.3,3,0.75,0.1,"Iris_setosa","iris","petallength",0.3
5.8,4,1.18,0.2,"Iris_setosa","iris","petallength",0.3
5.7,4.4,2.07,0.4,"Iris_setosa","iris","petallength",0.3
5.4,3.9,1.04,0.4,"Iris_setosa","iris","petallength",0.3
5.1,3.5,1.34,0.3,"Iris_setosa","iris","petallength",0.3
5.7,3.8,1.01,0.3,"Iris_setosa","iris","petallength",0.3
5.1,3.8,1.76,0.3,"Iris_setosa","iris","petallength",0.3
5.4,3.4,2.39,0.2,"Iris_setosa","iris","petallength",0.3
5.1,3.7,2.29,0.4,"Iris_setosa","iris","petallength",0.3
4.6,3.6,1.43,0.2,"Iris_setosa","iris","petallength",0.3
5.1,3.3,0.71,0.5,"Iris_setosa","iris","petallength",0.3
4.8,3.4,2.16,0.2,"Iris_setosa","iris","petallength",0.3
5,3,1.84,0.2,"Iris_setosa","iris","petallength",0.3
5,3.4,1.41,0.4,"Iris_setosa","iris","petallength",0.3
5.2,3.5,1.59,0.2,"Iris_setosa","iris","petallength",0.3
5.2,3.4,0.94,0.2,"Iris_setosa","iris","petallength",0.3
4.7,3.2,1.96,0.2,"Iris_setosa","iris","petallength",0.3
4.8,3.1,1.43,0.2,"Iris_setosa","iris","petallength",0.3
5.4,3.4,0.67,0.4,"Iris_setosa","iris","petallength",0.3
5.2,4.1,1.31,0.1,"Iris_setosa","iris","petallength",0.3
5.5,4.2,2.12,0.2,"Iris_setosa","iris","petallength",0.3
4.9,3.1,1.32,0.1,"Iris_setosa","iris","petallength",0.3
5,3.2,1.59,0.2,"Iris_setosa","iris","petallength",0.3
5.5,3.5,1.8,0.2,"Iris_setosa","iris","petallength",0.3
4.9,3.1,1.5,0.1,"Iris_setosa","iris","petallength",0.3
4.4,3,1.11,0.2,"Iris_setosa","iris","petallength",0.3
5.1,3.4,1.22,0.2,"Iris_setosa","iris","petallength",0.3
5,3.5,1.69,0.3,"Iris_setosa","iris","petallength",0.3
4.5,2.3,0.74,0.3,"Iris_setosa","iris","petallength",0.3
4.4,3.2,1.43,0.2,"Iris_setosa","iris","petallength",0.3
5,3.5,1.45,0.6,"Iris_setosa","iris","petallength",0.3
5.1,3.8,0.7,0.4,"Iris_setosa","iris","petallength",0.3
4.8,3,0.65,0.3,"Iris_setosa","iris","petallength",0.3
5.1,3.8,2.08,0.2,"Iris_setosa","iris","petallength",0.3
4.6,3.2,1.3,0.2,"Iris_setosa","iris","petallength",0.3
5.3,3.7,1.93,0.2,"Iris_setosa","iris","petallength",0.3
5,3.3,2.4,0.2,"Iris_setosa","iris","petallength",0.3
7,3.2,5.48,1.4,"Iris_versicolor","iris","petallength",0.3
6.4,3.2,4.86,1.5,"Iris_versicolor","iris","petallength",0.3
6.9,3.1,5.1,1.5,"Iris_versicolor","iris","petallength",0.3
5.5,2.3,3.9,1.3,"Iris_versicolor","iris","petallength",0.3
6.5,2.8,5.44,1.5,"Iris_versicolor","iris","petallength",0.3
5.7,2.8,4.82,1.3,"Iris_versicolor","iris","petallength",0.3
6.3,3.3,4.08,1.6,"Iris_versicolor","iris","petallength",0.3
4.9,2.4,3.22,1,"Iris_versicolor","iris","petallength",0.3
6.6,2.9,3.58,1.3,"Iris_versicolor","iris","petallength",0.3
5.2,2.7,3.8,1.4,"Iris_versicolor","iris","petallength",0.3
