"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
2,50,12500,91.4,"2","blood-transfusion-service-center","V4",0.3
0,13,3250,31.66,"2","blood-transfusion-service-center","V4",0.3
1,16,4000,42.77,"2","blood-transfusion-service-center","V4",0.3
2,20,5000,63,"2","blood-transfusion-service-center","V4",0.3
1,24,6000,88.41,"1","blood-transfusion-service-center","V4",0.3
4,4,1000,-8.56,"1","blood-transfusion-service-center","V4",0.3
2,7,1750,16.4,"2","blood-transfusion-service-center","V4",0.3
1,12,3000,28.42,"1","blood-transfusion-service-center","V4",0.3
2,9,2250,11.3,"2","blood-transfusion-service-center","V4",0.3
5,46,11500,99.99,"2","blood-transfusion-service-center","V4",0.3
4,23,5750,60.12,"1","blood-transfusion-service-center","V4",0.3
0,3,750,-3.12,"1","blood-transfusion-service-center","V4",0.3
2,10,2500,34.71,"2","blood-transfusion-service-center","V4",0.3
1,13,3250,40.81,"1","blood-transfusion-service-center","V4",0.3
2,6,1500,18.87,"2","blood-transfusion-service-center","V4",0.3
2,5,1250,8.82,"2","blood-transfusion-service-center","V4",0.3
2,14,3500,42.23,"2","blood-transfusion-service-center","V4",0.3
2,15,3750,54.09,"2","blood-transfusion-service-center","V4",0.3
2,6,1500,11.82,"2","blood-transfusion-service-center","V4",0.3
2,3,750,-0.72,"2","blood-transfusion-service-center","V4",0.3
2,3,750,0.64,"2","blood-transfusion-service-center","V4",0.3
4,11,2750,22.47,"1","blood-transfusion-service-center","V4",0.3
2,6,1500,16.92,"2","blood-transfusion-service-center","V4",0.3
2,6,1500,18.44,"2","blood-transfusion-service-center","V4",0.3
9,9,2250,18.67,"1","blood-transfusion-service-center","V4",0.3
4,14,3500,55.42,"1","blood-transfusion-service-center","V4",0.3
4,6,1500,8.46,"1","blood-transfusion-service-center","V4",0.3
4,12,3000,12.41,"2","blood-transfusion-service-center","V4",0.3
4,5,1250,7.38,"2","blood-transfusion-service-center","V4",0.3
4,8,2000,28.76,"1","blood-transfusion-service-center","V4",0.3
1,14,3500,48.31,"1","blood-transfusion-service-center","V4",0.3
4,10,2500,28.36,"2","blood-transfusion-service-center","V4",0.3
4,10,2500,29.64,"2","blood-transfusion-service-center","V4",0.3
4,9,2250,26.5,"2","blood-transfusion-service-center","V4",0.3
2,16,4000,42.32,"1","blood-transfusion-service-center","V4",0.3
2,8,2000,22.42,"2","blood-transfusion-service-center","V4",0.3
2,12,3000,43.77,"2","blood-transfusion-service-center","V4",0.3
4,6,1500,12.05,"2","blood-transfusion-service-center","V4",0.3
2,14,3500,56.02,"2","blood-transfusion-service-center","V4",0.3
4,7,1750,18.45,"2","blood-transfusion-service-center","V4",0.3
2,13,3250,43.07,"2","blood-transfusion-service-center","V4",0.3
2,5,1250,23.9,"1","blood-transfusion-service-center","V4",0.3
2,5,1250,30.42,"2","blood-transfusion-service-center","V4",0.3
2,5,1250,17.01,"1","blood-transfusion-service-center","V4",0.3
4,20,5000,63.73,"2","blood-transfusion-service-center","V4",0.3
4,9,2250,12.32,"2","blood-transfusion-service-center","V4",0.3
2,9,2250,19.64,"1","blood-transfusion-service-center","V4",0.3
2,2,500,9.27,"1","blood-transfusion-service-center","V4",0.3
2,2,500,8.25,"1","blood-transfusion-service-center","V4",0.3
2,2,500,5.57,"1","blood-transfusion-service-center","V4",0.3
2,11,2750,35.9,"1","blood-transfusion-service-center","V4",0.3
2,11,2750,38.41,"2","blood-transfusion-service-center","V4",0.3
2,6,1500,6.14,"1","blood-transfusion-service-center","V4",0.3
2,12,3000,58.27,"1","blood-transfusion-service-center","V4",0.3
4,5,1250,12.17,"2","blood-transfusion-service-center","V4",0.3
4,19,4750,72.53,"2","blood-transfusion-service-center","V4",0.3
4,8,2000,31.15,"2","blood-transfusion-service-center","V4",0.3
2,7,1750,29.84,"2","blood-transfusion-service-center","V4",0.3
2,16,4000,74.64,"1","blood-transfusion-service-center","V4",0.3
3,6,1500,19.44,"1","blood-transfusion-service-center","V4",0.3
2,7,1750,26.64,"1","blood-transfusion-service-center","V4",0.3
2,8,2000,29.99,"2","blood-transfusion-service-center","V4",0.3
2,10,2500,56.25,"1","blood-transfusion-service-center","V4",0.3
4,5,1250,8.14,"2","blood-transfusion-service-center","V4",0.3
2,3,750,6.07,"2","blood-transfusion-service-center","V4",0.3
3,16,4000,82.58,"1","blood-transfusion-service-center","V4",0.3
2,4,1000,12.91,"2","blood-transfusion-service-center","V4",0.3
0,2,500,3.71,"1","blood-transfusion-service-center","V4",0.3
4,7,1750,27.71,"1","blood-transfusion-service-center","V4",0.3
1,9,2250,57.22,"1","blood-transfusion-service-center","V4",0.3
2,4,1000,19.29,"1","blood-transfusion-service-center","V4",0.3
2,4,1000,7.65,"1","blood-transfusion-service-center","V4",0.3
4,17,4250,60.02,"2","blood-transfusion-service-center","V4",0.3
2,2,500,6.05,"1","blood-transfusion-service-center","V4",0.3
2,2,500,9.39,"2","blood-transfusion-service-center","V4",0.3
2,2,500,-7.54,"2","blood-transfusion-service-center","V4",0.3
2,4,1000,16.29,"2","blood-transfusion-service-center","V4",0.3
2,2,500,7.24,"1","blood-transfusion-service-center","V4",0.3
2,2,500,7.81,"1","blood-transfusion-service-center","V4",0.3
2,2,500,9.51,"1","blood-transfusion-service-center","V4",0.3
4,6,1500,18.68,"2","blood-transfusion-service-center","V4",0.3
2,4,1000,13.25,"1","blood-transfusion-service-center","V4",0.3
2,4,1000,12.69,"1","blood-transfusion-service-center","V4",0.3
2,4,1000,18.27,"1","blood-transfusion-service-center","V4",0.3
2,6,1500,15.85,"2","blood-transfusion-service-center","V4",0.3
2,6,1500,17.72,"1","blood-transfusion-service-center","V4",0.3
4,2,500,5.58,"1","blood-transfusion-service-center","V4",0.3
4,2,500,2,"1","blood-transfusion-service-center","V4",0.3
4,2,500,-7.23,"1","blood-transfusion-service-center","V4",0.3
2,7,1750,35.6,"2","blood-transfusion-service-center","V4",0.3
4,2,500,7.28,"2","blood-transfusion-service-center","V4",0.3
4,2,500,6.05,"1","blood-transfusion-service-center","V4",0.3
4,2,500,-2.83,"1","blood-transfusion-service-center","V4",0.3
4,2,500,5.97,"1","blood-transfusion-service-center","V4",0.3
12,11,2750,18.48,"1","blood-transfusion-service-center","V4",0.3
4,7,1750,33.52,"1","blood-transfusion-service-center","V4",0.3
3,17,4250,94.86,"1","blood-transfusion-service-center","V4",0.3
4,9,2250,42.85,"2","blood-transfusion-service-center","V4",0.3
4,4,1000,13.84,"2","blood-transfusion-service-center","V4",0.3
5,7,1750,21.6,"2","blood-transfusion-service-center","V4",0.3
4,8,2000,30.51,"2","blood-transfusion-service-center","V4",0.3
2,13,3250,74.33,"2","blood-transfusion-service-center","V4",0.3
4,9,2250,49.09,"1","blood-transfusion-service-center","V4",0.3
2,5,1250,19.28,"1","blood-transfusion-service-center","V4",0.3
2,5,1250,31.9,"1","blood-transfusion-service-center","V4",0.3
6,17,4250,74.72,"1","blood-transfusion-service-center","V4",0.3
0,8,2000,50.33,"1","blood-transfusion-service-center","V4",0.3
3,5,1250,28.18,"1","blood-transfusion-service-center","V4",0.3
2,3,750,7.62,"1","blood-transfusion-service-center","V4",0.3
2,10,2500,54.61,"1","blood-transfusion-service-center","V4",0.3
4,5,1250,29.61,"2","blood-transfusion-service-center","V4",0.3
4,9,2250,48.98,"1","blood-transfusion-service-center","V4",0.3
4,5,1250,24.04,"1","blood-transfusion-service-center","V4",0.3
4,8,2000,35.2,"2","blood-transfusion-service-center","V4",0.3
2,12,3000,93.9,"1","blood-transfusion-service-center","V4",0.3
11,24,6000,61.85,"1","blood-transfusion-service-center","V4",0.3
2,7,1750,50.91,"2","blood-transfusion-service-center","V4",0.3
4,11,2750,52.29,"1","blood-transfusion-service-center","V4",0.3
1,7,1750,63.43,"1","blood-transfusion-service-center","V4",0.3
2,11,2750,85.48,"2","blood-transfusion-service-center","V4",0.3
2,3,750,28.22,"2","blood-transfusion-service-center","V4",0.3
4,5,1250,26.03,"2","blood-transfusion-service-center","V4",0.3
2,6,1500,35.13,"2","blood-transfusion-service-center","V4",0.3
2,5,1250,30.49,"2","blood-transfusion-service-center","V4",0.3
2,4,1000,26.35,"1","blood-transfusion-service-center","V4",0.3
2,5,1250,19.77,"1","blood-transfusion-service-center","V4",0.3
4,8,2000,46.8,"2","blood-transfusion-service-center","V4",0.3
2,4,1000,34.78,"1","blood-transfusion-service-center","V4",0.3
4,8,2000,43.04,"2","blood-transfusion-service-center","V4",0.3
2,2,500,16.55,"2","blood-transfusion-service-center","V4",0.3
4,5,1250,31.62,"1","blood-transfusion-service-center","V4",0.3
2,12,3000,88.79,"1","blood-transfusion-service-center","V4",0.3
2,2,500,10.92,"1","blood-transfusion-service-center","V4",0.3
4,6,1500,44.93,"1","blood-transfusion-service-center","V4",0.3
2,11,2750,76.58,"1","blood-transfusion-service-center","V4",0.3
2,3,750,26.47,"1","blood-transfusion-service-center","V4",0.3
2,5,1250,37.91,"1","blood-transfusion-service-center","V4",0.3
2,12,3000,114.81,"1","blood-transfusion-service-center","V4",0.3
9,5,1250,15.86,"1","blood-transfusion-service-center","V4",0.3
2,2,500,15.88,"1","blood-transfusion-service-center","V4",0.3
2,9,2250,67.07,"1","blood-transfusion-service-center","V4",0.3
5,14,3500,92.03,"1","blood-transfusion-service-center","V4",0.3
4,3,750,9.13,"1","blood-transfusion-service-center","V4",0.3
4,3,750,9.64,"1","blood-transfusion-service-center","V4",0.3
4,2,500,1.93,"2","blood-transfusion-service-center","V4",0.3
4,3,750,4.42,"2","blood-transfusion-service-center","V4",0.3
6,3,750,9.33,"1","blood-transfusion-service-center","V4",0.3
2,2,500,8.96,"1","blood-transfusion-service-center","V4",0.3
2,2,500,19.18,"2","blood-transfusion-service-center","V4",0.3
2,2,500,13.75,"1","blood-transfusion-service-center","V4",0.3
2,7,1750,58.99,"2","blood-transfusion-service-center","V4",0.3
4,6,1500,44.67,"1","blood-transfusion-service-center","V4",0.3
4,11,2750,73.75,"1","blood-transfusion-service-center","V4",0.3
2,1,250,7.07,"2","blood-transfusion-service-center","V4",0.3
2,1,250,2.89,"1","blood-transfusion-service-center","V4",0.3
2,1,250,2.7,"1","blood-transfusion-service-center","V4",0.3
2,1,250,-10.25,"1","blood-transfusion-service-center","V4",0.3
2,1,250,-4.1,"1","blood-transfusion-service-center","V4",0.3
2,1,250,1.94,"1","blood-transfusion-service-center","V4",0.3
2,1,250,-5.73,"1","blood-transfusion-service-center","V4",0.3
2,1,250,12.65,"1","blood-transfusion-service-center","V4",0.3
2,1,250,7.65,"1","blood-transfusion-service-center","V4",0.3
2,1,250,10.02,"1","blood-transfusion-service-center","V4",0.3
2,1,250,-12.28,"2","blood-transfusion-service-center","V4",0.3
2,1,250,-4.97,"2","blood-transfusion-service-center","V4",0.3
2,1,250,17.29,"2","blood-transfusion-service-center","V4",0.3
2,1,250,-2.78,"1","blood-transfusion-service-center","V4",0.3
2,1,250,7.49,"1","blood-transfusion-service-center","V4",0.3
2,1,250,-9.41,"1","blood-transfusion-service-center","V4",0.3
2,1,250,3.72,"1","blood-transfusion-service-center","V4",0.3
2,1,250,-4.38,"1","blood-transfusion-service-center","V4",0.3
2,1,250,4.67,"1","blood-transfusion-service-center","V4",0.3
2,1,250,-5.28,"1","blood-transfusion-service-center","V4",0.3
2,1,250,2.7,"1","blood-transfusion-service-center","V4",0.3
