"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1,0.94,1,2,2,"monks-problems-2","attr3",0.8
0,1,1,1.28,1,4,1,"monks-problems-2","attr3",0.8
0,1,1,1.51,2,1,1,"monks-problems-2","attr3",0.8
0,1,1,1.31,2,1,2,"monks-problems-2","attr3",0.8
0,1,1,0.61,2,2,1,"monks-problems-2","attr3",0.8
0,1,1,-0.11,2,3,1,"monks-problems-2","attr3",0.8
0,1,1,0.97,2,4,1,"monks-problems-2","attr3",0.8
0,1,1,1.5,3,2,1,"monks-problems-2","attr3",0.8
0,1,1,0.93,3,4,1,"monks-problems-2","attr3",0.8
0,1,1,1.52,1,1,1,"monks-problems-2","attr3",0.8
0,1,1,1.58,1,1,2,"monks-problems-2","attr3",0.8
0,1,1,2.01,2,3,1,"monks-problems-2","attr3",0.8
0,1,1,1.88,2,4,1,"monks-problems-2","attr3",0.8
1,1,1,1.38,2,4,2,"monks-problems-2","attr3",0.8
0,1,1,2.28,3,1,2,"monks-problems-2","attr3",0.8
1,1,1,1.47,3,2,2,"monks-problems-2","attr3",0.8
0,1,2,1.18,1,1,2,"monks-problems-2","attr3",0.8
0,1,2,1.1,2,1,2,"monks-problems-2","attr3",0.8
1,1,2,1.44,2,2,2,"monks-problems-2","attr3",0.8
0,1,2,0.99,2,3,1,"monks-problems-2","attr3",0.8
1,1,2,0.76,2,3,2,"monks-problems-2","attr3",0.8
0,1,2,0.86,2,4,1,"monks-problems-2","attr3",0.8
0,1,2,1.25,3,1,1,"monks-problems-2","attr3",0.8
0,1,2,0.67,3,1,2,"monks-problems-2","attr3",0.8
1,1,2,1.17,3,2,2,"monks-problems-2","attr3",0.8
0,1,2,1.05,3,3,1,"monks-problems-2","attr3",0.8
1,1,2,0.28,3,3,2,"monks-problems-2","attr3",0.8
0,1,2,0.61,3,4,1,"monks-problems-2","attr3",0.8
1,1,2,0.97,3,4,2,"monks-problems-2","attr3",0.8
0,1,2,2.14,1,2,1,"monks-problems-2","attr3",0.8
0,1,2,1.57,1,4,1,"monks-problems-2","attr3",0.8
1,1,2,2.13,2,3,1,"monks-problems-2","attr3",0.8
1,1,2,1.78,2,4,1,"monks-problems-2","attr3",0.8
0,1,2,2.2,3,1,1,"monks-problems-2","attr3",0.8
1,1,2,2.59,3,1,2,"monks-problems-2","attr3",0.8
1,1,2,1.83,3,3,1,"monks-problems-2","attr3",0.8
0,1,2,1.9,3,3,2,"monks-problems-2","attr3",0.8
1,1,2,1.49,3,4,1,"monks-problems-2","attr3",0.8
0,1,2,1.54,3,4,2,"monks-problems-2","attr3",0.8
0,1,3,1.52,1,1,2,"monks-problems-2","attr3",0.8
0,1,3,0.71,1,2,2,"monks-problems-2","attr3",0.8
0,1,3,1.1,1,3,1,"monks-problems-2","attr3",0.8
0,1,3,0.9,1,3,2,"monks-problems-2","attr3",0.8
0,1,3,0.87,2,2,1,"monks-problems-2","attr3",0.8
1,1,3,1.47,2,2,2,"monks-problems-2","attr3",0.8
1,1,3,1.12,2,3,2,"monks-problems-2","attr3",0.8
0,1,3,1.46,2,4,1,"monks-problems-2","attr3",0.8
1,1,3,1.25,3,2,2,"monks-problems-2","attr3",0.8
0,1,3,0.78,3,3,1,"monks-problems-2","attr3",0.8
1,1,3,0.41,3,4,2,"monks-problems-2","attr3",0.8
0,1,3,1.83,1,3,1,"monks-problems-2","attr3",0.8
1,1,3,1.92,1,3,2,"monks-problems-2","attr3",0.8
0,1,3,2.28,1,4,1,"monks-problems-2","attr3",0.8
1,1,3,2.59,2,1,2,"monks-problems-2","attr3",0.8
0,1,3,1.67,2,3,2,"monks-problems-2","attr3",0.8
0,1,3,2.43,2,4,2,"monks-problems-2","attr3",0.8
1,1,3,2.66,3,2,1,"monks-problems-2","attr3",0.8
0,2,1,0.29,1,1,1,"monks-problems-2","attr3",0.8
0,2,1,1.11,1,2,2,"monks-problems-2","attr3",0.8
0,2,1,0.74,1,3,1,"monks-problems-2","attr3",0.8
1,2,1,0.93,2,2,2,"monks-problems-2","attr3",0.8
0,2,1,0.95,3,1,2,"monks-problems-2","attr3",0.8
1,2,1,0.56,3,2,2,"monks-problems-2","attr3",0.8
1,2,1,0.72,3,3,2,"monks-problems-2","attr3",0.8
0,2,1,1.2,3,4,1,"monks-problems-2","attr3",0.8
0,2,1,2.06,1,1,1,"monks-problems-2","attr3",0.8
1,2,1,1.46,1,2,2,"monks-problems-2","attr3",0.8
0,2,1,1.72,1,4,1,"monks-problems-2","attr3",0.8
1,2,1,2.28,2,2,1,"monks-problems-2","attr3",0.8
0,2,1,2.4,2,4,2,"monks-problems-2","attr3",0.8
0,2,1,1.08,3,1,1,"monks-problems-2","attr3",0.8
1,2,1,2.12,3,1,2,"monks-problems-2","attr3",0.8
0,2,1,2.27,3,2,2,"monks-problems-2","attr3",0.8
0,2,1,1.38,3,3,2,"monks-problems-2","attr3",0.8
0,2,1,2.2,3,4,2,"monks-problems-2","attr3",0.8
0,2,2,0.8,1,3,1,"monks-problems-2","attr3",0.8
1,2,2,0.91,1,4,2,"monks-problems-2","attr3",0.8
0,2,2,1.22,2,1,1,"monks-problems-2","attr3",0.8
1,2,2,1.5,2,3,1,"monks-problems-2","attr3",0.8
1,2,2,1.08,3,3,1,"monks-problems-2","attr3",0.8
0,2,2,1.45,3,3,2,"monks-problems-2","attr3",0.8
1,2,2,1.33,3,4,1,"monks-problems-2","attr3",0.8
0,2,2,2.33,1,1,1,"monks-problems-2","attr3",0.8
0,2,2,1.86,1,2,2,"monks-problems-2","attr3",0.8
0,2,2,2.11,1,3,2,"monks-problems-2","attr3",0.8
1,2,2,2.35,1,4,1,"monks-problems-2","attr3",0.8
0,2,2,2.88,1,4,2,"monks-problems-2","attr3",0.8
1,2,2,1.41,2,1,1,"monks-problems-2","attr3",0.8
0,2,2,2.17,2,2,2,"monks-problems-2","attr3",0.8
0,2,2,1.72,2,3,1,"monks-problems-2","attr3",0.8
1,2,2,1.51,3,1,1,"monks-problems-2","attr3",0.8
0,2,2,1.88,3,2,1,"monks-problems-2","attr3",0.8
0,2,2,2.45,3,2,2,"monks-problems-2","attr3",0.8
0,2,2,2.43,3,4,2,"monks-problems-2","attr3",0.8
0,2,3,1.34,1,1,1,"monks-problems-2","attr3",0.8
0,2,3,0.89,1,1,2,"monks-problems-2","attr3",0.8
1,2,3,0.52,1,3,2,"monks-problems-2","attr3",0.8
0,2,3,1.41,2,1,1,"monks-problems-2","attr3",0.8
1,2,3,1.22,2,3,1,"monks-problems-2","attr3",0.8
0,2,3,1.05,2,3,2,"monks-problems-2","attr3",0.8
0,2,3,1.57,2,4,2,"monks-problems-2","attr3",0.8
1,2,3,1.11,3,1,2,"monks-problems-2","attr3",0.8
1,2,3,0.21,3,2,1,"monks-problems-2","attr3",0.8
1,2,3,0.56,3,4,1,"monks-problems-2","attr3",0.8
1,2,3,1.73,1,1,2,"monks-problems-2","attr3",0.8
1,2,3,1.82,1,2,1,"monks-problems-2","attr3",0.8
1,2,3,1.74,1,3,1,"monks-problems-2","attr3",0.8
0,2,3,1.57,1,4,2,"monks-problems-2","attr3",0.8
1,2,3,3.15,2,1,1,"monks-problems-2","attr3",0.8
0,2,3,1.77,2,2,1,"monks-problems-2","attr3",0.8
0,2,3,1.67,2,3,2,"monks-problems-2","attr3",0.8
0,2,3,1.71,3,3,1,"monks-problems-2","attr3",0.8
0,2,3,2.07,3,3,2,"monks-problems-2","attr3",0.8
0,2,3,1.47,3,4,2,"monks-problems-2","attr3",0.8
0,3,1,1.36,1,4,1,"monks-problems-2","attr3",0.8
0,3,1,1.1,2,1,2,"monks-problems-2","attr3",0.8
1,3,1,1.45,2,2,2,"monks-problems-2","attr3",0.8
1,3,1,0.71,2,3,2,"monks-problems-2","attr3",0.8
0,3,1,1.61,2,4,1,"monks-problems-2","attr3",0.8
1,3,1,1.87,2,4,2,"monks-problems-2","attr3",0.8
0,3,1,1.2,3,1,1,"monks-problems-2","attr3",0.8
0,3,1,1.32,3,1,2,"monks-problems-2","attr3",0.8
1,3,1,0.81,3,2,2,"monks-problems-2","attr3",0.8
1,3,1,1.38,3,3,2,"monks-problems-2","attr3",0.8
0,3,1,1.37,1,1,1,"monks-problems-2","attr3",0.8
1,3,1,2.6,1,2,2,"monks-problems-2","attr3",0.8
0,3,1,2.39,1,3,1,"monks-problems-2","attr3",0.8
1,3,1,1.53,1,3,2,"monks-problems-2","attr3",0.8
0,3,1,1.91,1,4,1,"monks-problems-2","attr3",0.8
1,3,1,2.03,1,4,2,"monks-problems-2","attr3",0.8
1,3,1,2.53,2,2,1,"monks-problems-2","attr3",0.8
1,3,1,2.14,3,1,2,"monks-problems-2","attr3",0.8
1,3,1,1.23,3,2,1,"monks-problems-2","attr3",0.8
0,3,1,1.91,3,2,2,"monks-problems-2","attr3",0.8
0,3,1,2.29,3,4,2,"monks-problems-2","attr3",0.8
0,3,2,0.93,1,1,2,"monks-problems-2","attr3",0.8
1,3,2,2.05,1,2,2,"monks-problems-2","attr3",0.8
0,3,2,0.86,1,3,1,"monks-problems-2","attr3",0.8
1,3,2,0.59,1,3,2,"monks-problems-2","attr3",0.8
1,3,2,1.05,2,1,2,"monks-problems-2","attr3",0.8
1,3,2,0.92,2,2,1,"monks-problems-2","attr3",0.8
0,3,2,0.62,3,1,1,"monks-problems-2","attr3",0.8
1,3,2,1.28,3,2,1,"monks-problems-2","attr3",0.8
1,3,2,0.69,3,3,1,"monks-problems-2","attr3",0.8
0,3,2,1.39,3,3,2,"monks-problems-2","attr3",0.8
0,3,2,2.6,1,1,1,"monks-problems-2","attr3",0.8
0,3,2,1.76,1,2,2,"monks-problems-2","attr3",0.8
1,3,2,1.96,1,3,1,"monks-problems-2","attr3",0.8
0,3,2,2.35,1,3,2,"monks-problems-2","attr3",0.8
1,3,2,1.84,2,1,1,"monks-problems-2","attr3",0.8
0,3,2,1.47,2,2,1,"monks-problems-2","attr3",0.8
0,3,2,1.3,2,2,2,"monks-problems-2","attr3",0.8
0,3,2,2.55,2,3,2,"monks-problems-2","attr3",0.8
1,3,2,2.12,3,1,1,"monks-problems-2","attr3",0.8
0,3,2,1.97,3,3,2,"monks-problems-2","attr3",0.8
0,3,2,2.38,3,4,2,"monks-problems-2","attr3",0.8
0,3,3,1.08,1,1,1,"monks-problems-2","attr3",0.8
0,3,3,0.89,1,2,1,"monks-problems-2","attr3",0.8
0,3,3,0.53,1,3,1,"monks-problems-2","attr3",0.8
1,3,3,0.85,1,3,2,"monks-problems-2","attr3",0.8
0,3,3,-0.1,2,3,2,"monks-problems-2","attr3",0.8
0,3,3,2.33,1,1,1,"monks-problems-2","attr3",0.8
1,3,3,2.51,2,1,1,"monks-problems-2","attr3",0.8
0,3,3,1.37,2,2,1,"monks-problems-2","attr3",0.8
0,3,3,2.15,2,3,1,"monks-problems-2","attr3",0.8
0,3,3,1.85,2,3,2,"monks-problems-2","attr3",0.8
1,3,3,1.7,3,1,1,"monks-problems-2","attr3",0.8
