dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
pc4,C5.0,0.1,0.1,0.998,0.987,0.013,0.002,0.012
pc4,C5.0,0.1,0.2,0.997,0.984,0.016,0.003,0.016
pc4,C5.0,0.1,0.25,0.996,0.977,0.023,0.004,0.019
pc4,C5.0,0.1,0.3,0.995,0.969,0.031,0.005,0.024
pc4,C5.0,0.1,0.4,0.992,0.954,0.046,0.008,0.042
pc4,C5.0,0.1,0.5,0.991,0.948,0.052,0.008,0.04
pc4,C5.0,0.1,0.6,0.989,0.938,0.062,0.009,0.046
pc4,C5.0,0.1,0.7,0.988,0.929,0.071,0.009,0.048
pc4,C5.0,0.1,0.75,0.988,0.929,0.071,0.009,0.048
pc4,C5.0,0.1,0.8,0.987,0.925,0.075,0.009,0.047
pc4,C5.0,0.1,0.9,0.986,0.922,0.078,0.01,0.052
pc4,C5.0,0.1,1,0.985,0.914,0.086,0.01,0.054
pc4,C5.0,0.2,0.1,0.997,0.982,0.018,0.002,0.012
pc4,C5.0,0.2,0.2,0.994,0.967,0.033,0.004,0.02
pc4,C5.0,0.2,0.25,0.992,0.956,0.044,0.006,0.027
pc4,C5.0,0.2,0.3,0.989,0.94,0.06,0.006,0.027
pc4,C5.0,0.2,0.4,0.986,0.922,0.078,0.008,0.04
pc4,C5.0,0.2,0.5,0.984,0.913,0.087,0.007,0.03
pc4,C5.0,0.2,0.6,0.981,0.894,0.106,0.007,0.031
pc4,C5.0,0.2,0.7,0.975,0.865,0.135,0.011,0.055
pc4,C5.0,0.2,0.75,0.973,0.854,0.146,0.012,0.057
pc4,C5.0,0.2,0.8,0.972,0.848,0.152,0.012,0.054
pc4,C5.0,0.2,0.9,0.968,0.828,0.172,0.014,0.064
pc4,C5.0,0.2,1,0.963,0.797,0.203,0.017,0.081
pc4,C5.0,0.3,0.1,0.999,0.997,0.003,0.002,0.007
pc4,C5.0,0.3,0.2,0.995,0.973,0.027,0.005,0.022
pc4,C5.0,0.3,0.25,0.992,0.955,0.045,0.006,0.029
pc4,C5.0,0.3,0.3,0.992,0.951,0.049,0.006,0.029
pc4,C5.0,0.3,0.4,0.99,0.938,0.062,0.009,0.041
pc4,C5.0,0.3,0.5,0.99,0.938,0.062,0.009,0.041
