"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
2,43.52,12500,98,"2","blood-transfusion-service-center","V2",0.7
0,13.51,3250,28,"2","blood-transfusion-service-center","V2",0.7
1,16.13,4000,35,"2","blood-transfusion-service-center","V2",0.7
2,26.85,5000,45,"2","blood-transfusion-service-center","V2",0.7
1,23.65,6000,77,"1","blood-transfusion-service-center","V2",0.7
4,8.28,1000,4,"1","blood-transfusion-service-center","V2",0.7
2,8.58,1750,14,"2","blood-transfusion-service-center","V2",0.7
1,17.69,3000,35,"1","blood-transfusion-service-center","V2",0.7
2,10.16,2250,22,"2","blood-transfusion-service-center","V2",0.7
5,42.27,11500,98,"2","blood-transfusion-service-center","V2",0.7
4,20.87,5750,58,"1","blood-transfusion-service-center","V2",0.7
0,0.5,750,4,"1","blood-transfusion-service-center","V2",0.7
2,16.37,2500,28,"2","blood-transfusion-service-center","V2",0.7
1,10.02,3250,47,"1","blood-transfusion-service-center","V2",0.7
2,-0.15,1500,15,"2","blood-transfusion-service-center","V2",0.7
2,2.68,1250,11,"2","blood-transfusion-service-center","V2",0.7
2,5.4,3500,48,"2","blood-transfusion-service-center","V2",0.7
2,17.17,3750,49,"2","blood-transfusion-service-center","V2",0.7
2,12.61,1500,15,"2","blood-transfusion-service-center","V2",0.7
2,7.84,750,4,"2","blood-transfusion-service-center","V2",0.7
2,10.67,750,4,"2","blood-transfusion-service-center","V2",0.7
4,9.14,2750,28,"1","blood-transfusion-service-center","V2",0.7
2,8.74,1500,16,"2","blood-transfusion-service-center","V2",0.7
2,0.76,1500,16,"2","blood-transfusion-service-center","V2",0.7
9,7.38,2250,16,"1","blood-transfusion-service-center","V2",0.7
4,13.52,3500,40,"1","blood-transfusion-service-center","V2",0.7
4,2.09,1500,14,"1","blood-transfusion-service-center","V2",0.7
4,13.71,3000,34,"2","blood-transfusion-service-center","V2",0.7
4,4.56,1250,11,"2","blood-transfusion-service-center","V2",0.7
4,6.78,2000,21,"1","blood-transfusion-service-center","V2",0.7
1,15.27,3500,58,"1","blood-transfusion-service-center","V2",0.7
4,11.04,2500,28,"2","blood-transfusion-service-center","V2",0.7
4,10.72,2500,28,"2","blood-transfusion-service-center","V2",0.7
4,4.61,2250,26,"2","blood-transfusion-service-center","V2",0.7
2,16.43,4000,64,"1","blood-transfusion-service-center","V2",0.7
2,3.05,2000,28,"2","blood-transfusion-service-center","V2",0.7
2,13.76,3000,47,"2","blood-transfusion-service-center","V2",0.7
4,-3.05,1500,16,"2","blood-transfusion-service-center","V2",0.7
2,25.19,3500,57,"2","blood-transfusion-service-center","V2",0.7
4,8.08,1750,22,"2","blood-transfusion-service-center","V2",0.7
2,6.79,3250,53,"2","blood-transfusion-service-center","V2",0.7
2,4.98,1250,16,"1","blood-transfusion-service-center","V2",0.7
2,-4.98,1250,16,"2","blood-transfusion-service-center","V2",0.7
2,6.22,1250,16,"1","blood-transfusion-service-center","V2",0.7
4,10.74,5000,69,"2","blood-transfusion-service-center","V2",0.7
4,7.28,2250,28,"2","blood-transfusion-service-center","V2",0.7
2,8.5,2250,36,"1","blood-transfusion-service-center","V2",0.7
2,0.45,500,2,"1","blood-transfusion-service-center","V2",0.7
2,-1.43,500,2,"1","blood-transfusion-service-center","V2",0.7
2,4.79,500,2,"1","blood-transfusion-service-center","V2",0.7
2,14.36,2750,46,"1","blood-transfusion-service-center","V2",0.7
2,4.38,2750,46,"2","blood-transfusion-service-center","V2",0.7
2,5.63,1500,22,"1","blood-transfusion-service-center","V2",0.7
2,7.28,3000,52,"1","blood-transfusion-service-center","V2",0.7
4,2,1250,14,"2","blood-transfusion-service-center","V2",0.7
4,22.54,4750,69,"2","blood-transfusion-service-center","V2",0.7
4,1.32,2000,26,"2","blood-transfusion-service-center","V2",0.7
2,9.57,1750,28,"2","blood-transfusion-service-center","V2",0.7
2,13.4,4000,81,"1","blood-transfusion-service-center","V2",0.7
3,6.33,1500,21,"1","blood-transfusion-service-center","V2",0.7
2,12.67,1750,29,"1","blood-transfusion-service-center","V2",0.7
2,8.52,2000,35,"2","blood-transfusion-service-center","V2",0.7
2,6.81,2500,49,"1","blood-transfusion-service-center","V2",0.7
4,8.7,1250,16,"2","blood-transfusion-service-center","V2",0.7
2,0.34,750,9,"2","blood-transfusion-service-center","V2",0.7
3,21.71,4000,74,"1","blood-transfusion-service-center","V2",0.7
2,8.75,1000,14,"2","blood-transfusion-service-center","V2",0.7
0,3.78,500,4,"1","blood-transfusion-service-center","V2",0.7
4,8.19,1750,25,"1","blood-transfusion-service-center","V2",0.7
1,7.87,2250,51,"1","blood-transfusion-service-center","V2",0.7
2,-3.4,1000,16,"1","blood-transfusion-service-center","V2",0.7
2,9.29,1000,16,"1","blood-transfusion-service-center","V2",0.7
4,17.32,4250,71,"2","blood-transfusion-service-center","V2",0.7
2,-1.15,500,4,"1","blood-transfusion-service-center","V2",0.7
2,-0.01,500,4,"2","blood-transfusion-service-center","V2",0.7
2,-2.03,500,4,"2","blood-transfusion-service-center","V2",0.7
2,4.12,1000,16,"2","blood-transfusion-service-center","V2",0.7
2,-1.28,500,4,"1","blood-transfusion-service-center","V2",0.7
2,-9.29,500,4,"1","blood-transfusion-service-center","V2",0.7
2,1.31,500,4,"1","blood-transfusion-service-center","V2",0.7
4,-1.4,1500,23,"2","blood-transfusion-service-center","V2",0.7
2,3.08,1000,16,"1","blood-transfusion-service-center","V2",0.7
2,0.31,1000,16,"1","blood-transfusion-service-center","V2",0.7
2,6.49,1000,16,"1","blood-transfusion-service-center","V2",0.7
2,6.02,1500,28,"2","blood-transfusion-service-center","V2",0.7
2,11.83,1500,28,"1","blood-transfusion-service-center","V2",0.7
4,1.53,500,4,"1","blood-transfusion-service-center","V2",0.7
4,-5.18,500,4,"1","blood-transfusion-service-center","V2",0.7
4,2,500,4,"1","blood-transfusion-service-center","V2",0.7
2,11.25,1750,35,"2","blood-transfusion-service-center","V2",0.7
