"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
20.87,50,12500,98,"2","blood-transfusion-service-center","V1",0.9
-3,13,3250,28,"2","blood-transfusion-service-center","V1",0.9
9.4,16,4000,35,"2","blood-transfusion-service-center","V1",0.9
5.51,20,5000,45,"2","blood-transfusion-service-center","V1",0.9
9.85,24,6000,77,"1","blood-transfusion-service-center","V1",0.9
-0.79,4,1000,4,"1","blood-transfusion-service-center","V1",0.9
4.07,7,1750,14,"2","blood-transfusion-service-center","V1",0.9
-0.54,12,3000,35,"1","blood-transfusion-service-center","V1",0.9
-6.65,9,2250,22,"2","blood-transfusion-service-center","V1",0.9
3.54,46,11500,98,"2","blood-transfusion-service-center","V1",0.9
11.76,23,5750,58,"1","blood-transfusion-service-center","V1",0.9
-0.07,3,750,4,"1","blood-transfusion-service-center","V1",0.9
17.98,10,2500,28,"2","blood-transfusion-service-center","V1",0.9
-5.47,13,3250,47,"1","blood-transfusion-service-center","V1",0.9
0.86,6,1500,15,"2","blood-transfusion-service-center","V1",0.9
-3.56,5,1250,11,"2","blood-transfusion-service-center","V1",0.9
2.8,14,3500,48,"2","blood-transfusion-service-center","V1",0.9
3.59,15,3750,49,"2","blood-transfusion-service-center","V1",0.9
-3.68,6,1500,15,"2","blood-transfusion-service-center","V1",0.9
-4.02,3,750,4,"2","blood-transfusion-service-center","V1",0.9
4.59,3,750,4,"2","blood-transfusion-service-center","V1",0.9
4.43,11,2750,28,"1","blood-transfusion-service-center","V1",0.9
8.75,6,1500,16,"2","blood-transfusion-service-center","V1",0.9
6.25,6,1500,16,"2","blood-transfusion-service-center","V1",0.9
14.61,9,2250,16,"1","blood-transfusion-service-center","V1",0.9
4.79,14,3500,40,"1","blood-transfusion-service-center","V1",0.9
-5.08,6,1500,14,"1","blood-transfusion-service-center","V1",0.9
15.14,12,3000,34,"2","blood-transfusion-service-center","V1",0.9
4.13,5,1250,11,"2","blood-transfusion-service-center","V1",0.9
-1.52,8,2000,21,"1","blood-transfusion-service-center","V1",0.9
