"Wifes_age","Wifes_education","Husbands_education","Number_of_children_ever_born","Wifes_religion","Wifes_now_working","Husbands_occupation","Standard_of_living_index","Media_exposure","class","dataset_name","altered_attribute","noise_level"
24,"2","3",2.96,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.4
45,"1","3",9.8,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.4
43,"2","3",7.66,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.4
42,"3","2",8.96,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.4
36,"3","3",8.85,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.4
19,"4","4",1.29,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.4
38,"2","3",6.57,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.4
21,"3","3",0.26,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.4
27,"2","3",3.85,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.4
45,"1","1",7.88,"1","1","2","2","1","P","cmc","Number_of_children_ever_born",0.4
38,"1","3",1.94,"1","0","3","3","1","P","cmc","Number_of_children_ever_born",0.4
42,"1","4",4.03,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.4
44,"4","4",1.93,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.4
42,"2","4",3.08,"1","0","3","3","0","P","cmc","Number_of_children_ever_born",0.4
38,"3","4",2.56,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.4
26,"2","4",-0.43,"1","1","4","1","0","P","cmc","Number_of_children_ever_born",0.4
48,"1","1",7.12,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.4
39,"2","2",6.26,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.4
37,"2","2",9.21,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.4
39,"2","1",4.61,"1","1","2","1","1","P","cmc","Number_of_children_ever_born",0.4
26,"3","4",1.36,"1","0","4","1","0","P","cmc","Number_of_children_ever_born",0.4
24,"3","4",-0.52,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.4
46,"4","4",0.87,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.4
39,"4","4",1.46,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.4
48,"4","4",3.24,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.4
40,"2","4",8.91,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.4
38,"4","4",0.8,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.4
29,"4","4",-0.35,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.4
24,"4","4",-1.28,"1","0","2","2","0","P","cmc","Number_of_children_ever_born",0.4
43,"1","2",8.1,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.4
31,"3","4",2.86,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.4
31,"4","4",3.13,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.4
26,"2","4",-1.6,"1","0","1","2","0","P","cmc","Number_of_children_ever_born",0.4
33,"2","2",1.78,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.4
24,"2","3",0.7,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.4
42,"1","3",9.45,"1","1","3","2","1","P","cmc","Number_of_children_ever_born",0.4
43,"1","2",9.18,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.4
25,"3","3",3.34,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.4
42,"2","2",3.58,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.4
28,"2","2",-0.03,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.4
28,"1","1",2.24,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.4
47,"2","3",1.42,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.4
48,"2","4",1.7,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.4
40,"4","4",0.2,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.4
28,"2","2",0.93,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.4
25,"1","4",1.24,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.4
32,"4","4",0.74,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.4
45,"4","4",2.15,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.4
26,"4","4",1.14,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.4
26,"4","4",-0.41,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.4
31,"4","4",-1.03,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.4
49,"4","4",6.17,"0","1","2","4","0","P","cmc","Number_of_children_ever_born",0.4
40,"3","4",8.81,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.4
34,"4","4",0.63,"0","0","2","3","0","P","cmc","Number_of_children_ever_born",0.4
36,"2","4",6.59,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.4
