"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
2,50,12724.28,98,"2","blood-transfusion-service-center","V3",0.3
0,13,2965.19,28,"2","blood-transfusion-service-center","V3",0.3
1,16,3957.97,35,"2","blood-transfusion-service-center","V3",0.3
2,20,4746.36,45,"2","blood-transfusion-service-center","V3",0.3
1,24,5656.43,77,"1","blood-transfusion-service-center","V3",0.3
4,4,1100.25,4,"1","blood-transfusion-service-center","V3",0.3
2,7,1804.38,14,"2","blood-transfusion-service-center","V3",0.3
1,12,2775.09,35,"1","blood-transfusion-service-center","V3",0.3
2,9,2152.71,22,"2","blood-transfusion-service-center","V3",0.3
5,46,11841.47,98,"2","blood-transfusion-service-center","V3",0.3
4,23,5879.75,58,"1","blood-transfusion-service-center","V3",0.3
0,3,1563.97,4,"1","blood-transfusion-service-center","V3",0.3
2,10,2244.25,28,"2","blood-transfusion-service-center","V3",0.3
1,13,3819.17,47,"1","blood-transfusion-service-center","V3",0.3
2,6,1115.15,15,"2","blood-transfusion-service-center","V3",0.3
2,5,1536.09,11,"2","blood-transfusion-service-center","V3",0.3
2,14,3620.1,48,"2","blood-transfusion-service-center","V3",0.3
2,15,3813.71,49,"2","blood-transfusion-service-center","V3",0.3
2,6,976.96,15,"2","blood-transfusion-service-center","V3",0.3
2,3,317.4,4,"2","blood-transfusion-service-center","V3",0.3
2,3,799.87,4,"2","blood-transfusion-service-center","V3",0.3
4,11,4025.42,28,"1","blood-transfusion-service-center","V3",0.3
2,6,1515.07,16,"2","blood-transfusion-service-center","V3",0.3
2,6,2617.75,16,"2","blood-transfusion-service-center","V3",0.3
9,9,1716.96,16,"1","blood-transfusion-service-center","V3",0.3
4,14,3085.6,40,"1","blood-transfusion-service-center","V3",0.3
4,6,1540.03,14,"1","blood-transfusion-service-center","V3",0.3
4,12,3307.16,34,"2","blood-transfusion-service-center","V3",0.3
4,5,1544.92,11,"2","blood-transfusion-service-center","V3",0.3
4,8,2554.25,21,"1","blood-transfusion-service-center","V3",0.3
1,14,2867.16,58,"1","blood-transfusion-service-center","V3",0.3
4,10,3119.88,28,"2","blood-transfusion-service-center","V3",0.3
4,10,1805.84,28,"2","blood-transfusion-service-center","V3",0.3
4,9,2357.63,26,"2","blood-transfusion-service-center","V3",0.3
2,16,4197.18,64,"1","blood-transfusion-service-center","V3",0.3
2,8,2415.01,28,"2","blood-transfusion-service-center","V3",0.3
2,12,2888.55,47,"2","blood-transfusion-service-center","V3",0.3
4,6,1537.37,16,"2","blood-transfusion-service-center","V3",0.3
2,14,4027.78,57,"2","blood-transfusion-service-center","V3",0.3
4,7,1824.75,22,"2","blood-transfusion-service-center","V3",0.3
2,13,4246.76,53,"2","blood-transfusion-service-center","V3",0.3
2,5,1831.86,16,"1","blood-transfusion-service-center","V3",0.3
2,5,1385.48,16,"2","blood-transfusion-service-center","V3",0.3
2,5,968.38,16,"1","blood-transfusion-service-center","V3",0.3
4,20,4677.13,69,"2","blood-transfusion-service-center","V3",0.3
4,9,2853.41,28,"2","blood-transfusion-service-center","V3",0.3
2,9,2472.01,36,"1","blood-transfusion-service-center","V3",0.3
2,2,592.06,2,"1","blood-transfusion-service-center","V3",0.3
2,2,1103.73,2,"1","blood-transfusion-service-center","V3",0.3
2,2,524.78,2,"1","blood-transfusion-service-center","V3",0.3
2,11,2422.59,46,"1","blood-transfusion-service-center","V3",0.3
2,11,2587.48,46,"2","blood-transfusion-service-center","V3",0.3
