"Wifes_age","Wifes_education","Husbands_education","Number_of_children_ever_born","Wifes_religion","Wifes_now_working","Husbands_occupation","Standard_of_living_index","Media_exposure","class","dataset_name","altered_attribute","noise_level"
24,"2","3",0.83,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.7
45,"1","3",7.85,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.7
43,"2","3",6.06,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.7
42,"3","2",9.42,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.7
36,"3","3",8.04,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.7
19,"4","4",-1.68,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.7
38,"2","3",5.3,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.7
21,"3","3",-0.58,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.7
27,"2","3",2.91,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.7
45,"1","1",6.85,"1","1","2","2","1","P","cmc","Number_of_children_ever_born",0.7
38,"1","3",2.04,"1","0","3","3","1","P","cmc","Number_of_children_ever_born",0.7
42,"1","4",3.49,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.7
44,"4","4",1,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.7
42,"2","4",1.77,"1","0","3","3","0","P","cmc","Number_of_children_ever_born",0.7
38,"3","4",1.44,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.7
26,"2","4",3.53,"1","1","4","1","0","P","cmc","Number_of_children_ever_born",0.7
48,"1","1",6.61,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.7
39,"2","2",6.11,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.7
37,"2","2",10.27,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.7
39,"2","1",2.81,"1","1","2","1","1","P","cmc","Number_of_children_ever_born",0.7
26,"3","4",0.82,"1","0","4","1","0","P","cmc","Number_of_children_ever_born",0.7
24,"3","4",-1.74,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.7
46,"4","4",0.05,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.7
39,"4","4",0.42,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.7
48,"4","4",5.46,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.7
40,"2","4",8.07,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.7
38,"4","4",-2.03,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.7
29,"4","4",1.81,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.7
24,"4","4",-3.09,"1","0","2","2","0","P","cmc","Number_of_children_ever_born",0.7
43,"1","2",6.46,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.7
31,"3","4",0.29,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.7
31,"4","4",-0.23,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.7
26,"2","4",0.36,"1","0","1","2","0","P","cmc","Number_of_children_ever_born",0.7
33,"2","2",3.23,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.7
24,"2","3",1.65,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.7
42,"1","3",11.13,"1","1","3","2","1","P","cmc","Number_of_children_ever_born",0.7
43,"1","2",9.66,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.7
25,"3","3",5.48,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.7
42,"2","2",1,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.7
28,"2","2",1.38,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.7
28,"1","1",3.36,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.7
47,"2","3",-2.12,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.7
48,"2","4",1.2,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.7
40,"4","4",4.73,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.7
28,"2","2",0.87,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.7
25,"1","4",-1.31,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.7
32,"4","4",2.08,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.7
45,"4","4",0.35,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.7
26,"4","4",-0.79,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.7
26,"4","4",0.69,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.7
31,"4","4",-0.08,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.7
49,"4","4",7.2,"0","1","2","4","0","P","cmc","Number_of_children_ever_born",0.7
40,"3","4",8.54,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.7
34,"4","4",2.04,"0","0","2","3","0","P","cmc","Number_of_children_ever_born",0.7
36,"2","4",5.8,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.7
20,"2","2",4.7,"1","1","2","2","1","P","cmc","Number_of_children_ever_born",0.7
43,"4","4",4.68,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.7
37,"3","4",9.81,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.7
21,"2","3",-0.9,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.7
49,"4","4",6.74,"1","1","1","2","0","P","cmc","Number_of_children_ever_born",0.7
42,"3","3",11.23,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.7
20,"2","3",-1.71,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.7
47,"1","2",0.15,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.7
22,"2","3",1.2,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.7
27,"2","4",0.58,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.7
24,"2","4",-0.55,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.7
44,"4","2",6.66,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.7
30,"2","3",1.89,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.7
23,"3","4",3.4,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.7
25,"4","4",0.37,"1","0","3","3","0","P","cmc","Number_of_children_ever_born",0.7
47,"2","3",4.22,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.7
48,"2","3",9.95,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.7
29,"2","3",2.42,"1","1","1","1","0","P","cmc","Number_of_children_ever_born",0.7
29,"2","3",2.63,"1","1","1","2","0","P","cmc","Number_of_children_ever_born",0.7
21,"3","4",1.86,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.7
21,"3","4",2.12,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.7
29,"4","4",1.51,"1","0","2","4","0","P","cmc","Number_of_children_ever_born",0.7
45,"3","4",4.8,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.7
33,"2","3",3.34,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.7
38,"4","4",1.55,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.7
24,"4","4",-1.3,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.7
49,"4","4",8.35,"0","0","1","4","0","P","cmc","Number_of_children_ever_born",0.7
24,"2","4",0.87,"1","0","4","4","0","P","cmc","Number_of_children_ever_born",0.7
28,"4","4",2.49,"0","0","1","4","0","P","cmc","Number_of_children_ever_born",0.7
30,"4","4",3.7,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.7
33,"4","4",3.24,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.7
25,"4","4",5.12,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.7
35,"4","4",7.78,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.7
27,"2","4",4.2,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.7
