"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
2.36,50,12500,98,"2","blood-transfusion-service-center","V1",0.3
-0.02,13,3250,28,"2","blood-transfusion-service-center","V1",0.3
1.58,16,4000,35,"2","blood-transfusion-service-center","V1",0.3
3.62,20,5000,45,"2","blood-transfusion-service-center","V1",0.3
4.11,24,6000,77,"1","blood-transfusion-service-center","V1",0.3
6.05,4,1000,4,"1","blood-transfusion-service-center","V1",0.3
5.98,7,1750,14,"2","blood-transfusion-service-center","V1",0.3
5.45,12,3000,35,"1","blood-transfusion-service-center","V1",0.3
1.01,9,2250,22,"2","blood-transfusion-service-center","V1",0.3
4.31,46,11500,98,"2","blood-transfusion-service-center","V1",0.3
6.5,23,5750,58,"1","blood-transfusion-service-center","V1",0.3
2.31,3,750,4,"1","blood-transfusion-service-center","V1",0.3
0.22,10,2500,28,"2","blood-transfusion-service-center","V1",0.3
3.65,13,3250,47,"1","blood-transfusion-service-center","V1",0.3
-1.38,6,1500,15,"2","blood-transfusion-service-center","V1",0.3
3.35,5,1250,11,"2","blood-transfusion-service-center","V1",0.3
0.13,14,3500,48,"2","blood-transfusion-service-center","V1",0.3
1.85,15,3750,49,"2","blood-transfusion-service-center","V1",0.3
4.39,6,1500,15,"2","blood-transfusion-service-center","V1",0.3
1.07,3,750,4,"2","blood-transfusion-service-center","V1",0.3
-2.16,3,750,4,"2","blood-transfusion-service-center","V1",0.3
1.17,11,2750,28,"1","blood-transfusion-service-center","V1",0.3
-1.44,6,1500,16,"2","blood-transfusion-service-center","V1",0.3
3.22,6,1500,16,"2","blood-transfusion-service-center","V1",0.3
11.17,9,2250,16,"1","blood-transfusion-service-center","V1",0.3
7.43,14,3500,40,"1","blood-transfusion-service-center","V1",0.3
5.44,6,1500,14,"1","blood-transfusion-service-center","V1",0.3
3.53,12,3000,34,"2","blood-transfusion-service-center","V1",0.3
1.97,5,1250,11,"2","blood-transfusion-service-center","V1",0.3
2.27,8,2000,21,"1","blood-transfusion-service-center","V1",0.3
5.79,14,3500,58,"1","blood-transfusion-service-center","V1",0.3
4.84,10,2500,28,"2","blood-transfusion-service-center","V1",0.3
2.06,10,2500,28,"2","blood-transfusion-service-center","V1",0.3
5.44,9,2250,26,"2","blood-transfusion-service-center","V1",0.3
0.01,16,4000,64,"1","blood-transfusion-service-center","V1",0.3
3.59,8,2000,28,"2","blood-transfusion-service-center","V1",0.3
3.29,12,3000,47,"2","blood-transfusion-service-center","V1",0.3
5.9,6,1500,16,"2","blood-transfusion-service-center","V1",0.3
-0.63,14,3500,57,"2","blood-transfusion-service-center","V1",0.3
4,7,1750,22,"2","blood-transfusion-service-center","V1",0.3
-1.82,13,3250,53,"2","blood-transfusion-service-center","V1",0.3
-1.1,5,1250,16,"1","blood-transfusion-service-center","V1",0.3
2.36,5,1250,16,"2","blood-transfusion-service-center","V1",0.3
2.35,5,1250,16,"1","blood-transfusion-service-center","V1",0.3
3.65,20,5000,69,"2","blood-transfusion-service-center","V1",0.3
4.37,9,2250,28,"2","blood-transfusion-service-center","V1",0.3
-1.95,9,2250,36,"1","blood-transfusion-service-center","V1",0.3
