"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
5.1,3.5,-1.07,0.2,"Iris_setosa","iris","petallength",0.9
4.9,3,4.45,0.2,"Iris_setosa","iris","petallength",0.9
4.7,3.2,-1.65,0.2,"Iris_setosa","iris","petallength",0.9
4.6,3.1,-1.84,0.2,"Iris_setosa","iris","petallength",0.9
5,3.6,2.51,0.2,"Iris_setosa","iris","petallength",0.9
5.4,3.9,3.14,0.4,"Iris_setosa","iris","petallength",0.9
4.6,3.4,1.09,0.3,"Iris_setosa","iris","petallength",0.9
5,3.4,1.17,0.2,"Iris_setosa","iris","petallength",0.9
4.4,2.9,2.55,0.2,"Iris_setosa","iris","petallength",0.9
4.9,3.1,3.72,0.1,"Iris_setosa","iris","petallength",0.9
5.4,3.7,-1.03,0.2,"Iris_setosa","iris","petallength",0.9
4.8,3.4,3.67,0.2,"Iris_setosa","iris","petallength",0.9
4.8,3,1.71,0.1,"Iris_setosa","iris","petallength",0.9
4.3,3,0.56,0.1,"Iris_setosa","iris","petallength",0.9
5.8,4,3.21,0.2,"Iris_setosa","iris","petallength",0.9
5.7,4.4,2.99,0.4,"Iris_setosa","iris","petallength",0.9
5.4,3.9,3.33,0.4,"Iris_setosa","iris","petallength",0.9
5.1,3.5,0.94,0.3,"Iris_setosa","iris","petallength",0.9
5.7,3.8,2.93,0.3,"Iris_setosa","iris","petallength",0.9
5.1,3.8,1.97,0.3,"Iris_setosa","iris","petallength",0.9
5.4,3.4,0.88,0.2,"Iris_setosa","iris","petallength",0.9
5.1,3.7,4.29,0.4,"Iris_setosa","iris","petallength",0.9
4.6,3.6,1.26,0.2,"Iris_setosa","iris","petallength",0.9
5.1,3.3,1.61,0.5,"Iris_setosa","iris","petallength",0.9
4.8,3.4,2.74,0.2,"Iris_setosa","iris","petallength",0.9
5,3,2.22,0.2,"Iris_setosa","iris","petallength",0.9
5,3.4,0.48,0.4,"Iris_setosa","iris","petallength",0.9
5.2,3.5,1.42,0.2,"Iris_setosa","iris","petallength",0.9
5.2,3.4,5.54,0.2,"Iris_setosa","iris","petallength",0.9
4.7,3.2,1.48,0.2,"Iris_setosa","iris","petallength",0.9
4.8,3.1,1.13,0.2,"Iris_setosa","iris","petallength",0.9
5.4,3.4,2.67,0.4,"Iris_setosa","iris","petallength",0.9
5.2,4.1,2.14,0.1,"Iris_setosa","iris","petallength",0.9
5.5,4.2,0.55,0.2,"Iris_setosa","iris","petallength",0.9
4.9,3.1,-0.22,0.1,"Iris_setosa","iris","petallength",0.9
5,3.2,2.55,0.2,"Iris_setosa","iris","petallength",0.9
5.5,3.5,1.49,0.2,"Iris_setosa","iris","petallength",0.9
4.9,3.1,2.27,0.1,"Iris_setosa","iris","petallength",0.9
4.4,3,0.84,0.2,"Iris_setosa","iris","petallength",0.9
5.1,3.4,-1.12,0.2,"Iris_setosa","iris","petallength",0.9
5,3.5,1.41,0.3,"Iris_setosa","iris","petallength",0.9
4.5,2.3,5.1,0.3,"Iris_setosa","iris","petallength",0.9
4.4,3.2,-1.02,0.2,"Iris_setosa","iris","petallength",0.9
5,3.5,0.04,0.6,"Iris_setosa","iris","petallength",0.9
5.1,3.8,-0.22,0.4,"Iris_setosa","iris","petallength",0.9
4.8,3,0.82,0.3,"Iris_setosa","iris","petallength",0.9
5.1,3.8,3.79,0.2,"Iris_setosa","iris","petallength",0.9
4.6,3.2,1.16,0.2,"Iris_setosa","iris","petallength",0.9
5.3,3.7,1.09,0.2,"Iris_setosa","iris","petallength",0.9
5,3.3,-0.65,0.2,"Iris_setosa","iris","petallength",0.9
7,3.2,4.8,1.4,"Iris_versicolor","iris","petallength",0.9
6.4,3.2,6.14,1.5,"Iris_versicolor","iris","petallength",0.9
6.9,3.1,8.49,1.5,"Iris_versicolor","iris","petallength",0.9
5.5,2.3,6.09,1.3,"Iris_versicolor","iris","petallength",0.9
