"variance","skewness","curtosis","entropy","class","dataset_name","altered_attribute","noise_level"
3.6216,6.95,-2.8073,-0.44699,"0","banknote","skewness",0.2
4.5459,8.69,-2.4586,-1.4621,"0","banknote","skewness",0.2
3.866,-2.98,1.9242,0.10645,"0","banknote","skewness",0.2
3.4566,10.14,-4.0112,-3.5944,"0","banknote","skewness",0.2
0.32924,-3.48,4.5718,-0.9888,"0","banknote","skewness",0.2
4.3684,9.96,-3.9606,-3.1625,"0","banknote","skewness",0.2
3.5912,4.68,0.72888,0.56421,"0","banknote","skewness",0.2
2.0922,-8.64,8.4636,-0.60216,"0","banknote","skewness",0.2
3.2032,4.46,-0.75345,-0.61251,"0","banknote","skewness",0.2
1.5356,10.07,-2.2718,-0.73535,"0","banknote","skewness",0.2
1.2247,9,-2.2135,-0.80647,"0","banknote","skewness",0.2
3.9899,-3.99,2.3946,0.86291,"0","banknote","skewness",0.2
1.8993,9.04,0.15394,-3.1108,"0","banknote","skewness",0.2
-1.5768,10.61,2.5462,-2.9362,"0","banknote","skewness",0.2
3.404,7.33,-2.9915,-0.57242,"0","banknote","skewness",0.2
4.6765,-2.74,3.4896,1.4771,"0","banknote","skewness",0.2
2.6719,1.74,0.37158,0.58619,"0","banknote","skewness",0.2
0.80355,2.87,4.3439,0.6017,"0","banknote","skewness",0.2
1.4479,-5.18,8.3428,-2.1086,"0","banknote","skewness",0.2
5.2423,12.69,-4.353,-4.1013,"0","banknote","skewness",0.2
5.7867,6.74,-2.6196,-0.48708,"0","banknote","skewness",0.2
0.3292,-4.39,4.5718,-0.9888,"0","banknote","skewness",0.2
3.9362,9.61,-3.8235,-4.0172,"0","banknote","skewness",0.2
0.93584,8.36,-1.6831,-1.6599,"0","banknote","skewness",0.2
4.4338,8.97,-4.6795,-3.7483,"0","banknote","skewness",0.2
0.7057,-2.52,8.3368,-2.8715,"0","banknote","skewness",0.2
1.1432,-3.34,5.5777,-0.63578,"0","banknote","skewness",0.2
-0.38214,9.17,2.1624,-3.7405,"0","banknote","skewness",0.2
6.5633,8.4,-4.4113,-3.2258,"0","banknote","skewness",0.2
4.8906,-2.57,3.4202,1.0905,"0","banknote","skewness",0.2
-0.24811,0.31,4.9068,0.15429,"0","banknote","skewness",0.2
1.4884,3.53,3.308,0.48921,"0","banknote","skewness",0.2
4.2969,7.93,-2.3874,-0.96164,"0","banknote","skewness",0.2
-0.96511,11.92,1.7305,-4.8629,"0","banknote","skewness",0.2
-1.6162,0.35,8.1628,0.60817,"0","banknote","skewness",0.2
2.4391,6.92,-0.80743,-0.69139,"0","banknote","skewness",0.2
2.6881,5.29,-0.46641,-0.69268,"0","banknote","skewness",0.2
3.6289,-0.44,1.6277,0.77627,"0","banknote","skewness",0.2
4.5679,4.78,-2.1055,0.29653,"0","banknote","skewness",0.2
3.4805,9.84,-3.7541,-3.4379,"0","banknote","skewness",0.2
4.1711,8.59,-3.0224,-0.59699,"0","banknote","skewness",0.2
-0.2062,11.81,-3.7044,-6.8103,"0","banknote","skewness",0.2
-0.00689189999999999,11.08,-0.41243,-1.9638,"0","banknote","skewness",0.2
0.96441,5.07,2.3235,0.066365,"0","banknote","skewness",0.2
2.8561,7.86,-0.79372,0.48403,"0","banknote","skewness",0.2
-0.7869,7.09,-3.7867,-7.5034,"0","banknote","skewness",0.2
2.0843,7.57,0.48382,-2.2134,"0","banknote","skewness",0.2
-0.7869,8.62,-3.7867,-7.5034,"0","banknote","skewness",0.2
3.9102,3.98,-2.4534,-0.68234,"0","banknote","skewness",0.2
1.6349,2.71,2.8753,0.087054,"0","banknote","skewness",0.2
4.3239,-5.14,3.4356,-0.5776,"0","banknote","skewness",0.2
5.262,4.35,-1.5572,1.0103,"0","banknote","skewness",0.2
3.1452,5.37,-0.51439,-1.4944,"0","banknote","skewness",0.2
2.549,7.77,-1.1605,-1.2371,"0","banknote","skewness",0.2
4.9264,5.52,-2.4774,-0.50648,"0","banknote","skewness",0.2
4.8265,2.01,1.6371,1.1875,"0","banknote","skewness",0.2
2.5635,6.71,-0.61979,0.38576,"0","banknote","skewness",0.2
5.807,4.44,-2.2384,0.43878,"0","banknote","skewness",0.2
3.1377,-4.94,4.5701,0.98963,"0","banknote","skewness",0.2
-0.78289,9.18,-0.37644,-7.0495,"0","banknote","skewness",0.2
2.888,1.53,4.5907,-0.24398,"0","banknote","skewness",0.2
0.49665,7.64,1.7785,-0.47156,"0","banknote","skewness",0.2
4.2586,10.68,-4.0943,-4.3457,"0","banknote","skewness",0.2
1.7939,-0.91,1.5454,-0.26079,"0","banknote","skewness",0.2
5.4021,2.71,-1.1536,1.5651,"0","banknote","skewness",0.2
2.5367,3.06,2.0938,0.20085,"0","banknote","skewness",0.2
4.6054,-4.91,2.7587,0.31981,"0","banknote","skewness",0.2
2.4235,10.65,-3.0789,-2.7746,"0","banknote","skewness",0.2
1.0009,8.61,-0.28219,-2.6608,"0","banknote","skewness",0.2
0.12326,11.32,-0.9351,-2.4332,"0","banknote","skewness",0.2
3.9529,-3.43,2.3792,0.48274,"0","banknote","skewness",0.2
4.1373,0.13,1.093,1.8276,"0","banknote","skewness",0.2
4.7181,10.68,-3.9486,-3.8582,"0","banknote","skewness",0.2
4.1654,-3.8,3.643,1.0879,"0","banknote","skewness",0.2
4.4069,10.27,-4.5775,-4.4271,"0","banknote","skewness",0.2
2.3066,2.71,0.57551,0.41938,"0","banknote","skewness",0.2
3.7935,6.5,-2.5477,-1.872,"0","banknote","skewness",0.2
0.049175,6.15,1.7828,-0.72113,"0","banknote","skewness",0.2
0.24835,7.09,0.9885,-0.87371,"0","banknote","skewness",0.2
1.1317,3.45,3.3979,0.84351,"0","banknote","skewness",0.2
2.8033,7.22,-3.3668,-1.0224,"0","banknote","skewness",0.2
4.4682,3.8,0.95766,0.83058,"0","banknote","skewness",0.2
5.0185,8.09,-2.9375,-1.281,"0","banknote","skewness",0.2
1.8664,6.57,-0.23849,-2.9634,"0","banknote","skewness",0.2
3.245,3.67,-0.63435,0.86937,"0","banknote","skewness",0.2
4.0296,2.37,0.80685,0.71679,"0","banknote","skewness",0.2
-1.1313,2.08,7.5339,1.022,"0","banknote","skewness",0.2
0.87603,8.61,0.84198,-0.17156,"0","banknote","skewness",0.2
4.1197,-3.73,2.0707,0.67412,"0","banknote","skewness",0.2
3.8027,4.29,2.1041,1.0245,"0","banknote","skewness",0.2
1.4806,6.57,-2.7876,-1.0341,"0","banknote","skewness",0.2
4.0632,4.05,0.72545,0.39481,"0","banknote","skewness",0.2
4.3064,8.06,-2.7824,-1.4336,"0","banknote","skewness",0.2
2.4486,-5.93,7.9632,0.20602,"0","banknote","skewness",0.2
3.2718,2.08,2.1161,0.61334,"0","banknote","skewness",0.2
-0.64472,-3.76,8.347,-2.7099,"0","banknote","skewness",0.2
2.9543,1.69,0.64577,0.89394,"0","banknote","skewness",0.2
2.1616,-6.9,8.1517,-0.081048,"0","banknote","skewness",0.2
3.82,10.35,-4.0112,-5.0284,"0","banknote","skewness",0.2
-2.7419,11.27,2.5394,-5.5793,"0","banknote","skewness",0.2
3.3669,-5.53,3.6935,-1.1427,"0","banknote","skewness",0.2
4.5597,-2.76,2.6413,1.6168,"0","banknote","skewness",0.2
5.1129,1.24,0.62863,1.1189,"0","banknote","skewness",0.2
3.3397,-3.93,3.9823,-0.23751,"0","banknote","skewness",0.2
4.2027,1.11,0.96108,0.97282,"0","banknote","skewness",0.2
3.5438,0.46,1.997,2.1547,"0","banknote","skewness",0.2
2.3136,10.41,-3.5288,-4.7672,"0","banknote","skewness",0.2
-1.8584,6.49,-1.6643,-1.8384,"0","banknote","skewness",0.2
3.106,9.74,-4.2536,-4.003,"0","banknote","skewness",0.2
2.9163,9.36,-3.3437,-4.122,"0","banknote","skewness",0.2
3.9922,-5.73,3.7304,-0.1095,"0","banknote","skewness",0.2
1.518,7.77,0.094818,-0.026738,"0","banknote","skewness",0.2
3.2351,10.69,-3.2074,-2.5948,"0","banknote","skewness",0.2
4.2188,8.64,-1.2804,0.76076,"0","banknote","skewness",0.2
1.7819,7.85,-1.2744,-1.5759,"0","banknote","skewness",0.2
2.5331,1.45,-0.822,-0.12243,"0","banknote","skewness",0.2
3.8969,7.3,-1.8245,0.14007,"0","banknote","skewness",0.2
2.108,5.62,-0.1708,0.4905,"0","banknote","skewness",0.2
2.8969,3.03,2.29,1.8663,"0","banknote","skewness",0.2
0.9297,-5.21,4.6429,-0.2957,"0","banknote","skewness",0.2
3.4642,10.45,-3.4071,-4.109,"0","banknote","skewness",0.2
4.0713,10.89,-4.1722,-4.7582,"0","banknote","skewness",0.2
-1.4572,9.48,1.7425,-5.1241,"0","banknote","skewness",0.2
-1.5075,0.04,7.1466,0.89136,"0","banknote","skewness",0.2
-0.91718,9.7,1.1804,-5.2263,"0","banknote","skewness",0.2
2.994,6.98,-1.2153,0.3211,"0","banknote","skewness",0.2
-2.343,13.3,3.3285,-5.9426,"0","banknote","skewness",0.2
3.7818,-2.92,2.2558,-0.15734,"0","banknote","skewness",0.2
4.6689,0.61,0.055404,1.909,"0","banknote","skewness",0.2
3.4663,-0.37,1.7425,1.3388,"0","banknote","skewness",0.2
3.2697,-5.28,3.6884,-0.29829,"0","banknote","skewness",0.2
5.1302,9.24,-2.8913,-1.5086,"0","banknote","skewness",0.2
2.0139,7.86,0.37929,0.56938,"0","banknote","skewness",0.2
0.4339,4.47,2.033,-0.40432,"0","banknote","skewness",0.2
-1.0401,9.46,0.85998,-5.3336,"0","banknote","skewness",0.2
4.1605,11.34,-3.6136,-4.0819,"0","banknote","skewness",0.2
5.438,11.78,-4.9417,-3.9202,"0","banknote","skewness",0.2
5.032,6.51,-2.6256,-1.0341,"0","banknote","skewness",0.2
5.2418,12.65,-4.1174,-4.2797,"0","banknote","skewness",0.2
-0.2062,8.92,-3.7044,-6.8103,"0","banknote","skewness",0.2
2.0911,2.46,4.5512,1.234,"0","banknote","skewness",0.2
1.7317,-1.91,4.1905,-0.99138,"0","banknote","skewness",0.2
4.1736,3.13,-1.4244,0.60429,"0","banknote","skewness",0.2
3.9232,-2.92,3.4579,0.83705,"0","banknote","skewness",0.2
3.8481,12.21,-3.8561,-4.2228,"0","banknote","skewness",0.2
0.5195,-4.65,3.0895,-0.9849,"0","banknote","skewness",0.2
3.8584,3.32,1.1033,1.7008,"0","banknote","skewness",0.2
1.7496,-0.51,5.1827,1.2922,"0","banknote","skewness",0.2
3.6277,-0.51,0.68861,0.63403,"0","banknote","skewness",0.2
2.7391,7.45,0.071684,-2.5302,"0","banknote","skewness",0.2
4.5447,6.77,-2.4166,-1.5875,"0","banknote","skewness",0.2
-1.7599,13.87,2.6756,-3.3241,"0","banknote","skewness",0.2
5.0691,1.4,0.20278,1.2095,"0","banknote","skewness",0.2
3.4591,11.02,-4.2039,-5.0931,"0","banknote","skewness",0.2
1.9358,10.11,-0.023425,-2.2586,"0","banknote","skewness",0.2
2.486,-1.85,5.3404,-0.15475,"0","banknote","skewness",0.2
2.4226,-2.88,5.947,0.21507,"0","banknote","skewness",0.2
3.9479,-3.48,2.883,0.019813,"0","banknote","skewness",0.2
2.2634,-2.8,3.6558,-0.61251,"0","banknote","skewness",0.2
1.3566,4.4,2.1341,0.3211,"0","banknote","skewness",0.2
5.0452,3.65,-1.4304,0.86291,"0","banknote","skewness",0.2
3.5499,8.69,-3.2794,-1.2009,"0","banknote","skewness",0.2
0.17346,7.68,0.26876,-3.7883,"0","banknote","skewness",0.2
2.4008,8.54,-3.3565,-3.3526,"0","banknote","skewness",0.2
4.8851,2.14,-0.00029081,1.6401,"0","banknote","skewness",0.2
4.1927,-3.15,2.5839,0.21766,"0","banknote","skewness",0.2
1.1166,7.25,-0.96252,-1.8112,"0","banknote","skewness",0.2
1.0235,6.95,-2.0062,-2.7125,"0","banknote","skewness",0.2
-1.803,11.05,2.0458,-5.2728,"0","banknote","skewness",0.2
0.11739,5.91,-1.5495,-2.4746,"0","banknote","skewness",0.2
0.5706,-1.21,1.2421,-0.5621,"0","banknote","skewness",0.2
4.0552,-3.9,2.2806,1.0323,"0","banknote","skewness",0.2
-1.6952,2.83,8.8294,0.94955,"0","banknote","skewness",0.2
-1.1193,9.87,2.0938,-5.6504,"0","banknote","skewness",0.2
1.8799,3.92,2.4931,0.37671,"0","banknote","skewness",0.2
3.583,-3.77,3.4391,-0.12501,"0","banknote","skewness",0.2
0.19081,6.16,-3.725,-5.8224,"0","banknote","skewness",0.2
3.6582,6.52,-1.7157,-0.23751,"0","banknote","skewness",0.2
-0.13144,0.09,8.3316,0.35214,"0","banknote","skewness",0.2
2.3925,9.81,-3.0361,-2.8224,"0","banknote","skewness",0.2
