"variance","skewness","curtosis","entropy","class","dataset_name","altered_attribute","noise_level"
3.6216,3.94,-2.8073,-0.44699,"0","banknote","skewness",0.7
4.5459,9.36,-2.4586,-1.4621,"0","banknote","skewness",0.7
3.866,-5.34,1.9242,0.10645,"0","banknote","skewness",0.7
3.4566,12.45,-4.0112,-3.5944,"0","banknote","skewness",0.7
0.32924,-7.97,4.5718,-0.9888,"0","banknote","skewness",0.7
4.3684,2.37,-3.9606,-3.1625,"0","banknote","skewness",0.7
3.5912,0.63,0.72888,0.56421,"0","banknote","skewness",0.7
2.0922,-5.72,8.4636,-0.60216,"0","banknote","skewness",0.7
3.2032,0.6,-0.75345,-0.61251,"0","banknote","skewness",0.7
1.5356,9.54,-2.2718,-0.73535,"0","banknote","skewness",0.7
1.2247,10.96,-2.2135,-0.80647,"0","banknote","skewness",0.7
3.9899,4.53,2.3946,0.86291,"0","banknote","skewness",0.7
1.8993,15.58,0.15394,-3.1108,"0","banknote","skewness",0.7
-1.5768,15.28,2.5462,-2.9362,"0","banknote","skewness",0.7
3.404,11.06,-2.9915,-0.57242,"0","banknote","skewness",0.7
4.6765,1.95,3.4896,1.4771,"0","banknote","skewness",0.7
2.6719,1.2,0.37158,0.58619,"0","banknote","skewness",0.7
0.80355,-5.69,4.3439,0.6017,"0","banknote","skewness",0.7
1.4479,-1.37,8.3428,-2.1086,"0","banknote","skewness",0.7
5.2423,13.29,-4.353,-4.1013,"0","banknote","skewness",0.7
5.7867,10.23,-2.6196,-0.48708,"0","banknote","skewness",0.7
0.3292,-2.15,4.5718,-0.9888,"0","banknote","skewness",0.7
3.9362,1.59,-3.8235,-4.0172,"0","banknote","skewness",0.7
0.93584,10.54,-1.6831,-1.6599,"0","banknote","skewness",0.7
4.4338,9.26,-4.6795,-3.7483,"0","banknote","skewness",0.7
0.7057,-5.58,8.3368,-2.8715,"0","banknote","skewness",0.7
1.1432,-1.86,5.5777,-0.63578,"0","banknote","skewness",0.7
-0.38214,9.66,2.1624,-3.7405,"0","banknote","skewness",0.7
6.5633,7.73,-4.4113,-3.2258,"0","banknote","skewness",0.7
4.8906,-5.45,3.4202,1.0905,"0","banknote","skewness",0.7
-0.24811,2.81,4.9068,0.15429,"0","banknote","skewness",0.7
1.4884,9.08,3.308,0.48921,"0","banknote","skewness",0.7
4.2969,4.17,-2.3874,-0.96164,"0","banknote","skewness",0.7
-0.96511,9.04,1.7305,-4.8629,"0","banknote","skewness",0.7
-1.6162,1.21,8.1628,0.60817,"0","banknote","skewness",0.7
2.4391,0.82,-0.80743,-0.69139,"0","banknote","skewness",0.7
2.6881,2.45,-0.46641,-0.69268,"0","banknote","skewness",0.7
3.6289,6.48,1.6277,0.77627,"0","banknote","skewness",0.7
4.5679,-5.24,-2.1055,0.29653,"0","banknote","skewness",0.7
3.4805,4.19,-3.7541,-3.4379,"0","banknote","skewness",0.7
4.1711,9.66,-3.0224,-0.59699,"0","banknote","skewness",0.7
-0.2062,3.85,-3.7044,-6.8103,"0","banknote","skewness",0.7
-0.00689189999999999,3.63,-0.41243,-1.9638,"0","banknote","skewness",0.7
0.96441,3.83,2.3235,0.066365,"0","banknote","skewness",0.7
2.8561,11.34,-0.79372,0.48403,"0","banknote","skewness",0.7
-0.7869,9.11,-3.7867,-7.5034,"0","banknote","skewness",0.7
2.0843,1.13,0.48382,-2.2134,"0","banknote","skewness",0.7
-0.7869,15.72,-3.7867,-7.5034,"0","banknote","skewness",0.7
3.9102,5.25,-2.4534,-0.68234,"0","banknote","skewness",0.7
1.6349,3.21,2.8753,0.087054,"0","banknote","skewness",0.7
4.3239,-3.91,3.4356,-0.5776,"0","banknote","skewness",0.7
5.262,3.46,-1.5572,1.0103,"0","banknote","skewness",0.7
3.1452,5.81,-0.51439,-1.4944,"0","banknote","skewness",0.7
2.549,6.36,-1.1605,-1.2371,"0","banknote","skewness",0.7
4.9264,7.38,-2.4774,-0.50648,"0","banknote","skewness",0.7
4.8265,4.8,1.6371,1.1875,"0","banknote","skewness",0.7
2.5635,0.97,-0.61979,0.38576,"0","banknote","skewness",0.7
5.807,7.81,-2.2384,0.43878,"0","banknote","skewness",0.7
3.1377,-1.41,4.5701,0.98963,"0","banknote","skewness",0.7
-0.78289,7.92,-0.37644,-7.0495,"0","banknote","skewness",0.7
2.888,-11.23,4.5907,-0.24398,"0","banknote","skewness",0.7
0.49665,0.76,1.7785,-0.47156,"0","banknote","skewness",0.7
4.2586,17.32,-4.0943,-4.3457,"0","banknote","skewness",0.7
1.7939,-3.05,1.5454,-0.26079,"0","banknote","skewness",0.7
5.4021,5.63,-1.1536,1.5651,"0","banknote","skewness",0.7
2.5367,-0.61,2.0938,0.20085,"0","banknote","skewness",0.7
4.6054,-11.26,2.7587,0.31981,"0","banknote","skewness",0.7
2.4235,8.6,-3.0789,-2.7746,"0","banknote","skewness",0.7
1.0009,9.98,-0.28219,-2.6608,"0","banknote","skewness",0.7
0.12326,11.77,-0.9351,-2.4332,"0","banknote","skewness",0.7
3.9529,4.43,2.3792,0.48274,"0","banknote","skewness",0.7
4.1373,5.64,1.093,1.8276,"0","banknote","skewness",0.7
4.7181,9.15,-3.9486,-3.8582,"0","banknote","skewness",0.7
4.1654,-2.84,3.643,1.0879,"0","banknote","skewness",0.7
4.4069,15.66,-4.5775,-4.4271,"0","banknote","skewness",0.7
2.3066,7.59,0.57551,0.41938,"0","banknote","skewness",0.7
3.7935,-0.63,-2.5477,-1.872,"0","banknote","skewness",0.7
0.049175,9.5,1.7828,-0.72113,"0","banknote","skewness",0.7
0.24835,2.62,0.9885,-0.87371,"0","banknote","skewness",0.7
1.1317,-4.57,3.3979,0.84351,"0","banknote","skewness",0.7
2.8033,8.03,-3.3668,-1.0224,"0","banknote","skewness",0.7
4.4682,-6.04,0.95766,0.83058,"0","banknote","skewness",0.7
5.0185,1.47,-2.9375,-1.281,"0","banknote","skewness",0.7
1.8664,4.78,-0.23849,-2.9634,"0","banknote","skewness",0.7
3.245,10.09,-0.63435,0.86937,"0","banknote","skewness",0.7
4.0296,-2.23,0.80685,0.71679,"0","banknote","skewness",0.7
-1.1313,-1.35,7.5339,1.022,"0","banknote","skewness",0.7
0.87603,1.55,0.84198,-0.17156,"0","banknote","skewness",0.7
4.1197,2.23,2.0707,0.67412,"0","banknote","skewness",0.7
3.8027,0.98,2.1041,1.0245,"0","banknote","skewness",0.7
1.4806,7.31,-2.7876,-1.0341,"0","banknote","skewness",0.7
4.0632,-2.91,0.72545,0.39481,"0","banknote","skewness",0.7
4.3064,4.19,-2.7824,-1.4336,"0","banknote","skewness",0.7
2.4486,-4.73,7.9632,0.20602,"0","banknote","skewness",0.7
