"Wifes_age","Wifes_education","Husbands_education","Number_of_children_ever_born","Wifes_religion","Wifes_now_working","Husbands_occupation","Standard_of_living_index","Media_exposure","class","dataset_name","altered_attribute","noise_level"
21.03,"2","3",3,"1","1","2","3","0","P","cmc","Wifes_age",0.4
42.69,"1","3",10,"1","1","3","4","0","P","cmc","Wifes_age",0.4
46,"2","3",7,"1","1","3","4","0","P","cmc","Wifes_age",0.4
40.71,"3","2",9,"1","1","3","3","0","P","cmc","Wifes_age",0.4
35.41,"3","3",8,"1","1","3","2","0","P","cmc","Wifes_age",0.4
16.48,"4","4",0,"1","1","3","3","0","P","cmc","Wifes_age",0.4
36.41,"2","3",6,"1","1","3","2","0","P","cmc","Wifes_age",0.4
16.15,"3","3",1,"1","0","3","2","0","P","cmc","Wifes_age",0.4
23.35,"2","3",3,"1","1","3","4","0","P","cmc","Wifes_age",0.4
44.54,"1","1",8,"1","1","2","2","1","P","cmc","Wifes_age",0.4
36.91,"1","3",2,"1","0","3","3","1","P","cmc","Wifes_age",0.4
40.84,"1","4",4,"1","1","1","3","0","P","cmc","Wifes_age",0.4
46.27,"4","4",1,"1","0","1","4","0","P","cmc","Wifes_age",0.4
43.57,"2","4",1,"1","0","3","3","0","P","cmc","Wifes_age",0.4
45.93,"3","4",2,"1","1","2","3","0","P","cmc","Wifes_age",0.4
31.64,"2","4",0,"1","1","4","1","0","P","cmc","Wifes_age",0.4
47.54,"1","1",7,"1","1","2","4","0","P","cmc","Wifes_age",0.4
40.33,"2","2",6,"1","1","2","4","0","P","cmc","Wifes_age",0.4
32.44,"2","2",8,"1","1","2","3","0","P","cmc","Wifes_age",0.4
35.03,"2","1",5,"1","1","2","1","1","P","cmc","Wifes_age",0.4
24.3,"3","4",1,"1","0","4","1","0","P","cmc","Wifes_age",0.4
19.07,"3","4",0,"1","0","3","1","0","P","cmc","Wifes_age",0.4
37.34,"4","4",1,"0","1","1","4","0","P","cmc","Wifes_age",0.4
45.54,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.4
49.45,"4","4",5,"1","1","1","4","0","P","cmc","Wifes_age",0.4
44.82,"2","4",8,"1","1","3","3","0","P","cmc","Wifes_age",0.4
37.44,"4","4",1,"1","0","1","4","0","P","cmc","Wifes_age",0.4
29.76,"4","4",0,"1","0","1","4","0","P","cmc","Wifes_age",0.4
26.81,"4","4",0,"1","0","2","2","0","P","cmc","Wifes_age",0.4
42.94,"1","2",8,"1","1","2","4","0","P","cmc","Wifes_age",0.4
33.08,"3","4",2,"1","1","1","4","0","P","cmc","Wifes_age",0.4
30.37,"4","4",2,"1","1","3","2","0","P","cmc","Wifes_age",0.4
20.84,"2","4",0,"1","0","1","2","0","P","cmc","Wifes_age",0.4
33.25,"2","2",2,"1","1","3","1","0","P","cmc","Wifes_age",0.4
25.52,"2","3",1,"1","1","3","3","0","P","cmc","Wifes_age",0.4
39.96,"1","3",9,"1","1","3","2","1","P","cmc","Wifes_age",0.4
41.33,"1","2",8,"1","0","3","1","0","P","cmc","Wifes_age",0.4
24.37,"3","3",4,"1","1","3","2","0","P","cmc","Wifes_age",0.4
45.97,"2","2",3,"1","1","3","4","0","P","cmc","Wifes_age",0.4
27.24,"2","2",1,"1","1","2","4","0","P","cmc","Wifes_age",0.4
27.39,"1","1",3,"1","1","3","1","0","P","cmc","Wifes_age",0.4
43.98,"2","3",0,"1","0","1","3","0","P","cmc","Wifes_age",0.4
42.21,"2","4",2,"1","1","1","3","0","P","cmc","Wifes_age",0.4
35.06,"4","4",2,"0","1","1","4","0","P","cmc","Wifes_age",0.4
29.48,"2","2",1,"1","1","3","2","0","P","cmc","Wifes_age",0.4
24.57,"1","4",1,"1","1","2","1","0","P","cmc","Wifes_age",0.4
33.65,"4","4",2,"1","1","2","3","0","P","cmc","Wifes_age",0.4
45.48,"4","4",0,"1","1","2","4","0","P","cmc","Wifes_age",0.4
30.01,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.4
28.22,"4","4",0,"1","0","1","4","0","P","cmc","Wifes_age",0.4
31.55,"4","4",0,"1","0","1","4","0","P","cmc","Wifes_age",0.4
52.64,"4","4",7,"0","1","2","4","0","P","cmc","Wifes_age",0.4
42.34,"3","4",8,"1","1","3","3","0","P","cmc","Wifes_age",0.4
32.17,"4","4",1,"0","0","2","3","0","P","cmc","Wifes_age",0.4
36.97,"2","4",5,"1","1","2","3","0","P","cmc","Wifes_age",0.4
17.39,"2","2",2,"1","1","2","2","1","P","cmc","Wifes_age",0.4
41.74,"4","4",5,"1","0","1","4","0","P","cmc","Wifes_age",0.4
40.03,"3","4",7,"1","1","2","1","0","P","cmc","Wifes_age",0.4
19.72,"2","3",0,"1","1","3","4","0","P","cmc","Wifes_age",0.4
48.6,"4","4",6,"1","1","1","2","0","P","cmc","Wifes_age",0.4
38.39,"3","3",10,"1","1","3","3","0","P","cmc","Wifes_age",0.4
21.29,"2","3",1,"1","1","2","3","0","P","cmc","Wifes_age",0.4
48.37,"1","2",2,"1","0","1","3","0","P","cmc","Wifes_age",0.4
19.45,"2","3",1,"1","1","2","1","0","P","cmc","Wifes_age",0.4
25.13,"2","4",1,"1","0","1","3","0","P","cmc","Wifes_age",0.4
25.21,"2","4",1,"1","1","3","1","0","P","cmc","Wifes_age",0.4
44.47,"4","2",8,"1","1","3","3","0","P","cmc","Wifes_age",0.4
30.31,"2","3",3,"1","1","3","1","0","P","cmc","Wifes_age",0.4
23.89,"3","4",2,"1","1","3","4","0","P","cmc","Wifes_age",0.4
30.72,"4","4",1,"1","0","3","3","0","P","cmc","Wifes_age",0.4
48.61,"2","3",4,"1","1","2","3","0","P","cmc","Wifes_age",0.4
