"variance","skewness","curtosis","entropy","class","dataset_name","altered_attribute","noise_level"
3.6216,7.87,-2.8073,-0.44699,"0","banknote","skewness",0.1
4.5459,8.06,-2.4586,-1.4621,"0","banknote","skewness",0.1
3.866,-2.59,1.9242,0.10645,"0","banknote","skewness",0.1
3.4566,9.94,-4.0112,-3.5944,"0","banknote","skewness",0.1
0.32924,-4.79,4.5718,-0.9888,"0","banknote","skewness",0.1
4.3684,9.87,-3.9606,-3.1625,"0","banknote","skewness",0.1
3.5912,3.48,0.72888,0.56421,"0","banknote","skewness",0.1
2.0922,-6.6,8.4636,-0.60216,"0","banknote","skewness",0.1
3.2032,5.77,-0.75345,-0.61251,"0","banknote","skewness",0.1
1.5356,8.28,-2.2718,-0.73535,"0","banknote","skewness",0.1
1.2247,9.08,-2.2135,-0.80647,"0","banknote","skewness",0.1
3.9899,-2.53,2.3946,0.86291,"0","banknote","skewness",0.1
1.8993,7.57,0.15394,-3.1108,"0","banknote","skewness",0.1
-1.5768,10.87,2.5462,-2.9362,"0","banknote","skewness",0.1
3.404,8.38,-2.9915,-0.57242,"0","banknote","skewness",0.1
4.6765,-2.87,3.4896,1.4771,"0","banknote","skewness",0.1
2.6719,3.12,0.37158,0.58619,"0","banknote","skewness",0.1
0.80355,2.79,4.3439,0.6017,"0","banknote","skewness",0.1
1.4479,-3.69,8.3428,-2.1086,"0","banknote","skewness",0.1
5.2423,10.78,-4.353,-4.1013,"0","banknote","skewness",0.1
5.7867,8.23,-2.6196,-0.48708,"0","banknote","skewness",0.1
0.3292,-4.73,4.5718,-0.9888,"0","banknote","skewness",0.1
3.9362,10.06,-3.8235,-4.0172,"0","banknote","skewness",0.1
0.93584,9.1,-1.6831,-1.6599,"0","banknote","skewness",0.1
4.4338,9.39,-4.6795,-3.7483,"0","banknote","skewness",0.1
0.7057,-5.19,8.3368,-2.8715,"0","banknote","skewness",0.1
1.1432,-4.76,5.5777,-0.63578,"0","banknote","skewness",0.1
-0.38214,8.6,2.1624,-3.7405,"0","banknote","skewness",0.1
6.5633,9.21,-4.4113,-3.2258,"0","banknote","skewness",0.1
4.8906,-3.45,3.4202,1.0905,"0","banknote","skewness",0.1
