"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
2,41.66,12500,98,"2","blood-transfusion-service-center","V2",0.9
0,12.82,3250,28,"2","blood-transfusion-service-center","V2",0.9
1,20.71,4000,35,"2","blood-transfusion-service-center","V2",0.9
2,13.79,5000,45,"2","blood-transfusion-service-center","V2",0.9
1,15.04,6000,77,"1","blood-transfusion-service-center","V2",0.9
4,2.71,1000,4,"1","blood-transfusion-service-center","V2",0.9
2,6.5,1750,14,"2","blood-transfusion-service-center","V2",0.9
1,9.41,3000,35,"1","blood-transfusion-service-center","V2",0.9
2,6.63,2250,22,"2","blood-transfusion-service-center","V2",0.9
5,44.79,11500,98,"2","blood-transfusion-service-center","V2",0.9
4,24.81,5750,58,"1","blood-transfusion-service-center","V2",0.9
0,-3.26,750,4,"1","blood-transfusion-service-center","V2",0.9
2,8.26,2500,28,"2","blood-transfusion-service-center","V2",0.9
1,15.63,3250,47,"1","blood-transfusion-service-center","V2",0.9
2,5.09,1500,15,"2","blood-transfusion-service-center","V2",0.9
2,6.35,1250,11,"2","blood-transfusion-service-center","V2",0.9
2,10.75,3500,48,"2","blood-transfusion-service-center","V2",0.9
2,9.17,3750,49,"2","blood-transfusion-service-center","V2",0.9
2,-5.41,1500,15,"2","blood-transfusion-service-center","V2",0.9
2,2.84,750,4,"2","blood-transfusion-service-center","V2",0.9
2,1.63,750,4,"2","blood-transfusion-service-center","V2",0.9
4,13.81,2750,28,"1","blood-transfusion-service-center","V2",0.9
2,3.06,1500,16,"2","blood-transfusion-service-center","V2",0.9
2,14.45,1500,16,"2","blood-transfusion-service-center","V2",0.9
9,11.93,2250,16,"1","blood-transfusion-service-center","V2",0.9
4,14.98,3500,40,"1","blood-transfusion-service-center","V2",0.9
4,0.54,1500,14,"1","blood-transfusion-service-center","V2",0.9
4,10.09,3000,34,"2","blood-transfusion-service-center","V2",0.9
4,-2.24,1250,11,"2","blood-transfusion-service-center","V2",0.9
4,5.19,2000,21,"1","blood-transfusion-service-center","V2",0.9
1,15.44,3500,58,"1","blood-transfusion-service-center","V2",0.9
4,16.91,2500,28,"2","blood-transfusion-service-center","V2",0.9
4,9.1,2500,28,"2","blood-transfusion-service-center","V2",0.9
4,16.6,2250,26,"2","blood-transfusion-service-center","V2",0.9
2,24.66,4000,64,"1","blood-transfusion-service-center","V2",0.9
2,13.33,2000,28,"2","blood-transfusion-service-center","V2",0.9
2,12.28,3000,47,"2","blood-transfusion-service-center","V2",0.9
4,11.22,1500,16,"2","blood-transfusion-service-center","V2",0.9
2,5.29,3500,57,"2","blood-transfusion-service-center","V2",0.9
4,7.75,1750,22,"2","blood-transfusion-service-center","V2",0.9
2,9.46,3250,53,"2","blood-transfusion-service-center","V2",0.9
2,-2.58,1250,16,"1","blood-transfusion-service-center","V2",0.9
2,9.37,1250,16,"2","blood-transfusion-service-center","V2",0.9
2,6.35,1250,16,"1","blood-transfusion-service-center","V2",0.9
4,16.39,5000,69,"2","blood-transfusion-service-center","V2",0.9
4,8.92,2250,28,"2","blood-transfusion-service-center","V2",0.9
2,4.5,2250,36,"1","blood-transfusion-service-center","V2",0.9
2,-7.84,500,2,"1","blood-transfusion-service-center","V2",0.9
2,5.89,500,2,"1","blood-transfusion-service-center","V2",0.9
2,0.18,500,2,"1","blood-transfusion-service-center","V2",0.9
2,3.68,2750,46,"1","blood-transfusion-service-center","V2",0.9
2,6.89,2750,46,"2","blood-transfusion-service-center","V2",0.9
2,9.24,1500,22,"1","blood-transfusion-service-center","V2",0.9
2,10.55,3000,52,"1","blood-transfusion-service-center","V2",0.9
4,13.41,1250,14,"2","blood-transfusion-service-center","V2",0.9
4,18.21,4750,69,"2","blood-transfusion-service-center","V2",0.9
4,15.94,2000,26,"2","blood-transfusion-service-center","V2",0.9
2,9.18,1750,28,"2","blood-transfusion-service-center","V2",0.9
2,12.12,4000,81,"1","blood-transfusion-service-center","V2",0.9
3,-2.46,1500,21,"1","blood-transfusion-service-center","V2",0.9
2,4.28,1750,29,"1","blood-transfusion-service-center","V2",0.9
2,14.22,2000,35,"2","blood-transfusion-service-center","V2",0.9
2,11.1,2500,49,"1","blood-transfusion-service-center","V2",0.9
4,3.91,1250,16,"2","blood-transfusion-service-center","V2",0.9
2,-2.86,750,9,"2","blood-transfusion-service-center","V2",0.9
3,25.66,4000,74,"1","blood-transfusion-service-center","V2",0.9
2,0.33,1000,14,"2","blood-transfusion-service-center","V2",0.9
0,6.64,500,4,"1","blood-transfusion-service-center","V2",0.9
4,11.24,1750,25,"1","blood-transfusion-service-center","V2",0.9
1,10.83,2250,51,"1","blood-transfusion-service-center","V2",0.9
2,11.08,1000,16,"1","blood-transfusion-service-center","V2",0.9
2,0.65,1000,16,"1","blood-transfusion-service-center","V2",0.9
4,24.35,4250,71,"2","blood-transfusion-service-center","V2",0.9
2,8.46,500,4,"1","blood-transfusion-service-center","V2",0.9
2,3.54,500,4,"2","blood-transfusion-service-center","V2",0.9
2,17.74,500,4,"2","blood-transfusion-service-center","V2",0.9
2,4.54,1000,16,"2","blood-transfusion-service-center","V2",0.9
2,0.4,500,4,"1","blood-transfusion-service-center","V2",0.9
2,3.46,500,4,"1","blood-transfusion-service-center","V2",0.9
2,-5.88,500,4,"1","blood-transfusion-service-center","V2",0.9
4,-0.29,1500,23,"2","blood-transfusion-service-center","V2",0.9
2,-0.83,1000,16,"1","blood-transfusion-service-center","V2",0.9
2,4.72,1000,16,"1","blood-transfusion-service-center","V2",0.9
2,-1.44,1000,16,"1","blood-transfusion-service-center","V2",0.9
2,3.56,1500,28,"2","blood-transfusion-service-center","V2",0.9
2,5.9,1500,28,"1","blood-transfusion-service-center","V2",0.9
4,7.93,500,4,"1","blood-transfusion-service-center","V2",0.9
4,3.29,500,4,"1","blood-transfusion-service-center","V2",0.9
4,5.74,500,4,"1","blood-transfusion-service-center","V2",0.9
2,0.51,1750,35,"2","blood-transfusion-service-center","V2",0.9
4,-3.43,500,4,"2","blood-transfusion-service-center","V2",0.9
4,-0.07,500,4,"1","blood-transfusion-service-center","V2",0.9
4,-0.36,500,4,"1","blood-transfusion-service-center","V2",0.9
4,0.72,500,4,"1","blood-transfusion-service-center","V2",0.9
12,15.85,2750,23,"1","blood-transfusion-service-center","V2",0.9
4,14.87,1750,28,"1","blood-transfusion-service-center","V2",0.9
3,18.48,4250,86,"1","blood-transfusion-service-center","V2",0.9
4,8.79,2250,38,"2","blood-transfusion-service-center","V2",0.9
4,3.82,1000,14,"2","blood-transfusion-service-center","V2",0.9
5,3.51,1750,26,"2","blood-transfusion-service-center","V2",0.9
4,12.95,2000,34,"2","blood-transfusion-service-center","V2",0.9
2,12.14,3250,76,"2","blood-transfusion-service-center","V2",0.9
4,13.15,2250,40,"1","blood-transfusion-service-center","V2",0.9
2,-5.55,1250,26,"1","blood-transfusion-service-center","V2",0.9
2,1.68,1250,26,"1","blood-transfusion-service-center","V2",0.9
6,22.91,4250,70,"1","blood-transfusion-service-center","V2",0.9
0,3.66,2000,59,"1","blood-transfusion-service-center","V2",0.9
3,10.13,1250,26,"1","blood-transfusion-service-center","V2",0.9
2,-6.18,750,14,"1","blood-transfusion-service-center","V2",0.9
2,5.76,2500,64,"1","blood-transfusion-service-center","V2",0.9
4,2.35,1250,23,"2","blood-transfusion-service-center","V2",0.9
4,0.96,2250,46,"1","blood-transfusion-service-center","V2",0.9
4,6.09,1250,23,"1","blood-transfusion-service-center","V2",0.9
4,5.03,2000,40,"2","blood-transfusion-service-center","V2",0.9
2,9.04,3000,82,"1","blood-transfusion-service-center","V2",0.9
11,22.49,6000,64,"1","blood-transfusion-service-center","V2",0.9
2,13.14,1750,46,"2","blood-transfusion-service-center","V2",0.9
4,21.63,2750,61,"1","blood-transfusion-service-center","V2",0.9
1,5.6,1750,57,"1","blood-transfusion-service-center","V2",0.9
2,10.58,2750,79,"2","blood-transfusion-service-center","V2",0.9
2,1.63,750,16,"2","blood-transfusion-service-center","V2",0.9
4,8.42,1250,26,"2","blood-transfusion-service-center","V2",0.9
2,11.02,1500,41,"2","blood-transfusion-service-center","V2",0.9
2,24.05,1250,33,"2","blood-transfusion-service-center","V2",0.9
2,-0.08,1000,26,"1","blood-transfusion-service-center","V2",0.9
2,-8.3,1250,34,"1","blood-transfusion-service-center","V2",0.9
4,1.65,2000,46,"2","blood-transfusion-service-center","V2",0.9
2,0.73,1000,26,"1","blood-transfusion-service-center","V2",0.9
