dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
qsar-biodeg,C5.0,0.1,0.1,0.999,0.998,0.002,0.002,0.005
qsar-biodeg,C5.0,0.1,0.2,0.998,0.996,0.004,0.004,0.01
qsar-biodeg,C5.0,0.1,0.25,0.998,0.996,0.004,0.004,0.01
qsar-biodeg,C5.0,0.1,0.3,0.998,0.996,0.004,0.004,0.01
qsar-biodeg,C5.0,0.1,0.4,0.997,0.993,0.007,0.004,0.01
qsar-biodeg,C5.0,0.1,0.5,0.994,0.987,0.013,0.004,0.009
qsar-biodeg,C5.0,0.1,0.6,0.994,0.987,0.013,0.004,0.009
qsar-biodeg,C5.0,0.1,0.7,0.993,0.985,0.015,0.004,0.01
qsar-biodeg,C5.0,0.1,0.75,0.993,0.985,0.015,0.004,0.01
qsar-biodeg,C5.0,0.1,0.8,0.993,0.985,0.015,0.004,0.01
qsar-biodeg,C5.0,0.1,0.9,0.992,0.983,0.017,0.003,0.006
qsar-biodeg,C5.0,0.1,1,0.992,0.983,0.017,0.003,0.006
qsar-biodeg,C5.0,0.2,0.1,1,1,0,0,0
qsar-biodeg,C5.0,0.2,0.2,0.999,0.998,0.002,0.002,0.005
qsar-biodeg,C5.0,0.2,0.25,0.999,0.998,0.002,0.002,0.005
qsar-biodeg,C5.0,0.2,0.3,0.999,0.998,0.002,0.002,0.005
qsar-biodeg,C5.0,0.2,0.4,0.999,0.998,0.002,0.002,0.005
qsar-biodeg,C5.0,0.2,0.5,0.998,0.996,0.004,0.003,0.006
qsar-biodeg,C5.0,0.2,0.6,0.998,0.996,0.004,0.003,0.006
qsar-biodeg,C5.0,0.2,0.7,0.997,0.993,0.007,0.004,0.01
qsar-biodeg,C5.0,0.2,0.75,0.996,0.991,0.009,0.005,0.012
qsar-biodeg,C5.0,0.2,0.8,0.996,0.991,0.009,0.005,0.012
qsar-biodeg,C5.0,0.2,0.9,0.995,0.989,0.011,0.005,0.011
qsar-biodeg,C5.0,0.2,1,0.995,0.989,0.011,0.005,0.011
qsar-biodeg,C5.0,0.3,0.1,0.998,0.996,0.004,0.003,0.006
qsar-biodeg,C5.0,0.3,0.2,0.997,0.994,0.006,0.004,0.009
qsar-biodeg,C5.0,0.3,0.25,0.995,0.989,0.011,0.006,0.013
qsar-biodeg,C5.0,0.3,0.3,0.995,0.989,0.011,0.006,0.013
qsar-biodeg,C5.0,0.3,0.4,0.994,0.987,0.013,0.008,0.017
