dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
mfeat-karhunen,C5.0,0.1,0.1,1,0.999,0.001,0.001,0.001
mfeat-karhunen,C5.0,0.1,0.2,0.998,0.998,0.002,0.002,0.002
mfeat-karhunen,C5.0,0.1,0.25,0.997,0.997,0.003,0.001,0.001
mfeat-karhunen,C5.0,0.1,0.3,0.996,0.995,0.005,0.001,0.001
mfeat-karhunen,C5.0,0.1,0.4,0.995,0.994,0.006,0.002,0.002
mfeat-karhunen,C5.0,0.1,0.5,0.995,0.994,0.006,0.003,0.003
mfeat-karhunen,C5.0,0.1,0.6,0.995,0.994,0.006,0.003,0.003
mfeat-karhunen,C5.0,0.1,0.7,0.992,0.991,0.009,0.004,0.005
mfeat-karhunen,C5.0,0.1,0.75,0.991,0.99,0.01,0.005,0.005
mfeat-karhunen,C5.0,0.1,0.8,0.99,0.989,0.011,0.004,0.005
mfeat-karhunen,C5.0,0.1,0.9,0.99,0.988,0.012,0.004,0.005
mfeat-karhunen,C5.0,0.1,1,0.989,0.988,0.012,0.004,0.004
mfeat-karhunen,C5.0,0.2,0.1,0.998,0.998,0.002,0.001,0.001
mfeat-karhunen,C5.0,0.2,0.2,0.997,0.997,0.003,0.001,0.001
mfeat-karhunen,C5.0,0.2,0.25,0.997,0.996,0.004,0.001,0.002
mfeat-karhunen,C5.0,0.2,0.3,0.996,0.996,0.004,0.002,0.002
mfeat-karhunen,C5.0,0.2,0.4,0.995,0.994,0.006,0.002,0.002
mfeat-karhunen,C5.0,0.2,0.5,0.993,0.992,0.008,0.005,0.005
mfeat-karhunen,C5.0,0.2,0.6,0.993,0.992,0.008,0.005,0.006
mfeat-karhunen,C5.0,0.2,0.7,0.992,0.991,0.009,0.004,0.005
mfeat-karhunen,C5.0,0.2,0.75,0.991,0.99,0.01,0.005,0.005
mfeat-karhunen,C5.0,0.2,0.8,0.991,0.99,0.01,0.005,0.005
mfeat-karhunen,C5.0,0.2,0.9,0.99,0.989,0.011,0.005,0.005
mfeat-karhunen,C5.0,0.2,1,0.989,0.988,0.012,0.005,0.006
mfeat-karhunen,C5.0,0.3,0.1,0.998,0.998,0.002,0.003,0.003
mfeat-karhunen,C5.0,0.3,0.2,0.996,0.996,0.004,0.003,0.003
mfeat-karhunen,C5.0,0.3,0.25,0.996,0.996,0.004,0.003,0.003
mfeat-karhunen,C5.0,0.3,0.3,0.996,0.995,0.005,0.003,0.004
mfeat-karhunen,C5.0,0.3,0.4,0.993,0.992,0.008,0.005,0.006
mfeat-karhunen,C5.0,0.3,0.5,0.991,0.99,0.01,0.005,0.005
mfeat-karhunen,C5.0,0.3,0.6,0.99,0.988,0.012,0.004,0.005
mfeat-karhunen,C5.0,0.3,0.7,0.989,0.987,0.013,0.005,0.006
mfeat-karhunen,C5.0,0.3,0.75,0.989,0.987,0.013,0.005,0.006
mfeat-karhunen,C5.0,0.3,0.8,0.988,0.986,0.014,0.006,0.007
mfeat-karhunen,C5.0,0.3,0.9,0.987,0.985,0.015,0.006,0.007
mfeat-karhunen,C5.0,0.3,1,0.982,0.98,0.02,0.008,0.009
mfeat-karhunen,JRip,0.1,0.1,0.999,0.998,0.002,0.001,0.002
mfeat-karhunen,JRip,0.1,0.2,0.998,0.997,0.003,0.002,0.002
mfeat-karhunen,JRip,0.1,0.25,0.997,0.997,0.003,0.001,0.001
mfeat-karhunen,JRip,0.1,0.3,0.997,0.997,0.003,0.001,0.001
mfeat-karhunen,JRip,0.1,0.4,0.997,0.997,0.003,0.001,0.001
mfeat-karhunen,JRip,0.1,0.5,0.997,0.996,0.004,0.001,0.002
mfeat-karhunen,JRip,0.1,0.6,0.995,0.994,0.006,0.004,0.004
mfeat-karhunen,JRip,0.1,0.7,0.994,0.993,0.007,0.004,0.004
mfeat-karhunen,JRip,0.1,0.75,0.993,0.992,0.008,0.004,0.005
mfeat-karhunen,JRip,0.1,0.8,0.993,0.992,0.008,0.004,0.005
mfeat-karhunen,JRip,0.1,0.9,0.993,0.992,0.008,0.004,0.005
mfeat-karhunen,JRip,0.1,1,0.992,0.991,0.009,0.003,0.004
mfeat-karhunen,JRip,0.2,0.1,0.998,0.998,0.002,0.003,0.003
mfeat-karhunen,JRip,0.2,0.2,0.997,0.996,0.004,0.002,0.002
mfeat-karhunen,JRip,0.2,0.25,0.996,0.996,0.004,0.003,0.003
mfeat-karhunen,JRip,0.2,0.3,0.995,0.994,0.006,0.004,0.005
mfeat-karhunen,JRip,0.2,0.4,0.994,0.993,0.007,0.004,0.004
mfeat-karhunen,JRip,0.2,0.5,0.992,0.991,0.009,0.004,0.005
mfeat-karhunen,JRip,0.2,0.6,0.991,0.989,0.011,0.005,0.005
mfeat-karhunen,JRip,0.2,0.7,0.989,0.988,0.012,0.004,0.004
mfeat-karhunen,JRip,0.2,0.75,0.988,0.987,0.013,0.004,0.005
mfeat-karhunen,JRip,0.2,0.8,0.987,0.985,0.015,0.005,0.006
mfeat-karhunen,JRip,0.2,0.9,0.986,0.984,0.016,0.005,0.006
mfeat-karhunen,JRip,0.2,1,0.985,0.983,0.017,0.006,0.007
mfeat-karhunen,JRip,0.3,0.1,0.997,0.996,0.004,0.007,0.007
mfeat-karhunen,JRip,0.3,0.2,0.996,0.995,0.005,0.006,0.007
mfeat-karhunen,JRip,0.3,0.25,0.993,0.992,0.008,0.01,0.011
mfeat-karhunen,JRip,0.3,0.3,0.993,0.992,0.008,0.01,0.011
mfeat-karhunen,JRip,0.3,0.4,0.991,0.989,0.011,0.013,0.015
mfeat-karhunen,JRip,0.3,0.5,0.988,0.986,0.014,0.013,0.014
mfeat-karhunen,JRip,0.3,0.6,0.985,0.983,0.017,0.015,0.017
mfeat-karhunen,JRip,0.3,0.7,0.983,0.981,0.019,0.014,0.016
mfeat-karhunen,JRip,0.3,0.75,0.982,0.98,0.02,0.014,0.016
mfeat-karhunen,JRip,0.3,0.8,0.982,0.98,0.02,0.014,0.016
mfeat-karhunen,JRip,0.3,0.9,0.979,0.977,0.023,0.015,0.017
mfeat-karhunen,JRip,0.3,1,0.975,0.972,0.028,0.017,0.019
mfeat-karhunen,PART,0.1,0.1,0.997,0.996,0.004,0.003,0.003
mfeat-karhunen,PART,0.1,0.2,0.996,0.995,0.005,0.003,0.004
mfeat-karhunen,PART,0.1,0.25,0.996,0.995,0.005,0.003,0.004
mfeat-karhunen,PART,0.1,0.3,0.996,0.995,0.005,0.003,0.004
mfeat-karhunen,PART,0.1,0.4,0.994,0.993,0.007,0.004,0.004
mfeat-karhunen,PART,0.1,0.5,0.992,0.991,0.009,0.003,0.004
mfeat-karhunen,PART,0.1,0.6,0.991,0.99,0.01,0.002,0.002
mfeat-karhunen,PART,0.1,0.7,0.99,0.989,0.011,0.003,0.003
mfeat-karhunen,PART,0.1,0.75,0.99,0.989,0.011,0.003,0.003
mfeat-karhunen,PART,0.1,0.8,0.99,0.988,0.012,0.003,0.003
mfeat-karhunen,PART,0.1,0.9,0.989,0.988,0.012,0.004,0.004
mfeat-karhunen,PART,0.1,1,0.987,0.986,0.014,0.005,0.006
mfeat-karhunen,PART,0.2,0.1,0.997,0.997,0.003,0.002,0.002
mfeat-karhunen,PART,0.2,0.2,0.994,0.993,0.007,0.003,0.003
mfeat-karhunen,PART,0.2,0.25,0.992,0.991,0.009,0.003,0.003
mfeat-karhunen,PART,0.2,0.3,0.991,0.99,0.01,0.003,0.004
mfeat-karhunen,PART,0.2,0.4,0.989,0.988,0.012,0.005,0.005
mfeat-karhunen,PART,0.2,0.5,0.988,0.986,0.014,0.006,0.007
mfeat-karhunen,PART,0.2,0.6,0.985,0.983,0.017,0.006,0.007
mfeat-karhunen,PART,0.2,0.7,0.984,0.982,0.018,0.007,0.007
mfeat-karhunen,PART,0.2,0.75,0.984,0.982,0.018,0.007,0.007
mfeat-karhunen,PART,0.2,0.8,0.983,0.981,0.019,0.007,0.007
mfeat-karhunen,PART,0.2,0.9,0.98,0.977,0.023,0.007,0.008
mfeat-karhunen,PART,0.2,1,0.977,0.974,0.026,0.008,0.009
mfeat-karhunen,PART,0.3,0.1,0.998,0.997,0.003,0.002,0.002
mfeat-karhunen,PART,0.3,0.2,0.994,0.993,0.007,0.003,0.003
mfeat-karhunen,PART,0.3,0.25,0.992,0.991,0.009,0.001,0.001
mfeat-karhunen,PART,0.3,0.3,0.992,0.991,0.009,0.002,0.002
mfeat-karhunen,PART,0.3,0.4,0.989,0.988,0.012,0.001,0.002
mfeat-karhunen,PART,0.3,0.5,0.986,0.984,0.016,0.002,0.002
mfeat-karhunen,PART,0.3,0.6,0.981,0.979,0.021,0.004,0.004
mfeat-karhunen,PART,0.3,0.7,0.98,0.977,0.023,0.005,0.006
mfeat-karhunen,PART,0.3,0.75,0.978,0.976,0.024,0.006,0.007
mfeat-karhunen,PART,0.3,0.8,0.976,0.973,0.027,0.005,0.006
mfeat-karhunen,PART,0.3,0.9,0.974,0.971,0.029,0.008,0.008
mfeat-karhunen,PART,0.3,1,0.972,0.969,0.031,0.009,0.01
mfeat-karhunen,bayesglm,0.1,0.1,1,1,0,0,0
mfeat-karhunen,bayesglm,0.1,0.2,1,1,0,0,0
mfeat-karhunen,bayesglm,0.1,0.25,1,1,0,0,0
mfeat-karhunen,bayesglm,0.1,0.3,1,0.997,0.003,0.001,0.006
mfeat-karhunen,bayesglm,0.1,0.4,1,0.997,0.003,0.001,0.006
mfeat-karhunen,bayesglm,0.1,0.5,0.999,0.994,0.006,0.001,0.008
mfeat-karhunen,bayesglm,0.1,0.6,0.999,0.994,0.006,0.001,0.008
mfeat-karhunen,bayesglm,0.1,0.7,0.999,0.994,0.006,0.001,0.008
mfeat-karhunen,bayesglm,0.1,0.75,0.999,0.994,0.006,0.001,0.008
mfeat-karhunen,bayesglm,0.1,0.8,0.999,0.994,0.006,0.001,0.008
mfeat-karhunen,bayesglm,0.1,0.9,0.999,0.994,0.006,0.001,0.008
mfeat-karhunen,bayesglm,0.1,1,0.999,0.992,0.008,0.001,0.008
mfeat-karhunen,bayesglm,0.2,0.1,1,1,0,0,0
mfeat-karhunen,bayesglm,0.2,0.2,1,0.997,0.003,0.001,0.006
mfeat-karhunen,bayesglm,0.2,0.25,1,0.997,0.003,0.001,0.006
mfeat-karhunen,bayesglm,0.2,0.3,1,0.997,0.003,0.001,0.006
mfeat-karhunen,bayesglm,0.2,0.4,0.999,0.994,0.006,0.001,0.008
mfeat-karhunen,bayesglm,0.2,0.5,0.999,0.992,0.008,0.002,0.012
mfeat-karhunen,bayesglm,0.2,0.6,0.999,0.992,0.008,0.002,0.012
mfeat-karhunen,bayesglm,0.2,0.7,0.999,0.992,0.008,0.002,0.012
mfeat-karhunen,bayesglm,0.2,0.75,0.999,0.992,0.008,0.002,0.012
mfeat-karhunen,bayesglm,0.2,0.8,0.999,0.992,0.008,0.002,0.012
mfeat-karhunen,bayesglm,0.2,0.9,0.999,0.992,0.008,0.002,0.012
mfeat-karhunen,bayesglm,0.2,1,0.998,0.989,0.011,0.003,0.015
mfeat-karhunen,bayesglm,0.3,0.1,1,1,0,0,0
mfeat-karhunen,bayesglm,0.3,0.2,1,0.997,0.003,0.001,0.006
mfeat-karhunen,bayesglm,0.3,0.25,1,0.997,0.003,0.001,0.006
