dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
liver-disorders,C5.0,0.1,0.1,0.994,0.985,0.015,0.008,0.02
liver-disorders,C5.0,0.1,0.2,0.988,0.97,0.03,0.016,0.041
liver-disorders,C5.0,0.1,0.25,0.988,0.97,0.03,0.016,0.041
liver-disorders,C5.0,0.1,0.3,0.986,0.965,0.035,0.014,0.038
liver-disorders,C5.0,0.1,0.4,0.977,0.946,0.054,0.017,0.04
liver-disorders,C5.0,0.1,0.5,0.977,0.946,0.054,0.017,0.04
liver-disorders,C5.0,0.1,0.6,0.977,0.946,0.054,0.017,0.04
liver-disorders,C5.0,0.1,0.7,0.974,0.937,0.063,0.019,0.051
liver-disorders,C5.0,0.1,0.75,0.971,0.931,0.069,0.02,0.052
liver-disorders,C5.0,0.1,0.8,0.971,0.931,0.069,0.02,0.052
liver-disorders,C5.0,0.1,0.9,0.962,0.913,0.087,0.03,0.069
liver-disorders,C5.0,0.1,1,0.951,0.887,0.113,0.033,0.074
liver-disorders,C5.0,0.2,0.1,0.988,0.975,0.025,0.012,0.027
liver-disorders,C5.0,0.2,0.2,0.98,0.957,0.043,0.019,0.041
liver-disorders,C5.0,0.2,0.25,0.977,0.951,0.049,0.024,0.05
liver-disorders,C5.0,0.2,0.3,0.968,0.931,0.069,0.021,0.044
liver-disorders,C5.0,0.2,0.4,0.959,0.913,0.087,0.026,0.053
liver-disorders,C5.0,0.2,0.5,0.945,0.882,0.118,0.039,0.079
liver-disorders,C5.0,0.2,0.6,0.93,0.85,0.15,0.036,0.074
liver-disorders,C5.0,0.2,0.7,0.928,0.843,0.157,0.037,0.076
liver-disorders,C5.0,0.2,0.75,0.925,0.837,0.163,0.04,0.082
liver-disorders,C5.0,0.2,0.8,0.919,0.82,0.18,0.039,0.087
liver-disorders,C5.0,0.2,0.9,0.91,0.803,0.197,0.044,0.094
liver-disorders,C5.0,0.2,1,0.907,0.797,0.203,0.047,0.098
liver-disorders,C5.0,0.3,0.1,0.983,0.96,0.04,0.019,0.045
liver-disorders,C5.0,0.3,0.2,0.957,0.898,0.102,0.029,0.07
liver-disorders,C5.0,0.3,0.25,0.951,0.882,0.118,0.032,0.077
liver-disorders,C5.0,0.3,0.3,0.939,0.854,0.146,0.036,0.088
liver-disorders,C5.0,0.3,0.4,0.928,0.828,0.172,0.05,0.12
liver-disorders,C5.0,0.3,0.5,0.919,0.806,0.194,0.055,0.135
liver-disorders,C5.0,0.3,0.6,0.91,0.789,0.211,0.062,0.142
liver-disorders,C5.0,0.3,0.7,0.893,0.75,0.25,0.063,0.147
liver-disorders,C5.0,0.3,0.75,0.884,0.728,0.272,0.062,0.139
liver-disorders,C5.0,0.3,0.8,0.881,0.723,0.277,0.064,0.14
liver-disorders,C5.0,0.3,0.9,0.87,0.697,0.303,0.068,0.142
liver-disorders,C5.0,0.3,1,0.849,0.649,0.351,0.074,0.167
liver-disorders,JRip,0.1,0.1,0.997,0.994,0.006,0.006,0.013
liver-disorders,JRip,0.1,0.2,0.988,0.976,0.024,0.012,0.026
liver-disorders,JRip,0.1,0.25,0.988,0.976,0.024,0.012,0.026
liver-disorders,JRip,0.1,0.3,0.986,0.97,0.03,0.018,0.037
liver-disorders,JRip,0.1,0.4,0.98,0.957,0.043,0.024,0.051
liver-disorders,JRip,0.1,0.5,0.98,0.957,0.043,0.024,0.051
liver-disorders,JRip,0.1,0.6,0.98,0.957,0.043,0.024,0.051
liver-disorders,JRip,0.1,0.7,0.974,0.946,0.054,0.03,0.061
liver-disorders,JRip,0.1,0.75,0.974,0.946,0.054,0.03,0.061
liver-disorders,JRip,0.1,0.8,0.974,0.946,0.054,0.03,0.061
liver-disorders,JRip,0.1,0.9,0.971,0.94,0.06,0.034,0.069
liver-disorders,JRip,0.1,1,0.965,0.927,0.073,0.036,0.075
liver-disorders,JRip,0.2,0.1,0.991,0.982,0.018,0.013,0.027
liver-disorders,JRip,0.2,0.2,0.986,0.969,0.031,0.02,0.043
liver-disorders,JRip,0.2,0.25,0.986,0.969,0.031,0.02,0.043
liver-disorders,JRip,0.2,0.3,0.983,0.963,0.037,0.026,0.054
liver-disorders,JRip,0.2,0.4,0.971,0.938,0.062,0.035,0.074
liver-disorders,JRip,0.2,0.5,0.965,0.924,0.076,0.033,0.069
liver-disorders,JRip,0.2,0.6,0.954,0.899,0.101,0.047,0.099
liver-disorders,JRip,0.2,0.7,0.951,0.892,0.108,0.044,0.091
liver-disorders,JRip,0.2,0.75,0.939,0.866,0.134,0.056,0.115
liver-disorders,JRip,0.2,0.8,0.936,0.86,0.14,0.061,0.127
liver-disorders,JRip,0.2,0.9,0.933,0.853,0.147,0.067,0.14
liver-disorders,JRip,0.2,1,0.925,0.832,0.168,0.064,0.132
liver-disorders,JRip,0.3,0.1,0.971,0.936,0.064,0,0.005
liver-disorders,JRip,0.3,0.2,0.957,0.903,0.097,0.01,0.022
liver-disorders,JRip,0.3,0.25,0.957,0.903,0.097,0.01,0.022
liver-disorders,JRip,0.3,0.3,0.951,0.891,0.109,0.013,0.026
liver-disorders,JRip,0.3,0.4,0.939,0.866,0.134,0.019,0.039
liver-disorders,JRip,0.3,0.5,0.933,0.853,0.147,0.017,0.033
liver-disorders,JRip,0.3,0.6,0.925,0.834,0.166,0.024,0.049
liver-disorders,JRip,0.3,0.7,0.916,0.815,0.185,0.019,0.036
liver-disorders,JRip,0.3,0.75,0.901,0.78,0.22,0.016,0.03
liver-disorders,JRip,0.3,0.8,0.878,0.73,0.27,0.017,0.022
liver-disorders,JRip,0.3,0.9,0.87,0.711,0.289,0.023,0.043
liver-disorders,JRip,0.3,1,0.861,0.691,0.309,0.03,0.059
liver-disorders,PART,0.1,0.1,0.994,0.984,0.016,0.008,0.022
liver-disorders,PART,0.1,0.2,0.983,0.943,0.057,0.016,0.048
liver-disorders,PART,0.1,0.25,0.983,0.943,0.057,0.016,0.048
liver-disorders,PART,0.1,0.3,0.983,0.943,0.057,0.016,0.048
liver-disorders,PART,0.1,0.4,0.98,0.935,0.065,0.017,0.047
liver-disorders,PART,0.1,0.5,0.98,0.935,0.065,0.017,0.047
liver-disorders,PART,0.1,0.6,0.98,0.935,0.065,0.017,0.047
liver-disorders,PART,0.1,0.7,0.971,0.912,0.088,0.027,0.071
liver-disorders,PART,0.1,0.75,0.971,0.912,0.088,0.027,0.071
