dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
pc4,C5.0,0.1,0.1,0.999,0.997,0.003,0.002,0.007
pc4,C5.0,0.1,0.2,0.999,0.991,0.009,0.002,0.013
pc4,C5.0,0.1,0.25,0.998,0.988,0.012,0.003,0.016
pc4,C5.0,0.1,0.3,0.997,0.985,0.015,0.004,0.022
pc4,C5.0,0.1,0.4,0.997,0.982,0.018,0.006,0.029
pc4,C5.0,0.1,0.5,0.995,0.972,0.028,0.008,0.039
pc4,C5.0,0.1,0.6,0.994,0.962,0.038,0.009,0.053
pc4,C5.0,0.1,0.7,0.994,0.962,0.038,0.009,0.053
pc4,C5.0,0.1,0.75,0.994,0.962,0.038,0.009,0.053
pc4,C5.0,0.1,0.8,0.994,0.962,0.038,0.009,0.053
pc4,C5.0,0.1,0.9,0.99,0.943,0.057,0.011,0.062
pc4,C5.0,0.1,1,0.99,0.943,0.057,0.011,0.062
pc4,C5.0,0.2,0.1,0.999,0.996,0.004,0.002,0.009
pc4,C5.0,0.2,0.2,0.999,0.991,0.009,0.002,0.013
pc4,C5.0,0.2,0.25,0.998,0.986,0.014,0.003,0.022
pc4,C5.0,0.2,0.3,0.996,0.973,0.027,0.004,0.025
pc4,C5.0,0.2,0.4,0.995,0.964,0.036,0.004,0.023
pc4,C5.0,0.2,0.5,0.993,0.953,0.047,0.004,0.029
pc4,C5.0,0.2,0.6,0.99,0.927,0.073,0.006,0.045
pc4,C5.0,0.2,0.7,0.986,0.904,0.096,0.008,0.059
pc4,C5.0,0.2,0.75,0.986,0.9,0.1,0.009,0.06
pc4,C5.0,0.2,0.8,0.984,0.893,0.107,0.01,0.063
pc4,C5.0,0.2,0.9,0.984,0.893,0.107,0.01,0.063
pc4,C5.0,0.2,1,0.981,0.876,0.124,0.014,0.081
pc4,C5.0,0.3,0.1,0.999,0.997,0.003,0.002,0.007
pc4,C5.0,0.3,0.2,0.995,0.967,0.033,0.007,0.03
pc4,C5.0,0.3,0.25,0.99,0.935,0.065,0.007,0.037
