dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
credit-g,C5.0,0.1,0.1,0.998,0.995,0.005,0.003,0.007
credit-g,C5.0,0.1,0.2,0.997,0.992,0.008,0.004,0.011
credit-g,C5.0,0.1,0.25,0.993,0.981,0.019,0.004,0.012
credit-g,C5.0,0.1,0.3,0.993,0.981,0.019,0.004,0.012
credit-g,C5.0,0.1,0.4,0.99,0.973,0.027,0.006,0.017
credit-g,C5.0,0.1,0.5,0.988,0.967,0.033,0.007,0.018
credit-g,C5.0,0.1,0.6,0.984,0.956,0.044,0.002,0.009
credit-g,C5.0,0.1,0.7,0.98,0.945,0.055,0.005,0.015
credit-g,C5.0,0.1,0.75,0.978,0.94,0.06,0.006,0.015
credit-g,C5.0,0.1,0.8,0.977,0.937,0.063,0.007,0.02
credit-g,C5.0,0.1,0.9,0.975,0.931,0.069,0.008,0.021
credit-g,C5.0,0.1,1,0.975,0.931,0.069,0.008,0.021
credit-g,C5.0,0.2,0.1,0.996,0.989,0.011,0.004,0.011
credit-g,C5.0,0.2,0.2,0.99,0.972,0.028,0.008,0.023
credit-g,C5.0,0.2,0.25,0.988,0.967,0.033,0.008,0.022
credit-g,C5.0,0.2,0.3,0.987,0.964,0.036,0.009,0.027
credit-g,C5.0,0.2,0.4,0.981,0.947,0.053,0.007,0.022
credit-g,C5.0,0.2,0.5,0.979,0.942,0.058,0.005,0.019
credit-g,C5.0,0.2,0.6,0.972,0.923,0.077,0.004,0.017
credit-g,C5.0,0.2,0.7,0.967,0.909,0.091,0.003,0.013
credit-g,C5.0,0.2,0.75,0.964,0.901,0.099,0.004,0.014
credit-g,C5.0,0.2,0.8,0.962,0.895,0.105,0.008,0.023
credit-g,C5.0,0.2,0.9,0.961,0.893,0.107,0.008,0.024
credit-g,C5.0,0.2,1,0.956,0.879,0.121,0.008,0.027
credit-g,C5.0,0.3,0.1,0.996,0.989,0.011,0.002,0.006
credit-g,C5.0,0.3,0.2,0.989,0.97,0.03,0.004,0.012
credit-g,C5.0,0.3,0.25,0.987,0.964,0.036,0.003,0.009
credit-g,C5.0,0.3,0.3,0.984,0.956,0.044,0.005,0.017
credit-g,C5.0,0.3,0.4,0.979,0.942,0.058,0.008,0.025
credit-g,C5.0,0.3,0.5,0.977,0.936,0.064,0.008,0.025
credit-g,C5.0,0.3,0.6,0.971,0.919,0.081,0.011,0.033
credit-g,C5.0,0.3,0.7,0.966,0.905,0.095,0.011,0.037
credit-g,C5.0,0.3,0.75,0.964,0.9,0.1,0.012,0.038
credit-g,C5.0,0.3,0.8,0.962,0.895,0.105,0.012,0.036
credit-g,C5.0,0.3,0.9,0.956,0.879,0.121,0.011,0.034
credit-g,C5.0,0.3,1,0.944,0.846,0.154,0.009,0.028
credit-g,C5.0,0.4,0.1,0.992,0.979,0.021,0.006,0.014
credit-g,C5.0,0.4,0.2,0.987,0.965,0.035,0.003,0.006
credit-g,C5.0,0.4,0.25,0.985,0.96,0.04,0.004,0.007
credit-g,C5.0,0.4,0.3,0.978,0.94,0.06,0.006,0.015
credit-g,C5.0,0.4,0.4,0.97,0.919,0.081,0.006,0.017
credit-g,C5.0,0.4,0.5,0.964,0.902,0.098,0.008,0.026
credit-g,C5.0,0.4,0.6,0.956,0.88,0.12,0.008,0.026
credit-g,C5.0,0.4,0.7,0.949,0.86,0.14,0.011,0.034
credit-g,C5.0,0.4,0.75,0.943,0.844,0.156,0.014,0.039
credit-g,C5.0,0.4,0.8,0.938,0.829,0.171,0.014,0.039
credit-g,C5.0,0.4,0.9,0.934,0.818,0.182,0.011,0.034
credit-g,C5.0,0.4,1,0.928,0.8,0.2,0.012,0.037
credit-g,C5.0,0.5,0.1,0.995,0.986,0.014,0.007,0.02
credit-g,C5.0,0.5,0.2,0.985,0.957,0.043,0.011,0.034
credit-g,C5.0,0.5,0.25,0.982,0.949,0.051,0.01,0.032
credit-g,C5.0,0.5,0.3,0.981,0.947,0.053,0.011,0.035
credit-g,C5.0,0.5,0.4,0.969,0.915,0.085,0.009,0.026
credit-g,C5.0,0.5,0.5,0.963,0.897,0.103,0.01,0.036
credit-g,C5.0,0.5,0.6,0.953,0.871,0.129,0.01,0.035
credit-g,C5.0,0.5,0.7,0.948,0.856,0.144,0.014,0.047
credit-g,C5.0,0.5,0.75,0.94,0.834,0.166,0.012,0.042
credit-g,C5.0,0.5,0.8,0.934,0.816,0.184,0.011,0.042
