dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
qsar-biodeg,C5.0,0.1,0.1,0.997,0.993,0.007,0.004,0.011
qsar-biodeg,C5.0,0.1,0.2,0.995,0.989,0.011,0.005,0.012
qsar-biodeg,C5.0,0.1,0.25,0.995,0.989,0.011,0.005,0.012
qsar-biodeg,C5.0,0.1,0.3,0.995,0.989,0.011,0.005,0.012
qsar-biodeg,C5.0,0.1,0.4,0.992,0.982,0.018,0.005,0.014
qsar-biodeg,C5.0,0.1,0.5,0.99,0.975,0.025,0.007,0.017
qsar-biodeg,C5.0,0.1,0.6,0.988,0.97,0.03,0.008,0.019
qsar-biodeg,C5.0,0.1,0.7,0.988,0.97,0.03,0.008,0.019
qsar-biodeg,C5.0,0.1,0.75,0.988,0.97,0.03,0.008,0.019
qsar-biodeg,C5.0,0.1,0.8,0.987,0.968,0.032,0.009,0.021
qsar-biodeg,C5.0,0.1,0.9,0.984,0.961,0.039,0.01,0.024
qsar-biodeg,C5.0,0.1,1,0.984,0.961,0.039,0.01,0.024
qsar-biodeg,C5.0,0.2,0.1,0.996,0.991,0.009,0.002,0.005
qsar-biodeg,C5.0,0.2,0.2,0.991,0.979,0.021,0.004,0.011
qsar-biodeg,C5.0,0.2,0.25,0.991,0.979,0.021,0.004,0.011
qsar-biodeg,C5.0,0.2,0.3,0.991,0.979,0.021,0.004,0.011
qsar-biodeg,C5.0,0.2,0.4,0.99,0.975,0.025,0.004,0.01
qsar-biodeg,C5.0,0.2,0.5,0.987,0.968,0.032,0.002,0.005
qsar-biodeg,C5.0,0.2,0.6,0.985,0.964,0.036,0.004,0.009
qsar-biodeg,C5.0,0.2,0.7,0.985,0.964,0.036,0.004,0.009
qsar-biodeg,C5.0,0.2,0.75,0.985,0.964,0.036,0.004,0.009
qsar-biodeg,C5.0,0.2,0.8,0.985,0.964,0.036,0.004,0.009
qsar-biodeg,C5.0,0.2,0.9,0.983,0.959,0.041,0.003,0.005
qsar-biodeg,C5.0,0.2,1,0.983,0.959,0.041,0.003,0.005
qsar-biodeg,C5.0,0.3,0.1,0.995,0.988,0.012,0.006,0.015
qsar-biodeg,C5.0,0.3,0.2,0.99,0.975,0.025,0.006,0.016
qsar-biodeg,C5.0,0.3,0.25,0.99,0.975,0.025,0.006,0.016
qsar-biodeg,C5.0,0.3,0.3,0.989,0.972,0.028,0.008,0.021
qsar-biodeg,C5.0,0.3,0.4,0.984,0.96,0.04,0.011,0.029
qsar-biodeg,C5.0,0.3,0.5,0.98,0.951,0.049,0.009,0.025
qsar-biodeg,C5.0,0.3,0.6,0.979,0.949,0.051,0.01,0.026
qsar-biodeg,C5.0,0.3,0.7,0.976,0.942,0.058,0.009,0.024
qsar-biodeg,C5.0,0.3,0.75,0.976,0.942,0.058,0.009,0.024
qsar-biodeg,C5.0,0.3,0.8,0.974,0.938,0.062,0.009,0.024
qsar-biodeg,C5.0,0.3,0.9,0.97,0.926,0.074,0.008,0.02
qsar-biodeg,C5.0,0.3,1,0.97,0.926,0.074,0.008,0.02
qsar-biodeg,C5.0,0.4,0.1,0.994,0.986,0.014,0.004,0.01
qsar-biodeg,C5.0,0.4,0.2,0.991,0.98,0.02,0.002,0.005
qsar-biodeg,C5.0,0.4,0.25,0.991,0.98,0.02,0.002,0.005
qsar-biodeg,C5.0,0.4,0.3,0.991,0.98,0.02,0.002,0.005
qsar-biodeg,C5.0,0.4,0.4,0.991,0.977,0.023,0,0.001
qsar-biodeg,C5.0,0.4,0.5,0.99,0.975,0.025,0.002,0.004
qsar-biodeg,C5.0,0.4,0.6,0.987,0.968,0.032,0.006,0.014
qsar-biodeg,C5.0,0.4,0.7,0.985,0.964,0.036,0.006,0.014
qsar-biodeg,C5.0,0.4,0.75,0.985,0.964,0.036,0.006,0.014
qsar-biodeg,C5.0,0.4,0.8,0.983,0.959,0.041,0.006,0.015
qsar-biodeg,C5.0,0.4,0.9,0.978,0.948,0.052,0.005,0.012
qsar-biodeg,C5.0,0.4,1,0.978,0.948,0.052,0.005,0.012
qsar-biodeg,C5.0,0.5,0.1,0.996,0.991,0.009,0.004,0.01
qsar-biodeg,C5.0,0.5,0.2,0.992,0.982,0.018,0.006,0.016
qsar-biodeg,C5.0,0.5,0.25,0.992,0.982,0.018,0.006,0.016
qsar-biodeg,C5.0,0.5,0.3,0.991,0.977,0.023,0.008,0.019
qsar-biodeg,C5.0,0.5,0.4,0.989,0.972,0.028,0.01,0.025
qsar-biodeg,C5.0,0.5,0.5,0.986,0.965,0.035,0.011,0.028
qsar-biodeg,C5.0,0.5,0.6,0.984,0.96,0.04,0.013,0.033
qsar-biodeg,C5.0,0.5,0.7,0.979,0.948,0.052,0.015,0.04
qsar-biodeg,C5.0,0.5,0.75,0.978,0.946,0.054,0.014,0.038
qsar-biodeg,C5.0,0.5,0.8,0.976,0.942,0.058,0.012,0.034
qsar-biodeg,C5.0,0.5,0.9,0.972,0.93,0.07,0.011,0.033
qsar-biodeg,C5.0,0.5,1,0.971,0.927,0.073,0.011,0.032
qsar-biodeg,C5.0,0.6,0.1,0.998,0.996,0.004,0.003,0.006
qsar-biodeg,C5.0,0.6,0.2,0.993,0.984,0.016,0.007,0.018
qsar-biodeg,C5.0,0.6,0.25,0.992,0.981,0.019,0.009,0.022
qsar-biodeg,C5.0,0.6,0.3,0.991,0.979,0.021,0.008,0.02
qsar-biodeg,C5.0,0.6,0.4,0.989,0.972,0.028,0.01,0.028
qsar-biodeg,C5.0,0.6,0.5,0.986,0.965,0.035,0.009,0.024
qsar-biodeg,C5.0,0.6,0.6,0.982,0.956,0.044,0.01,0.027
qsar-biodeg,C5.0,0.6,0.7,0.978,0.947,0.053,0.009,0.025
qsar-biodeg,C5.0,0.6,0.75,0.977,0.944,0.056,0.011,0.029
qsar-biodeg,C5.0,0.6,0.8,0.975,0.94,0.06,0.009,0.025
qsar-biodeg,C5.0,0.6,0.9,0.971,0.928,0.072,0.008,0.023
qsar-biodeg,C5.0,0.6,1,0.968,0.921,0.079,0.008,0.023
qsar-biodeg,C5.0,0.7,0.1,0.994,0.987,0.013,0.005,0.012
qsar-biodeg,C5.0,0.7,0.2,0.991,0.977,0.023,0.008,0.019
qsar-biodeg,C5.0,0.7,0.25,0.991,0.977,0.023,0.008,0.019
qsar-biodeg,C5.0,0.7,0.3,0.989,0.972,0.028,0.005,0.014
qsar-biodeg,C5.0,0.7,0.4,0.987,0.968,0.032,0.006,0.017
qsar-biodeg,C5.0,0.7,0.5,0.982,0.956,0.044,0.005,0.014
qsar-biodeg,C5.0,0.7,0.6,0.977,0.945,0.055,0.009,0.023
qsar-biodeg,C5.0,0.7,0.7,0.973,0.935,0.065,0.01,0.024
qsar-biodeg,C5.0,0.7,0.75,0.973,0.935,0.065,0.01,0.024
qsar-biodeg,C5.0,0.7,0.8,0.972,0.933,0.067,0.01,0.025
qsar-biodeg,C5.0,0.7,0.9,0.967,0.919,0.081,0.009,0.021
qsar-biodeg,C5.0,0.7,1,0.967,0.919,0.081,0.009,0.021
qsar-biodeg,C5.0,0.8,0.1,0.995,0.988,0.012,0.007,0.016
qsar-biodeg,C5.0,0.8,0.2,0.991,0.977,0.023,0.007,0.018
qsar-biodeg,C5.0,0.8,0.25,0.991,0.977,0.023,0.007,0.018
qsar-biodeg,C5.0,0.8,0.3,0.987,0.968,0.032,0.009,0.023
qsar-biodeg,C5.0,0.8,0.4,0.983,0.958,0.042,0.01,0.028
qsar-biodeg,C5.0,0.8,0.5,0.98,0.951,0.049,0.011,0.028
qsar-biodeg,C5.0,0.8,0.6,0.973,0.935,0.065,0.005,0.016
qsar-biodeg,C5.0,0.8,0.7,0.972,0.931,0.069,0.006,0.016
qsar-biodeg,C5.0,0.8,0.75,0.971,0.929,0.071,0.006,0.016
qsar-biodeg,C5.0,0.8,0.8,0.965,0.915,0.085,0.004,0.012
qsar-biodeg,C5.0,0.8,0.9,0.958,0.898,0.102,0.007,0.019
qsar-biodeg,C5.0,0.8,1,0.952,0.88,0.12,0.01,0.026
qsar-biodeg,C5.0,0.9,0.1,0.995,0.988,0.012,0.006,0.015
qsar-biodeg,C5.0,0.9,0.2,0.99,0.974,0.026,0.008,0.022
qsar-biodeg,C5.0,0.9,0.25,0.99,0.974,0.026,0.008,0.022
qsar-biodeg,C5.0,0.9,0.3,0.988,0.97,0.03,0.01,0.026
qsar-biodeg,C5.0,0.9,0.4,0.983,0.957,0.043,0.013,0.035
qsar-biodeg,C5.0,0.9,0.5,0.977,0.944,0.056,0.012,0.034
qsar-biodeg,C5.0,0.9,0.6,0.974,0.937,0.063,0.01,0.029
qsar-biodeg,C5.0,0.9,0.7,0.972,0.93,0.07,0.01,0.028
qsar-biodeg,C5.0,0.9,0.75,0.971,0.928,0.072,0.01,0.028
qsar-biodeg,C5.0,0.9,0.8,0.966,0.916,0.084,0.011,0.03
qsar-biodeg,C5.0,0.9,0.9,0.96,0.902,0.098,0.01,0.029
qsar-biodeg,C5.0,0.9,1,0.959,0.899,0.101,0.011,0.032
qsar-biodeg,C5.0,1,0.1,0.994,0.986,0.014,0.008,0.02
qsar-biodeg,C5.0,1,0.2,0.985,0.963,0.037,0.009,0.024
qsar-biodeg,C5.0,1,0.25,0.984,0.961,0.039,0.01,0.026
qsar-biodeg,C5.0,1,0.3,0.983,0.958,0.042,0.011,0.03
qsar-biodeg,C5.0,1,0.4,0.975,0.939,0.061,0.016,0.043
qsar-biodeg,C5.0,1,0.5,0.972,0.932,0.068,0.013,0.037
qsar-biodeg,C5.0,1,0.6,0.972,0.93,0.07,0.013,0.036
qsar-biodeg,C5.0,1,0.7,0.97,0.925,0.075,0.012,0.035
qsar-biodeg,C5.0,1,0.75,0.969,0.923,0.077,0.011,0.032
qsar-biodeg,C5.0,1,0.8,0.965,0.913,0.087,0.011,0.032
qsar-biodeg,C5.0,1,0.9,0.954,0.884,0.116,0.01,0.031
qsar-biodeg,C5.0,1,1,0.952,0.88,0.12,0.01,0.031
qsar-biodeg,JRip,0.1,0.1,0.995,0.989,0.011,0.003,0.008
qsar-biodeg,JRip,0.1,0.2,0.99,0.976,0.024,0.007,0.016
