dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
cardiotocography,C5.0,0.1,0.1,0.969,0.963,0.037,0.005,0.006
cardiotocography,C5.0,0.1,0.2,0.939,0.927,0.073,0.008,0.01
cardiotocography,C5.0,0.1,0.25,0.928,0.913,0.087,0.012,0.014
cardiotocography,C5.0,0.1,0.3,0.913,0.895,0.105,0.011,0.013
cardiotocography,C5.0,0.1,0.4,0.883,0.858,0.142,0.015,0.019
cardiotocography,C5.0,0.1,0.5,0.85,0.816,0.184,0.015,0.018
cardiotocography,C5.0,0.1,0.6,0.813,0.769,0.231,0.02,0.025
cardiotocography,C5.0,0.1,0.7,0.781,0.728,0.272,0.021,0.027
cardiotocography,C5.0,0.1,0.75,0.762,0.704,0.296,0.025,0.033
cardiotocography,C5.0,0.1,0.8,0.748,0.685,0.315,0.024,0.032
cardiotocography,C5.0,0.1,0.9,0.713,0.639,0.361,0.028,0.036
cardiotocography,C5.0,0.1,1,0.681,0.597,0.403,0.023,0.03
cardiotocography,C5.0,0.2,0.1,0.962,0.954,0.046,0.007,0.009
cardiotocography,C5.0,0.2,0.2,0.919,0.902,0.098,0.01,0.012
cardiotocography,C5.0,0.2,0.25,0.902,0.881,0.119,0.017,0.021
cardiotocography,C5.0,0.2,0.3,0.885,0.86,0.14,0.019,0.024
cardiotocography,C5.0,0.2,0.4,0.847,0.812,0.188,0.019,0.024
cardiotocography,C5.0,0.2,0.5,0.813,0.77,0.23,0.018,0.023
cardiotocography,C5.0,0.2,0.6,0.775,0.721,0.279,0.02,0.026
cardiotocography,C5.0,0.2,0.7,0.742,0.677,0.323,0.019,0.024
cardiotocography,C5.0,0.2,0.75,0.725,0.655,0.345,0.018,0.024
cardiotocography,C5.0,0.2,0.8,0.705,0.628,0.372,0.015,0.02
cardiotocography,C5.0,0.2,0.9,0.673,0.586,0.414,0.019,0.025
cardiotocography,C5.0,0.2,1,0.638,0.539,0.461,0.017,0.022
cardiotocography,C5.0,0.3,0.1,0.962,0.954,0.046,0.006,0.007
cardiotocography,C5.0,0.3,0.2,0.933,0.919,0.081,0.008,0.009
cardiotocography,C5.0,0.3,0.25,0.914,0.896,0.104,0.006,0.008
cardiotocography,C5.0,0.3,0.3,0.894,0.871,0.129,0.006,0.008
cardiotocography,C5.0,0.3,0.4,0.863,0.833,0.167,0.014,0.018
cardiotocography,C5.0,0.3,0.5,0.835,0.798,0.202,0.02,0.025
cardiotocography,C5.0,0.3,0.6,0.802,0.756,0.244,0.015,0.02
cardiotocography,C5.0,0.3,0.7,0.767,0.709,0.291,0.02,0.026
cardiotocography,C5.0,0.3,0.75,0.75,0.688,0.312,0.016,0.021
cardiotocography,C5.0,0.3,0.8,0.734,0.666,0.334,0.022,0.029
cardiotocography,C5.0,0.3,0.9,0.695,0.615,0.385,0.025,0.034
cardiotocography,C5.0,0.3,1,0.661,0.57,0.43,0.024,0.032
cardiotocography,C5.0,0.4,0.1,0.97,0.965,0.035,0.006,0.008
cardiotocography,C5.0,0.4,0.2,0.937,0.925,0.075,0.01,0.012
cardiotocography,C5.0,0.4,0.25,0.92,0.903,0.097,0.013,0.015
cardiotocography,C5.0,0.4,0.3,0.901,0.88,0.12,0.012,0.015
cardiotocography,C5.0,0.4,0.4,0.865,0.835,0.165,0.012,0.015
cardiotocography,C5.0,0.4,0.5,0.834,0.796,0.204,0.007,0.009
cardiotocography,C5.0,0.4,0.6,0.796,0.748,0.252,0.008,0.01
cardiotocography,C5.0,0.4,0.7,0.763,0.705,0.295,0.005,0.006
cardiotocography,C5.0,0.4,0.75,0.744,0.68,0.32,0.008,0.011
cardiotocography,C5.0,0.4,0.8,0.725,0.654,0.346,0.013,0.017
cardiotocography,C5.0,0.4,0.9,0.684,0.6,0.4,0.018,0.024
cardiotocography,C5.0,0.4,1,0.642,0.542,0.458,0.019,0.026
cardiotocography,C5.0,0.5,0.1,0.962,0.955,0.045,0.005,0.006
cardiotocography,C5.0,0.5,0.2,0.923,0.907,0.093,0.01,0.012
