dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
wilt,C5.0,0.1,0.1,0.996,0.962,0.038,0.001,0.014
wilt,C5.0,0.1,0.2,0.993,0.927,0.073,0.001,0.017
wilt,C5.0,0.1,0.25,0.992,0.917,0.083,0.002,0.015
wilt,C5.0,0.1,0.3,0.99,0.897,0.103,0.001,0.016
wilt,C5.0,0.1,0.4,0.989,0.88,0.12,0.001,0.019
wilt,C5.0,0.1,0.5,0.987,0.863,0.137,0.002,0.029
wilt,C5.0,0.1,0.6,0.986,0.846,0.154,0.003,0.032
wilt,C5.0,0.1,0.7,0.984,0.829,0.171,0.004,0.038
wilt,C5.0,0.1,0.75,0.982,0.815,0.185,0.004,0.042
wilt,C5.0,0.1,0.8,0.981,0.808,0.192,0.004,0.04
wilt,C5.0,0.1,0.9,0.98,0.795,0.205,0.004,0.037
wilt,C5.0,0.1,1,0.978,0.779,0.221,0.004,0.033
wilt,C5.0,0.2,0.1,0.994,0.933,0.067,0.002,0.021
wilt,C5.0,0.2,0.2,0.983,0.838,0.162,0.005,0.05
wilt,C5.0,0.2,0.25,0.979,0.801,0.199,0.005,0.047
wilt,C5.0,0.2,0.3,0.974,0.759,0.241,0.005,0.041
wilt,C5.0,0.2,0.4,0.964,0.689,0.311,0.007,0.05
wilt,C5.0,0.2,0.5,0.956,0.633,0.367,0.008,0.055
wilt,C5.0,0.2,0.6,0.947,0.576,0.424,0.008,0.052
wilt,C5.0,0.2,0.7,0.939,0.537,0.463,0.011,0.055
wilt,C5.0,0.2,0.75,0.935,0.514,0.486,0.012,0.065
wilt,C5.0,0.2,0.8,0.933,0.501,0.499,0.014,0.072
wilt,C5.0,0.2,0.9,0.924,0.459,0.541,0.015,0.065
wilt,C5.0,0.2,1,0.915,0.429,0.571,0.016,0.058
wilt,C5.0,0.3,0.1,0.988,0.877,0.123,0.003,0.035
wilt,C5.0,0.3,0.2,0.975,0.766,0.234,0.005,0.047
wilt,C5.0,0.3,0.25,0.967,0.713,0.287,0.006,0.054
wilt,C5.0,0.3,0.3,0.96,0.664,0.336,0.007,0.064
wilt,C5.0,0.3,0.4,0.943,0.564,0.436,0.005,0.046
wilt,C5.0,0.3,0.5,0.93,0.496,0.504,0.004,0.039
wilt,C5.0,0.3,0.6,0.917,0.436,0.564,0.003,0.04
wilt,C5.0,0.3,0.7,0.905,0.389,0.611,0.004,0.042
wilt,C5.0,0.3,0.75,0.899,0.366,0.634,0.005,0.044
wilt,C5.0,0.3,0.8,0.894,0.351,0.649,0.005,0.047
wilt,C5.0,0.3,0.9,0.881,0.318,0.682,0.005,0.04
wilt,C5.0,0.3,1,0.865,0.275,0.725,0.006,0.033
wilt,C5.0,0.4,0.1,0.986,0.861,0.139,0.004,0.032
wilt,C5.0,0.4,0.2,0.966,0.697,0.303,0.006,0.025
wilt,C5.0,0.4,0.25,0.957,0.64,0.36,0.006,0.027
wilt,C5.0,0.4,0.3,0.948,0.588,0.412,0.007,0.032
wilt,C5.0,0.4,0.4,0.931,0.502,0.498,0.01,0.031
wilt,C5.0,0.4,0.5,0.909,0.414,0.586,0.012,0.024
wilt,C5.0,0.4,0.6,0.89,0.349,0.651,0.012,0.024
wilt,C5.0,0.4,0.7,0.873,0.299,0.701,0.011,0.023
wilt,C5.0,0.4,0.75,0.864,0.27,0.73,0.013,0.018
wilt,C5.0,0.4,0.8,0.858,0.256,0.744,0.013,0.018
wilt,C5.0,0.4,0.9,0.839,0.214,0.786,0.016,0.016
wilt,C5.0,0.4,1,0.823,0.184,0.816,0.018,0.017
wilt,C5.0,0.5,0.1,0.978,0.794,0.206,0.006,0.055
wilt,C5.0,0.5,0.2,0.956,0.644,0.356,0.005,0.039
wilt,C5.0,0.5,0.25,0.946,0.584,0.416,0.003,0.026
wilt,C5.0,0.5,0.3,0.935,0.533,0.467,0.005,0.026
