dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
mfeat-pixel,C5.0,0.1,0.1,0.998,0.998,0.002,0.002,0.002
mfeat-pixel,C5.0,0.1,0.2,0.998,0.997,0.003,0.003,0.003
mfeat-pixel,C5.0,0.1,0.25,0.997,0.996,0.004,0.004,0.005
mfeat-pixel,C5.0,0.1,0.3,0.997,0.996,0.004,0.004,0.005
mfeat-pixel,C5.0,0.1,0.4,0.992,0.991,0.009,0.005,0.006
mfeat-pixel,C5.0,0.1,0.5,0.99,0.989,0.011,0.006,0.007
mfeat-pixel,C5.0,0.1,0.6,0.988,0.987,0.013,0.008,0.008
mfeat-pixel,C5.0,0.1,0.7,0.984,0.982,0.018,0.008,0.009
mfeat-pixel,C5.0,0.1,0.75,0.982,0.979,0.021,0.01,0.011
mfeat-pixel,C5.0,0.1,0.8,0.978,0.976,0.024,0.013,0.014
mfeat-pixel,C5.0,0.1,0.9,0.974,0.971,0.029,0.017,0.019
mfeat-pixel,C5.0,0.1,1,0.97,0.966,0.034,0.018,0.02
mfeat-pixel,C5.0,0.2,0.1,1,1,0,0,0
mfeat-pixel,C5.0,0.2,0.2,0.997,0.997,0.003,0.002,0.002
mfeat-pixel,C5.0,0.2,0.25,0.996,0.995,0.005,0.002,0.002
mfeat-pixel,C5.0,0.2,0.3,0.995,0.994,0.006,0.003,0.003
mfeat-pixel,C5.0,0.2,0.4,0.991,0.99,0.01,0.003,0.004
mfeat-pixel,C5.0,0.2,0.5,0.988,0.987,0.013,0.004,0.004
mfeat-pixel,C5.0,0.2,0.6,0.987,0.985,0.015,0.005,0.006
mfeat-pixel,C5.0,0.2,0.7,0.984,0.982,0.018,0.006,0.007
mfeat-pixel,C5.0,0.2,0.75,0.983,0.981,0.019,0.008,0.008
mfeat-pixel,C5.0,0.2,0.8,0.979,0.977,0.023,0.01,0.011
mfeat-pixel,C5.0,0.2,0.9,0.975,0.972,0.028,0.012,0.013
mfeat-pixel,C5.0,0.2,1,0.971,0.967,0.033,0.014,0.015
mfeat-pixel,C5.0,0.3,0.1,0.998,0.997,0.003,0.003,0.003
mfeat-pixel,C5.0,0.3,0.2,0.995,0.994,0.006,0.003,0.003
mfeat-pixel,C5.0,0.3,0.25,0.993,0.992,0.008,0.002,0.002
mfeat-pixel,C5.0,0.3,0.3,0.992,0.991,0.009,0.002,0.002
mfeat-pixel,C5.0,0.3,0.4,0.989,0.987,0.013,0.003,0.004
mfeat-pixel,C5.0,0.3,0.5,0.983,0.981,0.019,0.004,0.005
mfeat-pixel,C5.0,0.3,0.6,0.981,0.979,0.021,0.005,0.005
mfeat-pixel,C5.0,0.3,0.7,0.976,0.973,0.027,0.005,0.006
mfeat-pixel,C5.0,0.3,0.75,0.974,0.971,0.029,0.009,0.01
mfeat-pixel,C5.0,0.3,0.8,0.97,0.967,0.033,0.01,0.012
mfeat-pixel,C5.0,0.3,0.9,0.966,0.962,0.038,0.013,0.015
mfeat-pixel,C5.0,0.3,1,0.962,0.958,0.042,0.013,0.014
mfeat-pixel,C5.0,0.4,0.1,0.998,0.998,0.002,0.003,0.003
mfeat-pixel,C5.0,0.4,0.2,0.995,0.994,0.006,0.004,0.004
mfeat-pixel,C5.0,0.4,0.25,0.994,0.993,0.007,0.004,0.005
mfeat-pixel,C5.0,0.4,0.3,0.992,0.991,0.009,0.005,0.005
mfeat-pixel,C5.0,0.4,0.4,0.991,0.989,0.011,0.006,0.007
