dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
vowel,C5.0,0.1,0.1,1,1,0,0,0
vowel,C5.0,0.1,0.2,0.999,0.993,0.007,0.002,0.015
vowel,C5.0,0.1,0.25,0.999,0.993,0.007,0.002,0.015
vowel,C5.0,0.1,0.3,0.999,0.993,0.007,0.002,0.015
vowel,C5.0,0.1,0.4,0.998,0.987,0.013,0.003,0.018
vowel,C5.0,0.1,0.5,0.997,0.981,0.019,0.005,0.029
vowel,C5.0,0.1,0.6,0.996,0.975,0.025,0.004,0.027
vowel,C5.0,0.1,0.7,0.996,0.975,0.025,0.004,0.027
vowel,C5.0,0.1,0.75,0.996,0.975,0.025,0.004,0.027
vowel,C5.0,0.1,0.8,0.996,0.975,0.025,0.004,0.027
vowel,C5.0,0.1,0.9,0.996,0.975,0.025,0.004,0.027
vowel,C5.0,0.1,1,0.995,0.968,0.032,0.004,0.023
vowel,C5.0,0.2,0.1,1,1,0,0,0
vowel,C5.0,0.2,0.2,0.999,0.994,0.006,0.002,0.014
vowel,C5.0,0.2,0.25,0.998,0.988,0.012,0.003,0.017
vowel,C5.0,0.2,0.3,0.998,0.988,0.012,0.003,0.017
vowel,C5.0,0.2,0.4,0.998,0.988,0.012,0.003,0.017
vowel,C5.0,0.2,0.5,0.995,0.969,0.031,0.004,0.022
vowel,C5.0,0.2,0.6,0.994,0.963,0.037,0.004,0.025
vowel,C5.0,0.2,0.7,0.991,0.943,0.057,0.004,0.026
vowel,C5.0,0.2,0.75,0.991,0.943,0.057,0.004,0.026
vowel,C5.0,0.2,0.8,0.99,0.936,0.064,0.004,0.021
vowel,C5.0,0.2,0.9,0.989,0.93,0.07,0.002,0.011
vowel,C5.0,0.2,1,0.989,0.93,0.07,0.002,0.011
vowel,C5.0,0.3,0.1,0.999,0.994,0.006,0.002,0.014
vowel,C5.0,0.3,0.2,0.999,0.994,0.006,0.002,0.014
vowel,C5.0,0.3,0.25,0.999,0.994,0.006,0.002,0.014
vowel,C5.0,0.3,0.3,0.998,0.987,0.013,0.003,0.018
vowel,C5.0,0.3,0.4,0.997,0.981,0.019,0.003,0.017
vowel,C5.0,0.3,0.5,0.995,0.97,0.03,0.004,0.022
vowel,C5.0,0.3,0.6,0.992,0.952,0.048,0.003,0.016
vowel,C5.0,0.3,0.7,0.99,0.939,0.061,0.006,0.04
vowel,C5.0,0.3,0.75,0.99,0.939,0.061,0.006,0.04
vowel,C5.0,0.3,0.8,0.989,0.933,0.067,0.006,0.036
vowel,C5.0,0.3,0.9,0.986,0.913,0.087,0.008,0.053
vowel,C5.0,0.3,1,0.985,0.906,0.094,0.009,0.062
vowel,JRip,0.1,0.1,0.997,0.981,0.019,0.003,0.018
vowel,JRip,0.1,0.2,0.995,0.968,0.032,0,0.005
vowel,JRip,0.1,0.25,0.995,0.968,0.032,0,0.005
vowel,JRip,0.1,0.3,0.995,0.968,0.032,0,0.005
vowel,JRip,0.1,0.4,0.995,0.968,0.032,0,0.005
vowel,JRip,0.1,0.5,0.994,0.963,0.037,0.002,0.011
vowel,JRip,0.1,0.6,0.993,0.955,0.045,0.003,0.019
vowel,JRip,0.1,0.7,0.993,0.955,0.045,0.003,0.019
vowel,JRip,0.1,0.75,0.993,0.955,0.045,0.003,0.019
vowel,JRip,0.1,0.8,0.993,0.955,0.045,0.003,0.019
vowel,JRip,0.1,0.9,0.993,0.955,0.045,0.003,0.019
vowel,JRip,0.1,1,0.992,0.95,0.05,0.003,0.016
vowel,JRip,0.2,0.1,1,1,0,0,0
vowel,JRip,0.2,0.2,0.998,0.988,0.012,0.005,0.026
vowel,JRip,0.2,0.25,0.997,0.982,0.018,0.005,0.027
vowel,JRip,0.2,0.3,0.996,0.975,0.025,0.004,0.025
vowel,JRip,0.2,0.4,0.992,0.949,0.051,0.008,0.052
vowel,JRip,0.2,0.5,0.991,0.943,0.057,0.007,0.046
vowel,JRip,0.2,0.6,0.989,0.931,0.069,0.007,0.041
vowel,JRip,0.2,0.7,0.986,0.912,0.088,0.006,0.035
vowel,JRip,0.2,0.75,0.985,0.906,0.094,0.004,0.023
vowel,JRip,0.2,0.8,0.984,0.9,0.1,0.004,0.028
vowel,JRip,0.2,0.9,0.983,0.895,0.105,0.005,0.031
vowel,JRip,0.2,1,0.977,0.859,0.141,0.008,0.049
vowel,JRip,0.3,0.1,0.999,0.993,0.007,0.002,0.017
vowel,JRip,0.3,0.2,0.995,0.967,0.033,0.004,0.02
vowel,JRip,0.3,0.25,0.994,0.96,0.04,0.004,0.027
vowel,JRip,0.3,0.3,0.992,0.947,0.053,0.005,0.031
vowel,JRip,0.3,0.4,0.988,0.92,0.08,0.003,0.026
vowel,JRip,0.3,0.5,0.982,0.882,0.118,0.007,0.042
vowel,JRip,0.3,0.6,0.978,0.857,0.143,0.009,0.059
vowel,JRip,0.3,0.7,0.973,0.827,0.173,0.008,0.05
vowel,JRip,0.3,0.75,0.97,0.809,0.191,0.006,0.042
vowel,JRip,0.3,0.8,0.969,0.804,0.196,0.004,0.032
vowel,JRip,0.3,0.9,0.964,0.778,0.222,0.007,0.042
vowel,JRip,0.3,1,0.963,0.773,0.227,0.006,0.04
vowel,PART,0.1,0.1,1,1,0,0,0
vowel,PART,0.1,0.2,1,1,0,0,0
vowel,PART,0.1,0.25,1,1,0,0,0
vowel,PART,0.1,0.3,1,1,0,0,0
vowel,PART,0.1,0.4,0.999,0.994,0.006,0.002,0.013
vowel,PART,0.1,0.5,0.999,0.994,0.006,0.002,0.013
vowel,PART,0.1,0.6,0.999,0.994,0.006,0.002,0.013
vowel,PART,0.1,0.7,0.999,0.994,0.006,0.002,0.013
vowel,PART,0.1,0.75,0.999,0.994,0.006,0.002,0.013
vowel,PART,0.1,0.8,0.999,0.994,0.006,0.002,0.013
vowel,PART,0.1,0.9,0.999,0.994,0.006,0.002,0.013
vowel,PART,0.1,1,0.999,0.994,0.006,0.002,0.013
vowel,PART,0.2,0.1,0.999,0.995,0.005,0.002,0.011
vowel,PART,0.2,0.2,0.999,0.995,0.005,0.002,0.011
vowel,PART,0.2,0.25,0.997,0.984,0.016,0.005,0.023
vowel,PART,0.2,0.3,0.997,0.984,0.016,0.005,0.023
vowel,PART,0.2,0.4,0.995,0.973,0.027,0.005,0.027
vowel,PART,0.2,0.5,0.993,0.961,0.039,0.005,0.024
vowel,PART,0.2,0.6,0.991,0.95,0.05,0.007,0.037
vowel,PART,0.2,0.7,0.989,0.94,0.06,0.006,0.029
vowel,PART,0.2,0.75,0.989,0.94,0.06,0.006,0.029
