dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
breast-w,C5.0,0.1,0.1,1,1,0,0,0
breast-w,C5.0,0.1,0.2,0.999,0.997,0.003,0.003,0.007
breast-w,C5.0,0.1,0.25,0.999,0.997,0.003,0.003,0.007
breast-w,C5.0,0.1,0.3,0.999,0.997,0.003,0.003,0.007
breast-w,C5.0,0.1,0.4,0.999,0.997,0.003,0.003,0.007
breast-w,C5.0,0.1,0.5,0.999,0.997,0.003,0.003,0.007
breast-w,C5.0,0.1,0.6,0.996,0.99,0.01,0.01,0.021
breast-w,C5.0,0.1,0.7,0.996,0.99,0.01,0.01,0.021
breast-w,C5.0,0.1,0.75,0.996,0.99,0.01,0.01,0.021
breast-w,C5.0,0.1,0.8,0.994,0.987,0.013,0.013,0.029
breast-w,C5.0,0.1,0.9,0.994,0.987,0.013,0.013,0.029
breast-w,C5.0,0.1,1,0.994,0.987,0.013,0.013,0.029
breast-w,C5.0,0.2,0.1,1,1,0,0,0
breast-w,C5.0,0.2,0.2,1,1,0,0,0
breast-w,C5.0,0.2,0.25,1,1,0,0,0
breast-w,C5.0,0.2,0.3,1,1,0,0,0
breast-w,C5.0,0.2,0.4,1,1,0,0,0
breast-w,C5.0,0.2,0.5,1,1,0,0,0
breast-w,C5.0,0.2,0.6,0.997,0.994,0.006,0.007,0.014
breast-w,C5.0,0.2,0.7,0.996,0.99,0.01,0.007,0.014
breast-w,C5.0,0.2,0.75,0.996,0.99,0.01,0.007,0.014
breast-w,C5.0,0.2,0.8,0.996,0.99,0.01,0.007,0.014
breast-w,C5.0,0.2,0.9,0.996,0.99,0.01,0.007,0.014
breast-w,C5.0,0.2,1,0.994,0.987,0.013,0.008,0.017
breast-w,C5.0,0.3,0.1,1,1,0,0,0
breast-w,C5.0,0.3,0.2,1,1,0,0,0
breast-w,C5.0,0.3,0.25,1,1,0,0,0
breast-w,C5.0,0.3,0.3,1,1,0,0,0
breast-w,C5.0,0.3,0.4,0.997,0.994,0.006,0.004,0.009
breast-w,C5.0,0.3,0.5,0.997,0.994,0.006,0.004,0.009
breast-w,C5.0,0.3,0.6,0.997,0.994,0.006,0.004,0.009
breast-w,C5.0,0.3,0.7,0.997,0.994,0.006,0.004,0.009
breast-w,C5.0,0.3,0.75,0.997,0.994,0.006,0.004,0.009
breast-w,C5.0,0.3,0.8,0.997,0.994,0.006,0.004,0.009
breast-w,C5.0,0.3,0.9,0.997,0.994,0.006,0.004,0.009
breast-w,C5.0,0.3,1,0.997,0.994,0.006,0.004,0.009
breast-w,JRip,0.1,0.1,0.999,0.997,0.003,0.003,0.007
breast-w,JRip,0.1,0.2,0.999,0.997,0.003,0.003,0.007
breast-w,JRip,0.1,0.25,0.999,0.997,0.003,0.003,0.007
breast-w,JRip,0.1,0.3,0.999,0.997,0.003,0.003,0.007
breast-w,JRip,0.1,0.4,0.999,0.997,0.003,0.003,0.007
breast-w,JRip,0.1,0.5,0.999,0.997,0.003,0.003,0.007
breast-w,JRip,0.1,0.6,0.999,0.997,0.003,0.003,0.007
breast-w,JRip,0.1,0.7,0.999,0.997,0.003,0.003,0.007
breast-w,JRip,0.1,0.75,0.999,0.997,0.003,0.003,0.007
breast-w,JRip,0.1,0.8,0.999,0.997,0.003,0.003,0.007
breast-w,JRip,0.1,0.9,0.999,0.997,0.003,0.003,0.007
breast-w,JRip,0.1,1,0.999,0.997,0.003,0.003,0.007
breast-w,JRip,0.2,0.1,0.997,0.994,0.006,0.004,0.009
breast-w,JRip,0.2,0.2,0.997,0.994,0.006,0.004,0.009
breast-w,JRip,0.2,0.25,0.997,0.994,0.006,0.004,0.009
breast-w,JRip,0.2,0.3,0.997,0.994,0.006,0.004,0.009
breast-w,JRip,0.2,0.4,0.997,0.994,0.006,0.004,0.009
breast-w,JRip,0.2,0.5,0.997,0.994,0.006,0.004,0.009
breast-w,JRip,0.2,0.6,0.997,0.994,0.006,0.004,0.009
breast-w,JRip,0.2,0.7,0.997,0.994,0.006,0.004,0.009
breast-w,JRip,0.2,0.75,0.997,0.994,0.006,0.004,0.009
breast-w,JRip,0.2,0.8,0.997,0.994,0.006,0.004,0.009
breast-w,JRip,0.2,0.9,0.997,0.994,0.006,0.004,0.009
breast-w,JRip,0.2,1,0.997,0.994,0.006,0.004,0.009
breast-w,JRip,0.3,0.1,0.996,0.991,0.009,0.007,0.014
breast-w,JRip,0.3,0.2,0.996,0.991,0.009,0.007,0.014
breast-w,JRip,0.3,0.25,0.996,0.991,0.009,0.007,0.014
breast-w,JRip,0.3,0.3,0.994,0.988,0.012,0.008,0.017
breast-w,JRip,0.3,0.4,0.993,0.984,0.016,0.01,0.022
breast-w,JRip,0.3,0.5,0.993,0.984,0.016,0.01,0.022
breast-w,JRip,0.3,0.6,0.991,0.981,0.019,0.01,0.02
breast-w,JRip,0.3,0.7,0.991,0.981,0.019,0.01,0.02
breast-w,JRip,0.3,0.75,0.991,0.981,0.019,0.01,0.02
breast-w,JRip,0.3,0.8,0.991,0.981,0.019,0.01,0.02
breast-w,JRip,0.3,0.9,0.991,0.981,0.019,0.01,0.02
breast-w,JRip,0.3,1,0.988,0.975,0.025,0.007,0.014
breast-w,PART,0.1,0.1,1,1,0,0,0
breast-w,PART,0.1,0.2,1,1,0,0,0
breast-w,PART,0.1,0.25,1,1,0,0,0
breast-w,PART,0.1,0.3,1,1,0,0,0
breast-w,PART,0.1,0.4,1,1,0,0,0
breast-w,PART,0.1,0.5,1,1,0,0,0
breast-w,PART,0.1,0.6,1,1,0,0,0
breast-w,PART,0.1,0.7,1,1,0,0,0
breast-w,PART,0.1,0.75,1,1,0,0,0
breast-w,PART,0.1,0.8,1,1,0,0,0
breast-w,PART,0.1,0.9,1,1,0,0,0
breast-w,PART,0.1,1,1,1,0,0,0
breast-w,PART,0.2,0.1,1,1,0,0,0
