dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
vowel,C5.0,0.1,0.1,1,1,0,0,0
vowel,C5.0,0.1,0.2,0.999,0.993,0.007,0.002,0.015
vowel,C5.0,0.1,0.25,0.999,0.993,0.007,0.002,0.015
vowel,C5.0,0.1,0.3,0.999,0.993,0.007,0.002,0.015
vowel,C5.0,0.1,0.4,0.999,0.993,0.007,0.002,0.015
vowel,C5.0,0.1,0.5,0.999,0.993,0.007,0.002,0.015
vowel,C5.0,0.1,0.6,0.998,0.987,0.013,0.003,0.017
vowel,C5.0,0.1,0.7,0.998,0.987,0.013,0.003,0.017
vowel,C5.0,0.1,0.75,0.998,0.987,0.013,0.003,0.017
vowel,C5.0,0.1,0.8,0.998,0.987,0.013,0.003,0.017
vowel,C5.0,0.1,0.9,0.998,0.987,0.013,0.003,0.017
vowel,C5.0,0.1,1,0.997,0.981,0.019,0.003,0.017
vowel,C5.0,0.2,0.1,1,1,0,0,0
vowel,C5.0,0.2,0.2,0.999,0.994,0.006,0.002,0.013
vowel,C5.0,0.2,0.25,0.998,0.988,0.012,0.003,0.016
vowel,C5.0,0.2,0.3,0.997,0.981,0.019,0.003,0.017
vowel,C5.0,0.2,0.4,0.997,0.981,0.019,0.003,0.017
vowel,C5.0,0.2,0.5,0.996,0.976,0.024,0.004,0.025
vowel,C5.0,0.2,0.6,0.994,0.964,0.036,0.004,0.024
vowel,C5.0,0.2,0.7,0.993,0.958,0.042,0.006,0.034
vowel,C5.0,0.2,0.75,0.993,0.958,0.042,0.006,0.034
vowel,C5.0,0.2,0.8,0.992,0.952,0.048,0.005,0.026
vowel,C5.0,0.2,0.9,0.99,0.938,0.062,0.006,0.038
vowel,C5.0,0.2,1,0.99,0.938,0.062,0.006,0.038
vowel,C5.0,0.3,0.1,0.998,0.988,0.012,0.003,0.017
vowel,C5.0,0.3,0.2,0.998,0.988,0.012,0.003,0.017
vowel,C5.0,0.3,0.25,0.997,0.982,0.018,0.003,0.017
vowel,C5.0,0.3,0.3,0.995,0.969,0.031,0.004,0.021
vowel,C5.0,0.3,0.4,0.991,0.946,0.054,0.007,0.034
vowel,C5.0,0.3,0.5,0.989,0.934,0.066,0.007,0.035
vowel,C5.0,0.3,0.6,0.984,0.903,0.097,0.007,0.039
vowel,C5.0,0.3,0.7,0.982,0.889,0.111,0.006,0.034
vowel,C5.0,0.3,0.75,0.982,0.889,0.111,0.006,0.034
vowel,C5.0,0.3,0.8,0.981,0.883,0.117,0.007,0.037
vowel,C5.0,0.3,0.9,0.978,0.862,0.138,0.005,0.022
vowel,C5.0,0.3,1,0.978,0.862,0.138,0.005,0.022
vowel,JRip,0.1,0.1,1,1,0,0,0
vowel,JRip,0.1,0.2,0.997,0.982,0.018,0.005,0.026
vowel,JRip,0.1,0.25,0.996,0.976,0.024,0.004,0.024
vowel,JRip,0.1,0.3,0.996,0.976,0.024,0.004,0.024
vowel,JRip,0.1,0.4,0.995,0.971,0.029,0.006,0.033
vowel,JRip,0.1,0.5,0.995,0.971,0.029,0.006,0.033
vowel,JRip,0.1,0.6,0.994,0.965,0.035,0.007,0.036
vowel,JRip,0.1,0.7,0.994,0.965,0.035,0.007,0.036
vowel,JRip,0.1,0.75,0.994,0.965,0.035,0.007,0.036
vowel,JRip,0.1,0.8,0.993,0.959,0.041,0.008,0.047
vowel,JRip,0.1,0.9,0.993,0.959,0.041,0.008,0.047
vowel,JRip,0.1,1,0.992,0.954,0.046,0.01,0.056
vowel,JRip,0.2,0.1,1,1,0,0,0
vowel,JRip,0.2,0.2,0.999,0.995,0.005,0.002,0.012
vowel,JRip,0.2,0.25,0.997,0.984,0.016,0.005,0.024
vowel,JRip,0.2,0.3,0.996,0.979,0.021,0.006,0.029
vowel,JRip,0.2,0.4,0.994,0.966,0.034,0.004,0.022
vowel,JRip,0.2,0.5,0.992,0.956,0.044,0.007,0.034
vowel,JRip,0.2,0.6,0.992,0.956,0.044,0.007,0.034
vowel,JRip,0.2,0.7,0.991,0.951,0.049,0.008,0.042
vowel,JRip,0.2,0.75,0.991,0.951,0.049,0.008,0.042
vowel,JRip,0.2,0.8,0.991,0.951,0.049,0.008,0.042
vowel,JRip,0.2,0.9,0.99,0.945,0.055,0.008,0.041
vowel,JRip,0.2,1,0.988,0.934,0.066,0.01,0.053
vowel,JRip,0.3,0.1,0.999,0.995,0.005,0.002,0.012
vowel,JRip,0.3,0.2,0.995,0.972,0.028,0.004,0.02
vowel,JRip,0.3,0.25,0.994,0.967,0.033,0.004,0.023
vowel,JRip,0.3,0.3,0.993,0.96,0.04,0.003,0.013
vowel,JRip,0.3,0.4,0.989,0.936,0.064,0.004,0.025
vowel,JRip,0.3,0.5,0.984,0.903,0.097,0.006,0.052
vowel,JRip,0.3,0.6,0.982,0.891,0.109,0.005,0.047
vowel,JRip,0.3,0.7,0.979,0.875,0.125,0.002,0.035
vowel,JRip,0.3,0.75,0.977,0.865,0.135,0.003,0.031
vowel,JRip,0.3,0.8,0.974,0.848,0.152,0.002,0.027
vowel,JRip,0.3,0.9,0.97,0.827,0.173,0.007,0.036
vowel,JRip,0.3,1,0.969,0.821,0.179,0.007,0.035
vowel,PART,0.1,0.1,1,1,0,0,0
vowel,PART,0.1,0.2,0.998,0.988,0.012,0.003,0.017
vowel,PART,0.1,0.25,0.998,0.988,0.012,0.003,0.017
vowel,PART,0.1,0.3,0.998,0.988,0.012,0.003,0.017
vowel,PART,0.1,0.4,0.998,0.988,0.012,0.003,0.017
vowel,PART,0.1,0.5,0.998,0.988,0.012,0.003,0.017
vowel,PART,0.1,0.6,0.998,0.988,0.012,0.003,0.017
vowel,PART,0.1,0.7,0.998,0.988,0.012,0.003,0.017
vowel,PART,0.1,0.75,0.998,0.988,0.012,0.003,0.017
vowel,PART,0.1,0.8,0.998,0.988,0.012,0.003,0.017
vowel,PART,0.1,0.9,0.997,0.982,0.018,0.003,0.017
vowel,PART,0.1,1,0.996,0.975,0.025,0.004,0.027
vowel,PART,0.2,0.1,0.999,0.994,0.006,0.002,0.013
vowel,PART,0.2,0.2,0.996,0.976,0.024,0.007,0.037
vowel,PART,0.2,0.25,0.996,0.976,0.024,0.007,0.037
vowel,PART,0.2,0.3,0.995,0.971,0.029,0.009,0.048
vowel,PART,0.2,0.4,0.992,0.953,0.047,0.01,0.052
vowel,PART,0.2,0.5,0.992,0.953,0.047,0.01,0.052
vowel,PART,0.2,0.6,0.991,0.948,0.052,0.009,0.047
vowel,PART,0.2,0.7,0.991,0.948,0.052,0.009,0.047
