dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
qsar-biodeg,C5.0,0.1,0.1,0.999,0.998,0.002,0.002,0.005
qsar-biodeg,C5.0,0.1,0.2,0.997,0.993,0.007,0.004,0.01
qsar-biodeg,C5.0,0.1,0.25,0.997,0.993,0.007,0.004,0.01
qsar-biodeg,C5.0,0.1,0.3,0.997,0.993,0.007,0.004,0.01
qsar-biodeg,C5.0,0.1,0.4,0.997,0.993,0.007,0.004,0.01
qsar-biodeg,C5.0,0.1,0.5,0.993,0.985,0.015,0.004,0.01
qsar-biodeg,C5.0,0.1,0.6,0.992,0.983,0.017,0.005,0.012
qsar-biodeg,C5.0,0.1,0.7,0.991,0.98,0.02,0.005,0.012
qsar-biodeg,C5.0,0.1,0.75,0.991,0.98,0.02,0.005,0.012
qsar-biodeg,C5.0,0.1,0.8,0.991,0.98,0.02,0.005,0.012
qsar-biodeg,C5.0,0.1,0.9,0.991,0.978,0.022,0.003,0.008
qsar-biodeg,C5.0,0.1,1,0.991,0.978,0.022,0.003,0.008
qsar-biodeg,C5.0,0.2,0.1,1,1,0,0,0
qsar-biodeg,C5.0,0.2,0.2,0.998,0.995,0.005,0.003,0.006
qsar-biodeg,C5.0,0.2,0.25,0.998,0.995,0.005,0.003,0.006
qsar-biodeg,C5.0,0.2,0.3,0.997,0.993,0.007,0.004,0.01
qsar-biodeg,C5.0,0.2,0.4,0.996,0.991,0.009,0.004,0.009
qsar-biodeg,C5.0,0.2,0.5,0.994,0.987,0.013,0.005,0.012
qsar-biodeg,C5.0,0.2,0.6,0.994,0.987,0.013,0.005,0.012
qsar-biodeg,C5.0,0.2,0.7,0.993,0.985,0.015,0.005,0.013
qsar-biodeg,C5.0,0.2,0.75,0.992,0.982,0.018,0.005,0.013
qsar-biodeg,C5.0,0.2,0.8,0.992,0.982,0.018,0.005,0.013
qsar-biodeg,C5.0,0.2,0.9,0.991,0.98,0.02,0.005,0.012
qsar-biodeg,C5.0,0.2,1,0.991,0.98,0.02,0.005,0.012
qsar-biodeg,C5.0,0.3,0.1,0.998,0.995,0.005,0.003,0.006
qsar-biodeg,C5.0,0.3,0.2,0.997,0.993,0.007,0.003,0.006
qsar-biodeg,C5.0,0.3,0.25,0.997,0.993,0.007,0.003,0.006
qsar-biodeg,C5.0,0.3,0.3,0.996,0.991,0.009,0.004,0.01
qsar-biodeg,C5.0,0.3,0.4,0.994,0.986,0.014,0.005,0.013
qsar-biodeg,C5.0,0.3,0.5,0.992,0.982,0.018,0.007,0.018
qsar-biodeg,C5.0,0.3,0.6,0.991,0.977,0.023,0.008,0.018
qsar-biodeg,C5.0,0.3,0.7,0.99,0.975,0.025,0.008,0.019
qsar-biodeg,C5.0,0.3,0.75,0.989,0.973,0.027,0.009,0.02
qsar-biodeg,C5.0,0.3,0.8,0.989,0.973,0.027,0.009,0.02
qsar-biodeg,C5.0,0.3,0.9,0.988,0.971,0.029,0.01,0.023
qsar-biodeg,C5.0,0.3,1,0.988,0.971,0.029,0.01,0.023
qsar-biodeg,JRip,0.1,0.1,1,1,0,0,0
qsar-biodeg,JRip,0.1,0.2,0.999,0.998,0.002,0.002,0.005
qsar-biodeg,JRip,0.1,0.25,0.998,0.996,0.004,0.003,0.006
qsar-biodeg,JRip,0.1,0.3,0.997,0.993,0.007,0.004,0.01
qsar-biodeg,JRip,0.1,0.4,0.995,0.989,0.011,0.006,0.013
qsar-biodeg,JRip,0.1,0.5,0.994,0.987,0.013,0.005,0.011
qsar-biodeg,JRip,0.1,0.6,0.993,0.985,0.015,0.005,0.012
qsar-biodeg,JRip,0.1,0.7,0.992,0.983,0.017,0.007,0.016
qsar-biodeg,JRip,0.1,0.75,0.991,0.98,0.02,0.008,0.018
qsar-biodeg,JRip,0.1,0.8,0.991,0.98,0.02,0.008,0.018
qsar-biodeg,JRip,0.1,0.9,0.99,0.976,0.024,0.009,0.02
qsar-biodeg,JRip,0.1,1,0.986,0.968,0.032,0.017,0.037
qsar-biodeg,JRip,0.2,0.1,0.996,0.99,0.01,0.004,0.01
qsar-biodeg,JRip,0.2,0.2,0.993,0.983,0.017,0.008,0.022
qsar-biodeg,JRip,0.2,0.25,0.989,0.971,0.029,0.005,0.015
qsar-biodeg,JRip,0.2,0.3,0.988,0.968,0.032,0.004,0.013
qsar-biodeg,JRip,0.2,0.4,0.985,0.961,0.039,0.005,0.016
qsar-biodeg,JRip,0.2,0.5,0.983,0.957,0.043,0.005,0.014
qsar-biodeg,JRip,0.2,0.6,0.979,0.948,0.052,0.005,0.012
qsar-biodeg,JRip,0.2,0.7,0.978,0.945,0.055,0.005,0.012
qsar-biodeg,JRip,0.2,0.75,0.977,0.943,0.057,0.006,0.014
qsar-biodeg,JRip,0.2,0.8,0.973,0.933,0.067,0.006,0.015
qsar-biodeg,JRip,0.2,0.9,0.967,0.917,0.083,0.006,0.013
qsar-biodeg,JRip,0.2,1,0.964,0.909,0.091,0.005,0.007
qsar-biodeg,JRip,0.3,0.1,0.995,0.989,0.011,0.008,0.019
qsar-biodeg,JRip,0.3,0.2,0.991,0.979,0.021,0.012,0.028
qsar-biodeg,JRip,0.3,0.25,0.991,0.977,0.023,0.014,0.033
qsar-biodeg,JRip,0.3,0.3,0.989,0.973,0.027,0.015,0.037
qsar-biodeg,JRip,0.3,0.4,0.987,0.968,0.032,0.017,0.042
qsar-biodeg,JRip,0.3,0.5,0.986,0.966,0.034,0.019,0.046
qsar-biodeg,JRip,0.3,0.6,0.983,0.959,0.041,0.023,0.055
qsar-biodeg,JRip,0.3,0.7,0.981,0.955,0.045,0.027,0.065
qsar-biodeg,JRip,0.3,0.75,0.977,0.945,0.055,0.033,0.08
qsar-biodeg,JRip,0.3,0.8,0.977,0.945,0.055,0.033,0.08
qsar-biodeg,JRip,0.3,0.9,0.975,0.94,0.06,0.033,0.079
qsar-biodeg,JRip,0.3,1,0.974,0.936,0.064,0.034,0.082
qsar-biodeg,PART,0.1,0.1,0.999,0.998,0.002,0.002,0.004
qsar-biodeg,PART,0.1,0.2,0.998,0.996,0.004,0.003,0.005
qsar-biodeg,PART,0.1,0.25,0.998,0.996,0.004,0.003,0.005
qsar-biodeg,PART,0.1,0.3,0.998,0.996,0.004,0.003,0.005
qsar-biodeg,PART,0.1,0.4,0.995,0.99,0.01,0.006,0.012
qsar-biodeg,PART,0.1,0.5,0.994,0.988,0.012,0.006,0.013
qsar-biodeg,PART,0.1,0.6,0.994,0.988,0.012,0.006,0.013
qsar-biodeg,PART,0.1,0.7,0.993,0.986,0.014,0.005,0.011
qsar-biodeg,PART,0.1,0.75,0.992,0.984,0.016,0.007,0.015
qsar-biodeg,PART,0.1,0.8,0.992,0.984,0.016,0.007,0.015
qsar-biodeg,PART,0.1,0.9,0.992,0.984,0.016,0.007,0.015
qsar-biodeg,PART,0.1,1,0.991,0.98,0.02,0.008,0.016
qsar-biodeg,PART,0.2,0.1,0.997,0.994,0.006,0.003,0.006
qsar-biodeg,PART,0.2,0.2,0.994,0.987,0.013,0.004,0.009
qsar-biodeg,PART,0.2,0.25,0.991,0.981,0.019,0.006,0.014
qsar-biodeg,PART,0.2,0.3,0.991,0.981,0.019,0.006,0.014
qsar-biodeg,PART,0.2,0.4,0.99,0.977,0.023,0.009,0.02
qsar-biodeg,PART,0.2,0.5,0.99,0.977,0.023,0.009,0.02
qsar-biodeg,PART,0.2,0.6,0.988,0.973,0.027,0.01,0.022
qsar-biodeg,PART,0.2,0.7,0.984,0.965,0.035,0.014,0.028
qsar-biodeg,PART,0.2,0.75,0.982,0.961,0.039,0.012,0.025
qsar-biodeg,PART,0.2,0.8,0.981,0.959,0.041,0.014,0.029
qsar-biodeg,PART,0.2,0.9,0.979,0.954,0.046,0.015,0.031
qsar-biodeg,PART,0.2,1,0.977,0.95,0.05,0.013,0.027
qsar-biodeg,PART,0.3,0.1,1,1,0,0,0
qsar-biodeg,PART,0.3,0.2,0.999,0.998,0.002,0.002,0.005
